scenario_id,arrival_rate_mean,res_Pharmacist_amount,res_Pharmacist_cost,res_Technician_amount,res_Technician_cost,res_Pharmacy_Information_System_amount,res_Pharmacy_Information_System_cost,el_sid-532DCBA6-2EA6-435D-AA1E-8B5115299C25_duration,el_sid-582150C6-EBEA-4A55-8E1D-7F0CA0B8CA54_duration,el_sid-2A37B8CB-663C-4265-839A-282F772E84CD_duration,el_sid-E0879ACC-9536-498C-BA79-DA8902BE9B34_duration,el_sid-4AE2ED27-9C67-481A-9168-772F2443AC40_duration,el_sid-C12EBC64-C7FC-447C-B752-63144C613AE3_duration,el_sid-5C5825C2-B65C-45BE-A3ED-994F57BB36F6_duration,el_sid-6476CFCF-4619-47E1-AAB6-E759EBBCFA19_duration,el_sid-4C7E683B-8A7A-4FC5-9BFE-7E06CB00DD9A_duration,el_sid-B3B7EE72-DC71-4E7F-8294-7D1D0931D128_duration,el_sid-A8BB4918-B634-4771-B746-709A2319BB3A_duration,el_sid-8B110648-DDB2-4073-B0E5-58F8A11C3BC1_duration,el_sid-780ADF48-2A4E-474C-949B-400E8E093FAB_duration,kpi_total_cost,kpi_std_total_cost,kpi_cycle_time,kpi_std_cycle_time,kpi_waiting_time,kpi_std_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
34,5009.82,3,40.94,7,53.02,1,20.56,134.97,22.41,24.25,218.8,599.38,533.72,693.89,19.34,70.29,10.55,103.06,6890.31,131.79,185142.96792411956,2646.4241888623665,40771.66188065219,1142.4878287215754,76526.2328381609,1365.7572081929368,11,True,True,True,True
115,15379.72,4,69.42,5,63.73,1,6.47,102.83,12.85,13.08,93.53,408.65,312.87,514.97,65.74,53.29,12.54,58.32,1500.91,98.29,25554.76862455708,548.235418659439,18447.571213494375,163.63260431607563,57233.83901664207,375.2063596906328,8,True,True,True,True
107,14580.76,12,65.51,4,58.29,2,5.61,76.37,11.27,21.15,103.69,146.16,455.52,296.39,31.84,69.98,23.46,54.45,8143.96,37.75,76679.25671683147,1238.2442596937003,26955.02920092147,815.014979847364,61747.29011478398,1187.3954235907988,12,True,True,True,True
92,13872.83,12,51.11,1,33.02,2,22.01,28.41,26.06,4.89,98.66,432.77,327.88,325.06,13.75,37.3,24.84,93.26,3322.2,149.13,24085.311805495126,374.0201488384866,60577.11889011674,3900.844391590565,100434.12984691393,4473.6204089471885,15,False,False,True,False
112,6679.42,10,93.47,7,13.1,1,14.43,128.21,15.86,19.17,255.14,728.89,592.18,238.62,63.1,60.18,10.83,119.97,1707.23,86.08,33586.864363109955,799.9507360768841,19037.027743689556,92.1759185955429,58943.136560122475,907.6116681756299,8,True,True,True,True
116,7509.69,7,108.45,8,71.9,1,16.56,61.82,15.86,14.54,92.92,720.08,107.6,717.1,52.22,20.02,17.91,128.25,1485.97,133.4,62012.543180398294,845.7727159603312,18957.112634741923,153.08801159793597,58378.12345124104,524.4018607703791,5,True,True,True,True
114,15759.14,11,58.95,2,56.36,2,17.55,78.8,34.12,6.29,50.55,471.32,255.83,641.16,17.15,37.07,21.71,41.35,3546.61,25.29,37971.22368544691,928.0490379919819,24685.01927146993,675.9113845310052,63190.877911216565,893.4520470129241,10,True,True,True,True
118,18770.74,9,44.23,8,25.57,2,4.77,108.75,19.79,22.41,250.26,547.89,336.43,437.2,49.99,53.16,22.17,40.42,3423.46,108.68,20834.30376305349,502.54749538741004,19875.88637990324,508.54172720125155,57095.63823171436,933.432230908964,9,True,True,True,True
119,19150.17,8,95.4,6,21.04,1,4.5,94.99,23.64,24.52,270.0,244.59,404.19,200.13,23.33,72.56,5.81,27.34,6935.69,79.11,22700.987492828568,406.0005198737376,22649.875084486102,316.3211613656361,57765.16720477719,875.5820927513897,6,True,True,True,True
117,17943.92,4,75.08,2,34.71,2,10.35,111.93,11.71,15.71,127.45,121.42,549.6,538.75,32.35,18.28,6.73,118.6,4673.14,114.98,27860.380669498343,511.96406668140344,26758.99740295494,585.3368053530644,64184.067090784374,997.4284916987605,8,True,True,True,True
124,16611.01,11,109.58,7,59.13,2,23.72,46.51,19.95,11.33,88.16,743.36,456.75,538.39,56.25,15.79,9.26,58.77,4212.04,67.89,42057.508196632865,457.2747208389174,20812.56076126845,331.1968000865385,57891.3175879407,706.6807418307578,6,True,True,True,True
125,17598.48,3,54.87,4,23.32,2,20.39,123.08,16.15,6.5,232.89,258.77,236.43,290.75,12.13,60.03,5.82,80.26,1662.8,82.96,15162.170031096408,180.0107447290488,18399.936222207405,411.4380336891665,57444.74282015604,979.675212485363,8,True,True,True,True
123,15082.93,8,38.82,1,23.62,1,21.05,140.34,31.82,22.69,109.73,639.27,469.7,704.27,26.61,44.64,7.48,97.42,1552.61,115.76,15012.281910193395,153.2240774578911,28048.53060487255,419.6914827587228,68969.2479672343,747.0595265133974,6,True,True,True,True
102,7325.87,7,95.85,5,30.73,1,13.74,136.31,37.29,9.09,135.08,610.91,561.82,701.01,22.23,57.72,7.07,30.82,5771.57,38.32,78543.72164503025,898.8317855829799,32224.57585378294,787.72164105985,68634.33051425357,1178.6518969755607,9,True,True,True,True
128,14738.81,10,58.97,4,37.45,1,16.32,139.99,22.09,12.67,135.26,636.36,150.29,736.28,14.94,13.53,24.29,148.62,1888.82,54.8,25306.405192883623,186.17302763202042,19668.74817442594,230.11587077645694,58342.72649123754,322.84451240301667,5,True,True,True,True
121,14347.31,6,95.89,3,48.59,1,20.65,80.01,12.75,4.63,217.31,714.32,511.04,572.61,27.97,13.7,10.8,94.34,6380.68,104.84,57263.765248581665,760.0067347730721,30643.478094775,995.6968503220846,67361.38335923594,1190.1188400867838,13,True,True,True,True
122,17206.49,3,53.68,2,25.19,1,14.61,121.34,34.56,23.42,208.19,519.31,521.25,276.72,48.45,17.21,16.17,137.44,7750.96,128.52,28434.76709369115,456.6758899715525,43788.879538923546,2322.790142619827,79072.27246361777,2556.4305943362824,15,False,True,True,False
131,14549.98,5,68.31,5,21.39,1,24.7,136.46,26.0,22.5,223.85,574.13,402.87,712.46,18.13,34.51,4.51,123.27,4141.19,102.47,25829.918924304427,442.46321722191027,21552.561289736175,328.956796741227,58709.91058842354,774.3722436733493,6,True,True,True,True
126,5041.71,3,24.25,8,73.68,1,6.16,126.95,22.71,6.63,73.84,185.51,186.27,192.69,57.67,56.64,24.19,140.76,5126.53,137.53,181761.1461680977,2272.434325839361,24457.284646215707,286.47081543968,61429.86974251013,859.3458780822585,5,True,True,True,True
103,9593.35,2,35.2,2,66.19,2,6.17,60.43,28.09,13.21,234.48,396.55,251.97,279.54,15.52,52.88,4.77,70.75,4513.73,33.01,78978.32179418467,1036.331228791253,54281.22920120867,2810.3863939796906,92623.17910654838,2977.418598097456,15,False,True,True,False
133,19431.0,2,52.1,5,48.3,2,9.0,127.67,24.09,16.75,221.91,253.34,210.61,613.33,27.13,53.12,19.55,67.49,7045.31,137.35,45543.22295675534,799.9962033578764,23848.05582240534,273.71733238226295,58937.52314953901,674.600904708015,6,True,True,True,True
134,19331.82,6,69.43,5,61.15,2,20.73,118.6,12.37,11.23,137.92,144.57,480.74,293.61,38.75,53.99,5.87,47.9,4398.13,95.22,36709.19955486911,732.8933109448582,20837.641837500832,320.2140576840019,57802.067812681096,399.3728515078741,7,True,True,True,True
132,7067.63,3,88.42,7,67.59,1,16.81,91.81,36.56,10.11,291.74,250.2,396.43,597.98,24.86,12.37,16.97,125.19,4520.51,58.39,125612.44409552125,2014.2875791082404,22884.947652509636,250.46298334864105,60070.33706664972,676.0407038874794,6,True,True,True,True
53,5115.24,9,49.29,6,70.78,1,18.0,127.23,37.45,20.14,123.93,497.9,187.79,684.99,56.39,62.76,5.7,110.74,7516.47,136.04,240191.1711548392,3069.59632957456,54739.86026922592,1660.3789756341566,90207.80737884658,1934.2724875747488,12,True,True,True,True
138,13460.83,9,70.97,7,71.12,2,16.44,105.86,8.55,17.77,114.52,245.25,377.51,308.47,63.47,63.09,24.25,91.36,8540.02,145.21,99247.2307844496,1178.874551817874,24584.198245196178,368.2091612274163,58761.17416553244,777.7765857063325,6,True,True,True,True
79,18606.1,11,105.23,1,14.25,2,6.64,84.19,9.25,17.05,203.94,190.05,576.57,672.03,64.77,71.46,4.95,140.55,5205.61,118.27,16913.878514452645,203.41501117085377,289644.35928939213,60891.256654033146,415768.9959695024,85030.95078200301,15,False,False,True,False
72,17391.88,8,39.87,1,19.2,1,10.52,96.24,15.18,24.03,135.76,550.58,352.35,606.52,44.68,22.67,6.43,94.22,5009.8,145.35,16979.626580221156,178.15115187612003,296498.38856502005,39262.44001730701,425719.3252284368,55068.31211019526,15,False,False,True,False
140,14864.16,9,84.82,5,26.06,1,15.73,83.06,11.3,24.58,226.77,139.85,378.06,178.17,21.2,12.33,14.49,42.84,4092.48,117.38,23746.46489049543,363.36813238238125,20608.77664326246,218.70107454675812,58581.05441672627,283.0283412643545,5,True,True,True,True
137,17694.0,4,58.35,3,51.4,2,13.99,95.64,8.13,14.32,249.84,616.38,186.73,545.13,29.44,48.1,22.84,98.54,7380.83,24.95,52277.56498848759,1002.5147023798936,27987.06441954055,1140.5962388167206,63402.674430693274,1614.9903736696153,15,False,True,True,False
141,15884.0,10,18.17,8,23.41,1,16.61,72.41,22.83,20.32,149.69,171.49,404.87,279.24,21.51,30.3,23.79,44.75,6778.46,142.14,26399.656595715867,351.8633587518739,22551.49678641676,287.09848377188155,57984.43016438873,797.138198150561,5,True,True,True,True
143,11087.8,9,65.78,8,53.22,2,22.52,72.74,20.17,6.63,246.06,318.33,464.76,528.01,41.52,29.46,13.86,64.03,5506.93,77.0,68341.29178133323,596.6678059441093,22471.24759002977,354.50282040543186,58358.7614993077,475.1025553694476,6,True,True,True,True
135,13091.25,11,103.12,3,74.19,1,7.87,138.51,33.42,16.36,89.42,189.53,208.25,735.53,50.8,57.2,10.57,101.54,6796.04,104.62,93948.11120850532,1708.0777891527755,35678.31832917897,1172.9331215131633,71527.07658616672,1174.8632601105369,14,True,True,True,True
130,11681.21,6,46.91,1,37.64,2,13.58,25.19,28.52,4.01,239.65,559.94,578.16,421.75,33.46,62.33,13.19,129.3,2705.51,30.47,30911.391713708108,418.80287389436364,80498.26602037261,13206.570918498344,125725.19354852143,17509.651117836762,15,False,False,True,False
146,16837.49,7,58.16,4,33.38,1,7.34,38.15,8.65,5.54,132.04,185.56,512.58,514.58,50.49,61.95,13.72,137.93,3697.47,83.76,24567.522275169766,147.51060345966042,20910.05545001566,496.64048574427915,58762.00672038699,903.2934634910691,8,True,True,True,True
147,19643.88,6,77.82,7,46.66,1,9.94,36.61,18.62,5.75,79.49,122.9,128.17,154.14,69.12,69.87,11.65,133.91,5376.3,121.03,32151.249549755346,492.64526859079007,20781.851658430627,457.2742815864402,57280.02667960755,775.0377254027541,8,True,True,True,True
148,14416.12,6,87.8,5,54.24,2,23.83,132.35,25.3,17.54,299.81,746.64,295.22,727.3,20.37,31.73,5.49,84.82,5015.02,35.69,54487.75461644629,800.0790872300739,22516.11936937257,177.87621214117863,59123.54388465909,1062.053926908544,6,True,True,True,True
113,5998.08,10,31.68,2,50.46,2,24.98,86.59,7.42,18.9,202.72,300.96,236.68,638.05,62.32,69.27,7.86,119.64,2136.8,105.34,63968.3325418581,951.5447812565674,51558.738176793806,2174.0055787555757,91676.1409765537,2381.5519270187688,15,False,True,True,False
139,11138.92,10,31.4,5,16.67,2,5.83,121.05,33.41,19.94,79.6,204.34,182.38,532.22,73.82,41.96,20.45,145.49,8183.72,27.72,33262.425548602005,520.7967996697463,29355.806522352166,1002.5580545482086,64420.31015645184,1433.501434870235,15,True,True,True,True
145,13869.36,2,100.25,3,25.19,2,18.31,58.21,14.31,23.12,155.21,298.64,96.17,519.64,24.22,21.28,18.38,129.15,7780.02,146.21,41960.03666444842,447.1878936285037,35444.118379654894,1058.8657161022052,70980.16391829058,1440.308106639362,12,True,True,True,True
153,18837.4,8,28.49,5,65.97,2,23.95,72.58,34.99,4.17,106.85,170.19,287.14,361.03,17.58,66.3,8.99,74.5,4710.23,99.51,41743.88427971587,628.8028759612522,20967.35550409594,498.1243936956471,57815.074199738876,1122.1591172634426,8,True,True,True,True
154,13620.12,8,37.31,6,24.55,1,5.66,90.26,34.24,8.64,295.13,658.35,96.33,588.83,26.84,44.29,20.99,44.61,5071.45,106.37,32761.552001415355,486.68083548169307,22079.1756492053,197.8980892983388,58911.910530030305,687.3152382252663,5,True,True,True,True
151,12253.14,12,85.04,3,55.44,2,14.06,24.86,19.66,13.95,287.31,492.2,190.18,554.84,68.95,74.81,8.41,47.85,3513.91,36.15,50282.45810098883,804.4051106863278,22699.822520141064,451.61886231665324,61088.48743264221,783.2813864306222,7,True,True,True,True
155,9575.48,12,52.2,7,52.54,2,19.21,50.59,17.03,10.8,243.94,171.27,302.47,730.16,69.41,53.08,23.83,94.8,4926.69,69.03,77298.26976436251,1408.0108271672927,22888.071399502962,171.206655897306,59563.68698749246,944.795956334335,6,True,True,True,True
157,8856.91,11,55.23,7,24.33,1,22.96,27.66,33.11,17.89,64.63,377.3,530.26,660.69,61.35,70.21,14.6,73.1,4105.88,146.89,41088.513037006276,298.355609707515,21553.386230114884,378.26484184502914,59180.32257499264,577.6043222327875,6,True,True,True,True
158,19341.6,2,74.23,7,49.46,2,24.7,67.72,10.54,22.04,75.72,440.77,476.78,253.04,59.13,61.91,6.22,76.26,2949.38,37.27,25289.05099024539,288.1499108208709,19365.704306034313,436.0474699842846,57408.90032440538,901.6506685265593,8,True,True,True,True
159,16977.63,6,52.11,5,30.25,2,12.05,149.98,11.09,11.09,69.61,221.4,326.36,580.38,71.43,20.17,20.12,53.34,4852.58,148.12,29045.818449159244,489.11803634560016,21719.122413082598,250.33755537308477,57857.47034450638,962.2068145854885,6,True,True,True,True
160,13185.81,6,51.66,5,52.5,1,11.62,68.44,21.01,13.71,87.99,286.25,307.5,740.14,19.53,24.32,22.08,122.12,2228.68,111.82,28820.68391960381,547.0531256054163,19622.25721139205,269.71649940919116,58142.5229250496,666.0151882392267,7,True,True,True,True
161,11908.85,8,40.47,6,28.45,1,7.64,123.8,20.48,15.31,214.55,704.84,219.78,587.31,15.11,39.84,17.09,143.37,8600.0,134.3,53705.7414200234,505.84336817979096,26610.921327683758,434.47145942365813,60997.36939434917,548.0278947552839,6,True,True,True,True
80,15886.9,2,21.46,1,49.47,1,8.7,104.4,29.48,7.25,124.13,503.59,410.46,460.17,48.71,59.07,11.35,34.17,5134.69,90.28,35574.59508170608,234.7876681284332,444817.0474447484,50385.12605063951,633585.4606572887,70715.49931717344,15,False,False,True,False
150,5021.61,8,92.14,8,33.06,2,19.38,127.91,15.73,10.57,201.86,697.42,286.25,426.77,48.47,55.37,9.75,62.08,7501.18,79.14,131117.968473708,2851.6528412938396,35249.92214688256,1250.9205658200076,71133.86543896461,2005.8690278745898,15,True,True,True,True
85,5608.2,12,61.74,4,42.12,1,20.65,53.14,11.6,15.03,177.68,169.49,579.41,314.54,14.84,30.23,9.1,104.06,6482.54,131.66,122782.90431989101,1430.4365841767603,97055.02203862282,21902.670553060274,145261.13014275688,29943.86740853043,15,False,False,True,False
165,11820.82,11,90.85,5,71.39,2,6.48,38.22,37.42,24.11,299.73,551.25,498.82,442.08,22.1,74.56,16.83,47.77,5269.22,123.62,83878.10851618358,810.2043054761731,22959.147189865234,432.9133707982689,59902.97164560953,810.8086779656246,6,True,True,True,True
120,17628.06,4,41.73,1,53.2,1,15.81,92.45,36.85,17.54,166.91,337.87,378.22,446.34,17.21,67.08,7.57,51.47,6028.45,74.14,35922.93000544505,288.6643503747087,448960.7844101476,41708.65868966681,638689.1790794573,58142.23401027453,15,False,False,True,False
162,6015.01,11,78.94,2,63.26,2,16.49,54.43,25.3,16.38,248.67,227.62,118.84,431.3,35.97,30.26,5.29,58.7,2432.44,59.27,78979.52094844492,981.6233756159991,50356.1521675833,2068.311842311878,90266.84470282766,2341.7676686326886,15,False,True,True,False
167,6667.47,12,72.25,6,21.81,1,11.92,70.89,34.98,10.43,175.6,467.74,365.58,419.13,28.21,36.2,10.35,114.53,2609.46,52.64,45701.540096364464,453.976505430084,20206.23242837591,210.37674817951128,58914.519363871324,897.7154851092303,5,True,True,True,True
169,12026.03,8,61.51,7,56.62,1,8.29,122.64,27.75,6.14,127.36,446.9,244.45,686.79,73.62,34.61,7.49,127.08,4558.87,53.66,62176.808308722044,707.4239284330239,21810.605145371654,284.3873996579537,58937.09630711642,434.6512343314514,5,True,True,True,True
166,15586.18,2,84.65,2,26.57,1,18.13,78.81,16.62,23.68,290.26,416.57,570.75,124.89,42.35,50.86,13.82,73.56,6641.82,106.59,31443.371501841706,622.7723215363845,39501.117013805866,1381.0127231373835,75952.32067852232,1454.4552606105951,15,True,True,True,True
170,16643.16,8,99.19,8,72.77,1,24.44,27.54,26.76,18.16,273.28,170.21,324.05,389.8,19.89,63.38,16.39,58.21,2929.53,78.16,35421.1853494224,471.41807404594635,19469.813666796803,400.17591435130214,57780.9931316401,408.36878747641543,7,True,True,True,True
171,6472.04,9,69.26,7,29.12,2,15.53,73.51,34.14,16.61,248.49,462.56,199.06,560.35,73.72,68.23,16.73,71.45,3032.68,41.61,56694.544532490836,941.4992798606607,21280.116902027425,361.00656275330863,59930.84012457455,1062.97419491288,6,True,True,True,True
31,18362.1,7,81.57,1,41.77,1,4.83,30.45,36.83,10.35,295.93,564.2,309.89,299.46,31.04,65.08,14.87,99.01,8957.73,41.88,31237.843371586216,373.92529405557707,709279.9684061676,42204.17857288664,1001398.90851601,59495.87181558276,15,False,False,True,False
174,18623.15,2,105.19,7,37.96,2,15.33,146.1,32.66,18.36,280.17,156.91,308.33,251.14,21.4,52.2,19.25,128.8,5880.04,43.42,35905.55719903353,412.14129941455093,21942.45418958294,480.6816936975799,57703.2532094954,895.3399735942553,8,True,True,True,True
172,7477.91,10,73.54,8,31.31,1,11.77,77.11,11.09,21.84,147.05,573.08,479.62,653.72,65.97,73.66,18.15,109.52,8075.74,34.5,90394.85766510712,1434.5021570156664,27502.61715181249,649.1973076668665,62234.395313480316,1112.616665814838,8,True,True,True,True
175,13314.71,2,25.03,5,14.72,2,10.61,125.45,13.9,10.82,243.17,705.6,568.77,272.4,67.44,62.53,10.06,126.23,1789.55,68.28,12400.05609642643,215.72970724850163,18793.265689465505,313.32166007011625,58014.43216174415,697.9069478830446,6,True,True,True,True
176,18445.63,8,106.04,2,66.75,1,11.56,127.3,12.7,18.62,210.53,242.58,580.25,560.68,32.7,16.5,4.36,45.63,6553.64,94.05,57297.33152308912,909.3320071563055,36316.28432960045,798.9128431368387,72244.29099834437,1286.334910428937,8,True,True,True,True
173,5964.35,10,44.47,5,42.98,2,17.31,124.06,34.01,23.87,274.28,678.51,317.99,499.14,16.21,56.74,17.96,65.73,3155.7,104.44,70692.3944288084,1071.8699309545332,23102.003945607878,427.75928910616324,61881.81885876634,1171.1596820595769,7,True,True,True,True
179,18583.33,3,108.83,8,20.08,2,6.98,64.41,18.37,24.04,49.31,493.08,565.55,124.96,62.35,16.19,6.24,113.66,5194.69,39.51,21967.87668522713,302.91405941019883,20595.766070924823,327.95058030608783,57303.37929804418,660.7857922916642,5,True,True,True,True
178,16248.29,3,18.31,1,59.91,1,16.49,125.26,9.9,9.12,279.99,268.51,301.69,579.53,48.41,70.21,23.68,85.79,2132.29,126.87,28764.398940107538,455.5318877044643,31580.30204280603,864.4620621710286,71739.38604112061,1311.7776010494808,11,True,True,True,True
180,13504.44,8,70.28,6,25.09,1,15.07,61.46,33.08,8.23,129.76,379.26,517.73,226.95,40.42,23.3,20.89,32.7,8752.68,38.17,45313.82328818739,957.837407341503,25181.914237950077,278.2154289353568,59647.98856998711,895.3571723986848,7,True,True,True,True
177,12167.07,6,74.02,3,45.95,2,7.53,123.37,10.77,17.41,159.32,186.92,592.79,303.84,45.46,17.41,20.24,117.85,6367.76,115.9,64528.2980502544,1138.3767139162783,33154.089437704664,954.9301249978699,69725.28718475172,810.6421309192607,11,True,True,True,True
181,16625.5,11,60.45,5,49.94,2,15.42,120.58,17.46,11.07,286.93,400.09,531.71,610.05,15.12,20.44,9.71,94.14,7246.51,76.05,54265.26783128265,740.0252718018229,24141.08703040533,334.1370872839449,58762.811502823235,738.9112369647969,5,True,True,True,True
183,19078.98,11,83.08,8,17.02,1,19.67,132.22,17.07,15.41,134.95,709.25,545.31,359.21,48.47,51.37,22.17,124.97,5673.27,37.26,19617.874092265833,442.49763470978377,21769.96021942526,348.99523154391557,57760.95763713528,665.5518311894776,8,True,True,True,True
182,7414.76,2,62.9,3,30.76,2,10.1,95.97,26.99,24.48,114.4,606.22,586.42,506.97,49.36,67.12,4.56,88.78,2662.03,32.66,43433.05716211564,657.9768394334554,26372.97874863675,625.7877017822568,66069.95072064022,778.1024133142114,8,True,True,True,True
56,15732.97,6,110.69,1,57.65,1,8.95,100.44,24.55,9.48,197.56,672.9,524.52,340.96,24.53,57.13,15.62,52.22,6866.59,119.54,41726.549781634945,274.5887672721472,682786.5669113632,45717.754976580174,967201.1027459205,63527.711415605765,15,False,False,True,False
186,13076.73,2,100.43,6,57.43,1,24.04,56.33,20.82,22.48,275.3,296.51,155.2,226.01,49.84,43.13,22.81,124.5,5392.47,135.09,61454.63649107878,622.5074591761181,21802.197924303142,200.48613586114288,58532.60082584394,710.8317249893096,5,True,True,True,True
184,5214.06,5,101.16,5,57.22,1,8.98,73.33,13.37,18.89,204.84,125.9,242.25,598.58,44.65,16.65,14.01,43.07,1624.03,79.34,80276.7369537097,1477.9223183691258,20395.3233969833,428.6648642387878,60041.01754461285,667.4925132251047,8,True,True,True,True
189,12179.92,11,61.51,2,64.12,1,4.58,48.02,13.75,12.36,168.39,567.97,123.98,497.87,72.93,30.23,4.67,72.83,2325.17,27.61,38896.050690895994,266.23649557934294,22283.730793407332,291.7851174632195,61721.399063233825,567.8614835201445,5,True,True,True,True
185,8210.73,11,52.11,5,36.23,2,7.82,27.12,28.23,8.95,84.78,686.13,556.92,568.59,47.35,42.49,10.72,119.9,7366.46,131.11,81474.0328491057,1868.399538811464,34673.2588294679,1034.7292027038877,70362.71118660805,1230.9455808587613,12,True,True,True,True
188,6377.25,12,97.14,6,50.58,2,13.1,110.03,26.41,16.49,92.56,515.65,423.83,271.45,12.28,57.52,13.1,79.14,6824.16,143.49,129946.16710107776,1895.038962286422,34666.9275835573,193.90187097692922,70970.87478214079,826.5389895521021,5,True,True,True,True
191,19392.98,3,27.54,7,37.15,1,18.43,60.68,10.05,15.89,245.59,500.85,451.2,284.62,18.84,14.98,6.81,131.68,3860.1,131.42,23165.104933115916,182.52599486532043,19978.370032616378,320.70158948128574,57409.999348176556,590.4158021253501,6,True,True,True,True
2,8834.94,3,94.94,3,17.79,1,19.3,47.68,14.66,17.81,85.82,392.56,309.08,729.48,55.03,23.8,14.73,121.72,8427.08,111.41,43468.87469941028,218.25184794024247,300408.4289347673,33310.39287200025,426982.5270556344,46708.20768446703,15,False,False,True,False
194,17791.23,4,42.84,7,42.34,1,24.08,62.16,35.7,12.78,75.74,325.13,244.0,458.79,70.73,51.06,4.94,125.34,5582.28,47.91,35153.61376815434,456.5557842796484,21857.18886060188,462.5918971863191,57983.42702224174,1050.8375983984022,7,True,True,True,True
192,14736.8,2,18.87,5,17.97,2,17.65,57.67,9.99,9.86,105.51,470.79,271.32,547.92,46.6,73.81,12.44,93.74,8850.98,47.2,30424.423712150387,407.20729981657973,26502.152132413124,537.5791822586126,60905.189349707856,675.2936240208264,7,True,True,True,True
196,18048.32,5,86.72,4,70.36,2,4.27,33.8,9.09,24.25,257.12,500.93,498.72,136.99,57.32,53.71,11.28,66.08,1501.48,128.06,21444.955857797075,494.4561793996997,18212.866693316086,530.110520030914,57190.994802849695,1071.7635125190027,11,True,True,True,True
197,18828.31,11,93.56,7,47.99,2,22.59,147.83,6.25,6.68,68.72,142.82,484.25,621.26,20.29,46.07,23.52,123.79,3541.84,133.0,27723.918825218512,510.40307185211753,20310.896264053074,426.0342407890312,57885.46869673291,693.8417757905015,8,True,True,True,True
198,16809.0,12,26.25,7,47.88,2,22.92,81.79,14.26,23.64,125.14,525.19,366.71,374.02,15.32,20.42,4.16,110.24,3044.06,62.22,23715.56579881749,375.78544346530555,19766.85381325684,285.8734639352247,58049.69413574802,399.64375067136115,6,True,True,True,True
199,14957.99,12,25.14,5,20.44,2,24.96,56.36,17.15,10.33,280.32,223.33,516.06,738.66,35.32,33.28,9.58,128.95,2929.62,142.84,15547.050112006758,167.9532063839859,20493.527989919123,297.3043447304682,58766.84907974886,695.1090027545872,5,True,True,True,True
193,12464.25,11,84.51,3,20.26,1,15.48,84.92,24.51,20.29,237.02,210.94,289.39,691.03,13.24,25.36,16.29,74.35,4494.02,68.14,29836.90389825518,411.6998877895646,26196.813048190703,810.9259194234993,63922.510683310444,1242.7116694520535,13,True,True,True,True
200,14555.49,4,20.83,6,23.2,2,15.57,90.39,7.92,11.77,108.87,147.83,361.47,208.98,40.15,61.48,9.71,139.88,3458.79,28.34,19413.20958273587,214.67249072699198,20199.09502690554,215.6995860266624,57957.13474620489,619.1892594952088,5,True,True,True,True
201,19662.4,3,64.15,5,49.29,2,14.91,43.07,34.0,24.11,188.85,217.55,490.82,176.85,25.37,38.98,5.16,87.84,5764.86,121.7,36028.549981212345,610.0435693920962,21793.23936399628,531.3026770338321,57894.39761279701,1096.4199943131894,9,True,True,True,True
203,16547.0,12,26.26,3,26.55,2,22.1,101.9,28.51,22.57,78.22,584.63,199.27,427.37,13.66,55.19,8.04,117.85,4523.73,147.79,23213.445742271157,342.8695046770971,22391.198471532396,488.65019942330554,60421.542550231046,757.9386515216936,8,True,True,True,True
202,10092.37,6,95.09,4,55.31,1,13.24,95.0,12.69,23.2,244.12,450.59,376.88,216.06,40.19,53.47,18.73,86.36,5630.65,92.38,81724.4461760392,1048.156495591113,26804.88446974929,336.0371839203773,64408.25781168959,744.3955230473478,5,True,True,True,True
204,12916.06,11,76.46,7,26.16,1,8.24,31.41,36.59,20.03,61.18,188.66,198.0,457.05,23.09,22.47,16.18,116.23,7704.09,109.7,40950.66352587358,503.2057636096397,24053.942146447676,245.56180281932347,58885.615788999676,572.7318789314311,5,True,True,True,True
206,17750.84,9,112.22,4,32.28,2,6.25,130.85,25.76,22.26,288.03,681.99,513.94,634.21,47.38,22.41,16.71,59.67,7019.95,79.73,40733.656444497996,734.7576188255182,24974.392017818172,425.9448490703541,60839.646715528266,839.0268900385528,6,True,True,True,True
205,18436.56,7,95.78,2,23.99,1,6.84,82.29,18.13,24.32,201.14,403.73,549.5,397.02,27.66,65.99,12.01,61.85,8972.42,143.11,30596.969538542115,528.3646426587885,50245.38471025264,2535.515344926031,84712.0871544061,2529.5856200240983,15,False,True,True,False
208,19120.2,11,37.62,6,46.51,2,20.59,130.97,14.55,7.12,277.51,150.0,571.61,617.39,25.28,51.04,23.89,144.63,7872.11,34.85,48147.78357327502,647.0456987949701,24309.768758648224,395.58044784737194,59095.386967475984,948.8950789221066,6,True,True,True,True
187,8724.96,8,65.72,3,31.14,1,16.12,110.13,21.58,4.94,171.59,708.97,184.04,442.32,53.5,60.52,9.59,116.05,6730.27,53.91,62661.60891013159,1101.339698842078,65225.53345672528,3884.8793783772635,102526.83691303727,4420.491539066748,15,False,False,True,False
210,15669.9,8,57.21,6,50.86,1,15.89,75.85,31.51,17.1,284.37,700.72,451.64,583.3,36.28,17.76,14.06,129.74,8104.0,144.04,64980.1817390306,763.4233221108005,24946.53759821023,500.8970703748783,59098.86386746838,754.6181065970791,7,True,True,True,True
