scenario_id,arrival_rate_mean,res_Pharmacist_amount,res_Pharmacist_cost,res_Technician_amount,res_Technician_cost,res_Pharmacy_Information_System_amount,res_Pharmacy_Information_System_cost,el_sid-532DCBA6-2EA6-435D-AA1E-8B5115299C25_duration,el_sid-582150C6-EBEA-4A55-8E1D-7F0CA0B8CA54_duration,el_sid-2A37B8CB-663C-4265-839A-282F772E84CD_duration,el_sid-E0879ACC-9536-498C-BA79-DA8902BE9B34_duration,el_sid-4AE2ED27-9C67-481A-9168-772F2443AC40_duration,el_sid-C12EBC64-C7FC-447C-B752-63144C613AE3_duration,el_sid-5C5825C2-B65C-45BE-A3ED-994F57BB36F6_duration,el_sid-6476CFCF-4619-47E1-AAB6-E759EBBCFA19_duration,el_sid-4C7E683B-8A7A-4FC5-9BFE-7E06CB00DD9A_duration,el_sid-B3B7EE72-DC71-4E7F-8294-7D1D0931D128_duration,el_sid-A8BB4918-B634-4771-B746-709A2319BB3A_duration,el_sid-8B110648-DDB2-4073-B0E5-58F8A11C3BC1_duration,el_sid-780ADF48-2A4E-474C-949B-400E8E093FAB_duration,kpi_total_cost,kpi_cycle_time,kpi_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
1714.0,9735.34,3.0,80.75,1.0,23.03,2.0,7.86,89.4,13.97,14.03,63.59,303.28,208.07,120.65,68.72,26.45,18.86,149.53,5370.15,102.96,24707.520416190247,811827.4522656981,810616.5403552012,18.0,True,True,True,True
1715.0,11682.27,12.0,78.84,6.0,38.53,1.0,8.84,65.75,14.43,16.56,85.48,432.38,351.93,465.92,19.51,52.08,7.42,60.33,8347.03,54.47,67953.14767112944,25707.608022202796,19891.996017375517,5.0,True,True,True,True
1716.0,10418.12,2.0,105.45,4.0,68.91,1.0,16.95,129.34,9.11,23.1,91.25,149.78,458.4,299.51,71.88,13.37,8.23,97.39,8887.34,87.43,134151.5502986982,40507.410676877,35000.25069148962,22.0,True,True,True,True
1717.0,7421.92,10.0,52.9,1.0,57.21,1.0,24.8,25.69,31.27,24.93,217.17,671.73,320.96,451.9,60.98,54.79,15.0,89.73,2594.55,132.3,43578.18069671434,665325.1151743459,665988.4218869001,38.0,True,True,True,True
1718.0,12933.95,9.0,33.18,8.0,19.41,2.0,8.4,77.53,14.28,5.19,269.54,514.4,272.39,170.94,55.99,63.01,4.72,55.17,8810.67,101.47,35066.01967649742,24496.05326817165,18040.633621167235,5.0,True,True,True,True
1719.0,14540.8,11.0,45.47,8.0,47.61,2.0,5.77,123.99,18.37,6.88,83.35,163.42,426.29,180.09,50.32,57.18,8.16,106.3,3291.7,30.94,34107.5347280884,19399.64957872234,16664.80639583019,7.0,True,True,True,True
1720.0,8845.49,2.0,22.16,1.0,36.69,2.0,17.11,65.47,32.56,4.79,266.48,499.6,463.43,315.69,38.62,12.68,7.55,136.87,4157.01,133.35,32431.131734240105,765030.6872245577,764430.2713909491,27.0,True,True,True,True
1721.0,10398.07,8.0,39.7,8.0,28.29,1.0,4.95,93.97,16.92,14.51,77.08,350.65,380.3,491.35,73.45,20.84,17.43,83.98,7961.98,87.08,56750.00055753896,24818.70565579093,18964.768887222883,5.0,True,True,True,True
1722.0,9603.9,2.0,99.1,3.0,13.87,1.0,10.84,104.41,21.27,16.51,89.96,461.68,254.1,125.89,13.8,45.46,5.15,31.61,5562.41,29.77,34782.49042199208,35547.5992171798,32857.93309324645,20.0,True,True,True,True
1723.0,7313.44,8.0,56.74,3.0,28.94,1.0,7.58,46.89,8.54,16.2,58.33,259.44,128.74,390.44,51.76,24.4,15.53,101.91,4728.18,27.92,52939.438612811726,44899.48655586583,42975.494336875294,25.0,True,True,True,True
1724.0,16273.69,2.0,68.6,6.0,57.83,1.0,14.89,132.96,13.78,4.47,135.44,234.93,189.22,227.07,17.35,34.71,11.62,119.13,4729.92,99.97,44721.7414658345,20964.00133991405,17322.16447836585,7.0,True,True,True,True
1725.0,7401.53,9.0,23.47,2.0,56.15,1.0,21.33,42.58,21.19,7.78,79.63,373.96,570.62,143.92,42.91,20.75,24.54,86.87,7350.14,36.71,78698.51198281637,747800.9456567601,744974.970638758,21.0,True,True,True,True
1726.0,10601.25,6.0,59.66,1.0,55.39,2.0,11.74,72.16,18.09,20.51,63.38,589.81,326.29,508.34,41.58,74.79,21.95,106.1,8793.35,67.94,40357.15207512038,865635.8912236479,861968.2197114134,25.0,True,True,True,True
1727.0,8194.34,12.0,23.06,1.0,35.47,1.0,21.65,105.85,35.51,14.27,124.59,499.02,451.38,327.96,70.69,33.98,11.73,92.61,5216.86,139.55,30415.046166137858,861266.4099469554,859980.7039574706,21.0,True,True,True,True
1728.0,16333.95,5.0,103.24,6.0,57.04,1.0,12.13,95.87,36.36,12.06,279.26,281.85,182.85,470.7,23.65,36.56,6.19,115.61,4197.76,29.71,40122.57325356072,20818.270324365458,17318.33199779761,6.0,True,True,True,True
1729.0,5406.52,5.0,45.78,2.0,48.3,2.0,24.5,82.59,34.85,11.56,88.7,286.03,353.04,205.55,35.07,26.17,17.7,52.05,1898.32,69.72,57658.498158871254,35966.45910735421,36363.26792086438,17.0,True,True,True,True
1730.0,14756.89,12.0,83.05,1.0,54.85,2.0,21.79,143.17,15.78,10.86,59.93,519.08,381.69,247.33,17.57,54.45,19.92,125.83,5348.04,103.93,39228.059203551595,502784.532901978,501365.0580005981,75.0,False,False,True,False
1731.0,8521.75,5.0,102.83,8.0,45.0,2.0,17.43,128.14,26.66,15.14,204.66,718.43,150.07,445.42,24.9,63.24,23.81,116.48,6288.58,63.21,86193.52300518195,23693.762962647692,19113.029897687367,5.0,True,True,True,True
1732.0,5956.28,9.0,21.07,3.0,49.91,1.0,12.3,100.1,14.72,5.73,208.59,165.1,139.29,462.8,59.67,74.64,20.73,85.7,2483.12,143.92,70179.62088950368,30249.689597671026,29588.448064951135,9.0,True,True,True,True
1733.0,6970.17,3.0,57.35,2.0,58.68,1.0,8.03,60.8,7.15,10.13,266.28,657.14,353.03,256.39,33.38,35.85,24.76,132.12,5443.74,60.7,85404.11256794703,599596.7578864337,597946.3191529214,23.0,True,True,True,True
1734.0,10287.44,9.0,62.37,2.0,42.32,2.0,14.39,24.77,22.48,17.07,180.39,496.66,224.56,317.65,20.47,19.48,4.77,145.56,8624.58,66.46,64225.13435986109,555195.0795545293,550969.8559116261,28.0,True,True,True,True
1735.0,14165.98,12.0,57.63,6.0,30.09,1.0,17.66,138.01,18.04,18.14,95.66,233.49,573.77,190.85,69.64,32.59,23.66,37.48,4846.33,44.4,29442.89198443886,21266.96787768819,17578.937089647523,6.0,True,True,True,True
1736.0,6799.18,7.0,69.27,3.0,32.97,2.0,14.15,143.98,12.32,6.32,134.84,705.97,528.38,534.58,61.23,19.38,20.48,39.85,4930.05,42.71,72223.45758478888,62169.07918791653,60044.654091092554,8.0,True,True,True,True
1737.0,15261.76,12.0,51.32,2.0,47.61,1.0,9.57,82.45,29.47,10.56,253.28,594.34,310.9,408.68,23.11,45.17,12.15,73.04,4224.31,141.6,35966.4957161417,28400.127389821668,26177.249355065484,16.0,True,True,True,True
1738.0,17073.77,11.0,91.6,1.0,72.6,1.0,9.39,87.68,18.83,12.23,157.58,234.61,548.98,335.38,60.47,43.84,21.49,29.1,3992.53,106.07,45030.68208474624,56830.5202065957,55526.7715277603,56.0,True,True,True,True
1739.0,10665.65,11.0,58.29,5.0,26.82,2.0,18.58,45.02,24.29,6.54,165.74,557.96,186.33,502.58,60.54,32.27,12.33,56.48,6767.33,75.42,49610.52481213067,26367.689297761422,21939.41461434918,9.0,True,True,True,True
1740.0,11038.44,3.0,93.01,7.0,47.45,1.0,22.7,27.51,20.43,7.88,200.56,618.02,105.84,212.44,42.75,44.37,5.2,78.94,6855.65,51.24,74421.68114074747,23320.93783990924,18526.51286448031,5.0,True,True,True,True
1741.0,19543.08,5.0,83.79,1.0,72.51,2.0,13.94,121.17,8.72,11.69,159.77,120.11,502.94,262.22,33.46,30.83,9.19,95.94,7012.87,31.15,46618.86537486725,491790.64760539023,488822.6631447188,75.0,False,False,True,False
1742.0,16594.41,7.0,72.3,8.0,53.86,2.0,24.44,33.32,21.72,21.13,183.99,538.93,173.71,613.79,55.64,34.82,19.36,99.97,2814.69,74.31,30192.94080753284,19435.107440422787,16755.457295602722,6.0,True,True,True,True
1743.0,11080.61,5.0,50.3,4.0,36.01,1.0,7.31,80.05,35.78,16.39,192.55,592.82,480.16,231.47,21.26,37.88,6.2,139.88,8701.37,106.17,68364.48593059005,35297.39270932004,29701.601891535556,12.0,True,True,True,True
1744.0,9477.28,4.0,99.26,4.0,68.18,2.0,21.61,72.81,14.25,9.34,142.23,260.51,429.76,503.09,69.35,54.29,17.72,85.81,2861.14,114.32,66557.48759150671,21146.76288340415,19329.21838262104,5.0,True,True,True,True
1745.0,15186.49,9.0,106.69,7.0,66.04,1.0,5.16,97.15,12.91,13.37,223.87,132.46,173.08,215.77,38.12,54.73,22.36,52.56,7636.01,99.34,74738.91321994587,23616.715229580655,17911.907977706564,8.0,True,True,True,True
1746.0,18794.85,9.0,31.72,1.0,46.02,2.0,21.43,49.62,31.11,5.17,65.67,367.61,409.82,358.86,60.08,48.35,18.68,139.28,4668.95,114.77,30409.78569003484,65652.59088134959,63979.717161215754,75.0,False,False,True,False
1747.0,6169.85,2.0,73.3,7.0,67.92,1.0,22.67,33.25,21.73,15.68,144.05,293.33,122.1,267.99,54.36,56.78,19.45,137.63,7505.54,70.69,188226.95717587436,32831.236331443615,28277.919549436367,6.0,True,True,True,True
1748.0,15524.83,9.0,24.13,3.0,60.11,2.0,10.64,109.03,12.92,18.09,102.13,447.74,546.63,427.12,33.44,25.0,21.57,26.83,3752.53,108.5,38419.17293995301,21693.78689160252,19148.408283881465,6.0,True,True,True,True
1749.0,16988.76,6.0,47.05,2.0,65.22,2.0,8.25,71.8,16.75,20.32,122.27,128.64,569.92,679.21,47.21,43.04,12.13,36.2,5611.22,78.63,51533.8160812687,33889.92968532721,30527.89513706634,20.0,True,True,True,True
1750.0,14927.34,7.0,91.62,7.0,63.79,1.0,5.18,31.25,29.58,14.65,107.86,636.0,238.97,461.62,60.66,58.62,13.86,24.12,5462.67,143.07,58414.70697205029,21834.012137946604,17504.558653029795,5.0,True,True,True,True
1751.0,13275.99,2.0,59.5,5.0,51.9,1.0,9.21,141.77,17.9,9.35,241.47,336.12,109.05,283.97,57.81,53.69,18.31,137.44,3057.57,31.59,41055.112596144165,19993.91565270941,17563.77689415769,6.0,True,True,True,True
1752.0,15468.63,8.0,77.83,6.0,20.83,2.0,17.13,61.18,7.6,22.57,159.44,233.89,494.07,502.65,30.61,37.05,14.23,88.21,4520.5,28.42,24996.29670607804,21199.118679183615,17590.56025677153,8.0,True,True,True,True
1753.0,8091.56,9.0,78.3,3.0,49.69,2.0,23.2,38.1,31.93,5.75,222.34,269.19,332.6,501.38,73.02,19.5,18.59,125.89,7248.47,146.08,101212.62789122654,249699.909978964,246249.8165944362,75.0,False,False,True,False
1754.0,16250.02,8.0,43.75,7.0,20.66,1.0,7.9,124.86,10.62,8.76,52.92,621.49,511.42,231.66,20.4,53.58,24.57,25.51,4187.06,46.92,18972.11542378997,20411.322395356452,17057.763361525234,8.0,True,True,True,True
1755.0,8092.27,8.0,54.27,7.0,31.42,1.0,15.76,96.19,8.08,4.89,249.31,662.44,399.74,425.49,51.95,38.68,10.77,58.97,8139.5,133.82,79548.47616640819,27793.21867992701,22245.707423127944,11.0,True,True,True,True
1756.0,17147.45,3.0,74.16,5.0,67.4,2.0,7.6,65.98,22.76,11.8,270.7,556.83,496.81,554.89,52.66,41.07,5.46,29.86,8926.15,86.21,81904.63877209138,25879.465581057844,19198.612226541976,10.0,True,True,True,True
1757.0,5689.39,9.0,64.56,8.0,66.71,1.0,6.68,89.89,13.47,21.35,276.52,249.56,100.87,443.79,40.98,15.81,19.63,82.0,8217.34,128.11,218754.0440656771,33783.916888585125,28473.78989067702,8.0,True,True,True,True
1758.0,5599.17,10.0,82.08,8.0,47.62,2.0,7.0,102.44,25.77,20.43,181.31,262.34,368.83,182.65,63.18,49.1,4.39,145.07,2913.07,43.28,76141.48306201698,20197.405014722994,18209.665506093796,8.0,True,True,True,True
1759.0,12235.9,4.0,110.17,4.0,31.34,2.0,4.48,145.99,7.53,14.03,240.02,178.66,134.0,199.98,44.65,15.13,12.91,141.72,6127.76,116.7,46324.83941904039,24583.429551931175,20624.17670086417,5.0,True,True,True,True
1760.0,8859.49,10.0,30.01,4.0,13.8,1.0,15.42,138.79,9.45,14.17,252.2,475.12,557.04,456.11,71.08,17.02,16.62,108.71,3660.33,136.34,29998.113421772083,23192.371271032214,20865.16559111896,5.0,True,True,True,True
1761.0,5870.14,10.0,100.86,6.0,57.48,1.0,18.2,63.16,30.31,17.61,51.26,159.66,368.8,714.89,30.61,36.27,10.8,117.4,2464.53,25.48,85011.29789144614,20949.170936631068,19409.44324777645,5.0,True,True,True,True
1762.0,13683.71,7.0,57.65,3.0,68.1,2.0,7.41,142.55,21.0,23.53,97.07,419.8,287.37,686.23,42.76,14.92,18.93,75.81,5298.03,66.54,65763.16914869155,27777.817266069145,24402.270821684437,15.0,True,True,True,True
1763.0,14624.92,3.0,28.65,5.0,60.2,1.0,16.57,138.68,20.51,22.34,249.59,658.01,337.94,412.97,24.42,47.53,17.47,144.81,8654.39,95.04,82173.43762507108,25977.505714109873,19697.010975868605,8.0,True,True,True,True
1764.0,10107.75,4.0,64.88,1.0,48.97,1.0,23.53,117.49,28.42,6.72,81.03,477.73,112.36,705.65,69.12,52.22,16.98,123.15,7563.17,40.49,40794.83249638769,882391.5422662308,879228.0965331048,21.0,True,True,True,True
1765.0,17113.06,8.0,69.52,3.0,21.98,1.0,17.59,80.72,35.77,15.14,102.72,539.22,510.73,621.42,22.67,52.59,9.62,115.04,3976.84,120.05,21219.902348701176,22089.34515428354,19181.71316805882,5.0,True,True,True,True
1766.0,7551.25,8.0,83.08,3.0,54.99,2.0,20.7,74.56,23.9,5.79,127.55,521.64,555.9,417.32,49.1,37.83,20.84,119.71,8723.38,80.73,112585.91787156709,496488.025899357,491987.1742161503,48.0,True,True,True,True
1767.0,12697.81,12.0,77.6,3.0,49.67,1.0,8.2,109.18,14.52,22.29,100.62,285.58,343.41,215.69,55.36,50.8,16.52,102.35,2822.49,128.62,38114.8418929148,20605.20062992456,18879.98055318336,7.0,True,True,True,True
1768.0,5978.67,10.0,77.37,3.0,31.71,1.0,24.94,50.64,30.67,18.42,218.66,713.72,126.4,275.79,45.64,16.5,12.93,126.36,6102.8,80.38,78270.97340774431,389863.5462037744,387707.4841333806,72.0,True,True,True,True
1769.0,6831.58,12.0,45.3,6.0,37.88,1.0,12.16,51.32,24.14,16.98,113.92,404.09,422.38,742.56,56.87,26.82,17.06,36.34,5186.87,97.54,88360.57877057149,27177.52824093029,23939.73836148438,16.0,True,True,True,True
1770.0,12613.54,6.0,65.96,8.0,16.71,2.0,20.29,76.39,30.83,4.02,147.6,162.73,509.52,278.79,66.53,30.64,16.46,110.01,4181.16,100.07,20430.62484639297,20475.333229297976,17139.017959615143,6.0,True,True,True,True
1771.0,16590.79,9.0,96.01,1.0,38.38,2.0,24.44,75.86,20.71,13.54,116.05,178.34,117.24,148.41,48.61,25.74,20.95,80.59,3392.58,40.54,23855.870552218898,40336.45721267315,39573.51201096929,37.0,True,True,True,True
1772.0,7162.07,7.0,70.15,5.0,64.88,2.0,22.55,35.09,13.44,8.77,134.52,231.74,558.29,309.9,56.37,22.11,17.94,75.12,5559.33,130.77,123047.94399584166,30293.08448155652,27253.75376597663,5.0,True,True,True,True
1773.0,11385.26,3.0,85.7,2.0,34.09,2.0,15.45,127.07,13.9,15.09,268.51,603.61,571.9,250.17,45.15,35.66,5.42,30.94,2109.73,104.73,29922.45473857085,20943.4448372664,20016.283804171857,5.0,True,True,True,True
1774.0,11621.04,9.0,102.74,4.0,67.22,2.0,9.36,147.82,30.36,5.79,168.85,734.43,361.45,397.78,63.39,15.02,4.75,74.14,4324.42,97.4,71033.62844134452,22794.77733314583,19877.989448433847,7.0,True,True,True,True
1775.0,12101.33,5.0,22.2,3.0,22.56,1.0,23.9,132.73,9.61,20.56,72.07,580.33,184.32,718.88,72.85,73.23,8.0,140.38,4088.72,42.45,30925.019024746252,25311.271262104252,22862.162840251563,5.0,True,True,True,True
1776.0,5865.59,4.0,105.21,6.0,25.6,2.0,5.36,63.91,24.42,7.79,249.63,386.04,565.85,575.34,29.28,58.64,15.03,118.23,6878.22,94.28,96742.90534647994,40104.7724785899,35959.79648761197,23.0,True,True,True,True
1777.0,15084.78,9.0,58.41,7.0,29.08,1.0,6.59,94.31,33.63,8.48,52.21,506.25,524.6,375.75,56.33,59.35,15.93,35.75,2382.09,51.21,17852.727304949953,18845.551572053908,16679.03422059591,8.0,True,True,True,True
1778.0,8665.04,6.0,87.93,8.0,25.56,1.0,11.89,44.54,15.23,9.19,69.24,162.15,438.4,573.1,46.88,14.48,10.62,46.02,2348.43,96.66,29879.097452733793,19256.08156756571,17239.931386010547,6.0,True,True,True,True
1779.0,18898.59,3.0,78.22,5.0,74.23,1.0,5.64,139.07,24.49,16.17,116.72,405.21,557.64,621.91,60.06,22.04,24.27,94.53,5977.83,145.3,56475.125789886115,22682.547125498648,17913.270808628462,7.0,True,True,True,True
1780.0,17207.33,3.0,30.32,3.0,17.93,1.0,11.67,75.57,24.14,5.34,70.13,466.55,96.84,708.52,57.87,47.72,22.76,68.06,6882.72,132.3,23502.346439471756,28532.413748050632,23982.543340911452,11.0,True,True,True,True
1781.0,9514.24,11.0,100.71,3.0,57.26,2.0,24.29,80.01,21.41,7.57,107.98,412.75,262.07,194.67,36.15,59.99,11.27,53.98,1527.36,109.96,37824.075479809195,19117.28430132403,18202.989357460898,5.0,True,True,True,True
1782.0,12390.42,5.0,91.67,7.0,45.1,1.0,19.28,28.48,35.67,17.29,199.68,583.5,579.72,709.86,20.65,20.99,9.94,63.9,4793.01,121.84,52614.11323342682,21964.40183983314,18017.458926026266,8.0,True,True,True,True
1783.0,16697.59,3.0,72.44,8.0,31.52,1.0,20.15,117.24,21.68,10.78,189.04,508.51,463.7,363.64,63.9,62.51,16.54,46.66,2754.14,58.18,19169.934520117306,19434.162899442865,16800.0718680774,6.0,True,True,True,True
1784.0,9677.42,2.0,83.06,6.0,38.38,2.0,22.76,129.8,20.49,10.96,49.01,319.64,138.28,721.34,26.85,52.54,16.93,97.92,2154.77,123.56,36446.95750683177,19430.8973820294,17488.452280088775,6.0,True,True,True,True
1785.0,10581.09,8.0,28.31,1.0,40.83,1.0,13.66,146.54,33.2,6.56,77.71,333.55,99.64,221.02,38.6,74.04,7.52,33.58,8611.36,144.9,32982.44530565734,882219.4272173166,878674.111986637,22.0,True,True,True,True
1786.0,10275.81,4.0,105.72,7.0,30.82,2.0,23.31,83.4,30.02,14.95,125.02,435.37,487.31,414.89,56.18,55.42,8.52,59.1,4546.65,93.81,50514.505577759075,21532.28313494384,18053.58475071186,5.0,True,True,True,True
1787.0,15719.53,11.0,68.49,2.0,57.35,2.0,20.37,39.73,26.04,6.51,269.06,443.91,243.65,297.94,74.0,24.31,15.84,139.36,1674.64,144.3,21667.483305825917,19760.67814857027,18647.88983577595,7.0,True,True,True,True
1788.0,15421.24,5.0,48.84,1.0,57.82,2.0,8.93,99.84,28.01,6.19,69.59,437.72,174.98,686.35,51.87,48.04,14.33,86.0,8069.18,115.24,43387.20537860725,796062.4690874652,792372.5192353815,29.0,True,True,True,True
1789.0,17701.5,9.0,78.22,4.0,41.68,2.0,5.65,125.94,17.27,22.23,190.94,412.0,535.08,565.55,65.35,13.96,18.01,120.03,8083.98,126.82,46750.713569879,25804.01563130906,19868.240726749736,6.0,True,True,True,True
1790.0,9561.28,9.0,87.97,4.0,66.26,1.0,5.01,99.21,25.8,10.72,115.66,232.15,366.96,588.97,57.34,18.42,13.2,93.99,5794.06,142.33,98938.5788146724,30302.263597938283,26744.873949996894,16.0,True,True,True,True
1791.0,6838.39,12.0,98.08,1.0,32.23,1.0,14.17,64.04,34.44,15.93,165.77,246.29,247.02,622.37,67.18,49.74,22.24,47.95,8542.4,139.94,40032.218646534544,830103.3667563396,826939.9130472699,38.0,True,True,True,True
1792.0,7708.58,9.0,18.72,3.0,52.29,2.0,14.28,32.53,11.04,18.72,164.19,703.26,540.6,648.02,48.1,71.59,20.32,94.61,5857.31,89.82,103801.81293303006,70405.05480493605,67459.52578782302,75.0,False,False,True,False
1793.0,16322.78,12.0,45.41,6.0,59.03,1.0,23.63,144.36,27.68,5.42,178.18,747.41,477.01,448.97,63.76,44.49,15.55,114.09,4392.65,121.7,41998.83564415267,21056.46390532176,17411.622564534224,9.0,True,True,True,True
1794.0,15257.45,11.0,43.68,2.0,61.56,1.0,15.38,76.11,17.05,13.77,136.39,492.77,233.26,743.19,33.9,52.42,5.43,60.88,3911.77,59.87,45362.35565238231,28693.473685650773,26599.00153567791,20.0,True,True,True,True
1795.0,7943.05,4.0,97.01,3.0,47.71,2.0,9.99,118.02,31.14,9.31,209.63,157.41,529.32,423.04,59.38,64.59,5.12,60.14,6973.88,85.25,101634.29466510344,230684.05733041343,227468.28186162893,75.0,False,False,True,False
1796.0,12716.28,2.0,82.58,3.0,17.44,2.0,8.6,78.12,32.02,9.53,59.9,225.75,150.03,313.0,39.78,47.86,4.27,84.71,3106.23,91.65,21545.942223176706,21070.030964751644,19324.996889364855,6.0,True,True,True,True
1797.0,16565.11,6.0,94.76,7.0,44.07,1.0,21.27,94.1,35.49,6.69,78.4,283.51,460.59,610.16,56.46,68.83,14.29,60.13,2685.25,56.45,26463.355896611,19687.026040055825,17129.876524121224,5.0,True,True,True,True
1798.0,13308.54,6.0,88.15,4.0,30.49,1.0,11.61,77.43,28.47,14.37,290.66,409.07,537.88,262.51,56.84,49.99,23.34,134.5,5331.5,118.56,39202.06872180704,23145.82518968738,19528.912143154797,5.0,True,True,True,True
1799.0,13375.75,7.0,84.43,4.0,13.93,1.0,16.82,134.81,34.81,4.51,255.11,312.37,252.28,296.04,70.47,49.33,23.34,55.62,7188.57,58.45,27107.444823917096,27093.136464453593,22359.987813754713,5.0,True,True,True,True
1800.0,12809.84,10.0,67.19,4.0,43.53,1.0,21.73,24.74,30.36,19.55,96.42,555.11,342.03,357.78,28.56,36.94,17.22,56.45,5290.66,140.18,47276.4018242781,23228.203567867982,19818.304859549295,8.0,True,True,True,True
1801.0,14490.06,7.0,31.46,1.0,19.15,2.0,5.97,62.2,12.35,24.98,252.03,365.9,123.76,509.03,17.49,56.07,12.2,93.9,5340.53,114.48,17715.76467325379,618542.1997420661,616938.258183605,31.0,True,True,True,True
1802.0,18887.2,10.0,70.3,4.0,47.23,2.0,11.45,49.32,21.97,4.39,223.36,374.12,197.59,381.74,62.05,17.28,5.77,136.76,7128.95,114.95,43559.266231486064,23828.839869890864,18740.876751859807,5.0,True,True,True,True
1803.0,11097.31,9.0,26.82,7.0,29.4,1.0,17.41,72.95,33.86,21.23,141.18,580.56,409.51,659.57,24.29,56.17,22.17,29.86,3413.9,122.92,36070.475902869206,20485.958616692984,17601.78463771502,5.0,True,True,True,True
1804.0,6716.24,12.0,59.67,2.0,55.69,2.0,15.89,131.11,33.44,10.19,166.22,679.62,167.66,429.21,63.12,48.64,15.75,100.79,1695.9,28.48,57673.83561676114,29805.639064225637,29881.06362874792,10.0,True,True,True,True
1805.0,10056.85,12.0,22.3,5.0,59.29,1.0,19.91,68.79,7.95,21.74,222.46,443.39,386.96,468.05,54.93,12.84,10.26,121.33,7606.98,76.04,102335.0547623672,29138.226108148036,24145.283135375554,8.0,True,True,True,True
1806.0,8210.98,8.0,102.28,4.0,30.66,2.0,21.05,49.58,28.4,5.98,101.1,212.75,135.47,212.74,52.31,53.61,16.51,45.91,2675.17,82.27,45259.2146856889,20696.81968015833,19222.597181744444,5.0,True,True,True,True
1807.0,10962.69,5.0,50.92,4.0,18.7,1.0,15.85,35.61,17.86,10.33,135.27,456.97,236.83,619.8,57.1,19.74,12.06,125.7,7093.45,109.79,39858.81866307713,32242.28427178449,27756.055336372185,18.0,True,True,True,True
1808.0,16509.52,7.0,80.01,2.0,66.16,1.0,14.86,139.8,20.47,21.37,172.59,211.28,587.22,667.08,46.73,65.3,7.28,126.93,6595.06,138.75,66531.17231984012,43192.963521948666,39282.603060705645,43.0,True,True,True,True
1809.0,19397.07,4.0,81.78,7.0,51.31,2.0,7.11,52.89,30.06,4.63,140.41,354.08,579.23,262.81,17.16,34.56,24.42,55.59,4631.54,65.54,34043.56732260103,20514.839072567767,16844.133566016528,7.0,True,True,True,True
1810.0,19647.52,6.0,101.43,4.0,73.26,1.0,21.08,123.89,27.43,11.51,287.03,282.14,103.97,474.61,61.3,29.91,22.34,130.55,2196.42,115.22,26906.83811722902,19250.4549044176,17159.77329825007,7.0,True,True,True,True
1811.0,9579.73,9.0,85.96,7.0,40.12,2.0,12.5,74.23,29.01,9.1,169.39,615.18,196.78,322.69,40.02,70.85,6.67,87.99,3015.5,42.85,39533.73548111715,19860.577501800504,17455.62680824801,6.0,True,True,True,True
1812.0,17377.82,8.0,69.86,3.0,71.09,1.0,18.59,132.54,35.07,13.4,253.94,667.35,138.13,134.51,52.68,66.81,11.14,79.59,3377.47,137.2,34747.741865456024,20526.98751193252,18172.093460399246,12.0,True,True,True,True
1813.0,8541.49,5.0,87.93,3.0,30.3,2.0,15.11,129.48,27.38,12.62,252.14,633.58,537.05,312.49,48.69,52.31,4.26,127.28,8876.3,149.78,77509.88083864722,327083.8704439198,322326.61181825824,75.0,False,False,True,False
1814.0,13020.1,5.0,84.52,3.0,49.68,2.0,17.58,98.73,15.94,5.58,109.11,366.03,306.91,524.84,38.02,36.25,7.2,137.96,3641.69,29.98,39749.04785438894,22223.11568200705,19983.35867694905,6.0,True,True,True,True
1815.0,7252.97,8.0,104.29,5.0,69.37,1.0,17.79,71.99,11.0,4.65,142.11,281.24,281.02,328.85,46.41,40.75,21.86,144.73,3858.21,72.38,95064.39495448252,22702.10950680852,20565.805938480466,5.0,True,True,True,True
1816.0,19029.62,2.0,71.55,4.0,43.99,1.0,11.62,114.56,15.47,4.65,229.24,406.36,561.2,207.1,68.74,22.75,22.28,40.49,5682.79,67.16,32901.58391160831,22485.00983230259,18293.73503690834,8.0,True,True,True,True
1817.0,16470.25,3.0,57.59,8.0,49.19,1.0,12.62,94.81,35.15,15.33,180.84,348.75,381.11,284.05,17.14,18.09,8.65,78.22,2919.27,139.19,25950.05071486229,19133.462989198717,16567.00059636176,9.0,True,True,True,True
1818.0,16930.99,4.0,93.42,1.0,33.63,1.0,14.76,117.06,30.61,9.47,75.91,539.55,119.02,196.76,35.67,72.82,13.38,91.78,2241.02,141.92,18077.427377951888,25867.874596168087,25338.451002773338,6.0,True,True,True,True
1819.0,5770.69,12.0,103.56,4.0,33.66,1.0,4.54,39.86,6.29,16.99,187.13,165.33,247.27,454.57,33.25,62.53,23.99,115.62,7309.58,113.98,104745.59512286945,330899.5393496201,327580.9340756449,75.0,False,False,True,False
1820.0,6481.49,10.0,110.69,4.0,69.2,1.0,7.14,116.24,25.39,8.71,190.2,400.58,121.02,128.08,73.34,62.63,21.29,118.97,6726.25,29.95,168760.6481673355,54592.31892535846,51115.068371734145,20.0,True,True,True,True
1821.0,17764.62,8.0,54.11,3.0,30.36,2.0,9.63,80.13,19.05,17.65,224.89,544.8,457.49,531.57,53.75,31.5,9.11,130.0,7455.02,65.86,33475.00262879768,28093.65582032384,23017.70116325965,22.0,True,True,True,True
