scenario_id,arrival_rate_mean,res_Pharmacist_amount,res_Pharmacist_cost,res_Technician_amount,res_Technician_cost,res_Pharmacy_Information_System_amount,res_Pharmacy_Information_System_cost,el_sid-532DCBA6-2EA6-435D-AA1E-8B5115299C25_duration,el_sid-582150C6-EBEA-4A55-8E1D-7F0CA0B8CA54_duration,el_sid-2A37B8CB-663C-4265-839A-282F772E84CD_duration,el_sid-E0879ACC-9536-498C-BA79-DA8902BE9B34_duration,el_sid-4AE2ED27-9C67-481A-9168-772F2443AC40_duration,el_sid-C12EBC64-C7FC-447C-B752-63144C613AE3_duration,el_sid-5C5825C2-B65C-45BE-A3ED-994F57BB36F6_duration,el_sid-6476CFCF-4619-47E1-AAB6-E759EBBCFA19_duration,el_sid-4C7E683B-8A7A-4FC5-9BFE-7E06CB00DD9A_duration,el_sid-B3B7EE72-DC71-4E7F-8294-7D1D0931D128_duration,el_sid-A8BB4918-B634-4771-B746-709A2319BB3A_duration,el_sid-8B110648-DDB2-4073-B0E5-58F8A11C3BC1_duration,el_sid-780ADF48-2A4E-474C-949B-400E8E093FAB_duration,kpi_total_cost,kpi_std_total_cost,kpi_cycle_time,kpi_std_cycle_time,kpi_waiting_time,kpi_std_waiting_time
606,2005.83,7,20.55,11,39.47,8,4.93,66.01,11.46,21.56,122.4,354.78,353.76,717.45,40.32,57.98,22.86,61.49,8724.56,125.83,680.0785418707982,37.94596508231977,12204.263371237845,2363.6611718628565,16.81,1.8569824550554692
607,1736.47,11,111.41,10,12.72,11,11.23,90.15,7.5,20.29,275.2,269.54,494.08,582.3,24.68,25.88,14.37,77.01,6038.77,84.48,485.79507364891305,115.87452256609295,10670.18339928837,2384.1915733427686,19.82,2.006957594937867
608,1463.67,4,40.43,12,38.48,12,21.61,30.51,37.09,16.84,112.92,209.05,187.41,331.48,61.58,67.2,23.48,142.55,7070.36,148.77,775.248044551487,53.46661447931244,9723.674884874601,1821.6859882456417,22.07,1.8216154446761883
609,1864.13,12,73.51,3,41.4,10,4.08,77.47,13.68,22.85,121.32,370.32,566.91,605.67,37.91,66.37,12.25,89.48,7500.29,141.27,604.0872036564651,69.56136792715714,13102.158062791143,2554.858285825307,15.24,2.229825377046645
610,1122.9,15,19.66,7,15.73,12,18.05,34.8,27.27,5.06,80.95,580.01,454.47,342.27,38.98,36.16,21.74,47.81,3502.77,29.27,1060.8842436701875,51.18570805622723,8195.119171907874,2057.9135015500115,30.58,2.8504119851082024
611,1884.97,7,48.34,13,15.13,12,18.3,33.72,20.78,10.91,270.09,263.64,270.36,523.4,73.33,21.42,23.92,109.14,6476.62,129.28,609.0255987141858,49.111218303318296,10457.14646024459,2482.023441918979,17.98,2.0839938346910487
612,722.56,8,78.89,5,26.11,7,9.56,75.82,27.11,5.08,63.93,174.45,475.23,631.2,33.82,17.79,12.42,40.96,5691.84,135.02,702.5358294633821,60.58018676243469,10648.625872699753,1963.5380489607178,31.29,3.242068799549155
613,2126.61,13,89.48,12,41.56,12,24.16,140.58,33.81,4.79,155.01,205.45,406.24,406.45,60.33,59.27,18.41,130.0,6571.88,43.51,756.0543372961889,122.19203968583592,10695.370062718184,2441.902633999615,16.16,1.542135473355638
614,558.15,2,69.01,2,67.27,7,9.2,101.3,32.03,11.26,286.32,181.56,517.6,715.9,51.9,62.17,5.08,139.91,7105.69,67.14,319.210750183587,42.01017995488522,6726.810020672005,2297.904016129829,13.49,2.9145923359620096
615,2460.36,6,56.43,5,32.01,12,20.69,58.16,15.77,7.25,243.54,319.97,348.96,275.1,42.2,65.14,8.1,53.64,7735.34,84.57,397.10208356615624,42.74718390986419,11210.854894320346,2281.0618057783176,14.02,1.620450118287689
616,1220.99,15,61.51,13,31.28,2,5.87,135.12,29.06,15.81,63.75,344.95,312.98,450.1,62.53,21.54,17.93,120.47,7323.33,47.93,1134.118791792159,102.61862528718723,11395.539268509121,1820.6488762007123,28.07,2.2797084697545666
617,429.99,2,54.37,4,64.22,7,6.07,122.89,24.22,10.01,141.84,198.34,224.12,694.59,14.07,65.91,15.92,121.18,8715.2,79.53,899.0570575465423,73.15076200011268,7387.388709854771,1688.116506528679,19.74,2.7656624683588724
618,1509.76,12,42.13,10,47.89,8,14.09,36.01,15.85,23.26,237.43,577.12,145.95,562.26,74.84,59.45,5.97,88.62,6269.13,35.92,571.0525949313867,81.398321348488,10460.332807991892,2095.3092256726045,22.62,2.2908690071850044
619,692.65,9,108.89,8,34.09,13,7.36,83.4,20.54,22.34,134.49,454.59,564.88,393.04,46.23,58.77,23.27,75.06,2021.92,89.53,708.5356653535835,80.23787548708556,5682.992839240819,1576.9604010351006,44.69,3.04410342409151
620,2306.36,15,66.1,7,16.54,2,9.92,72.21,25.45,19.27,189.48,506.4,590.58,702.95,64.86,49.61,6.38,37.03,5475.2,67.41,433.26233666880677,60.680930433220006,9915.313249738905,2534.244336482174,14.91,1.6459009383890328
621,1476.94,10,108.45,8,35.74,1,11.17,134.44,23.86,17.52,96.57,239.93,517.18,197.64,25.27,70.21,19.81,46.38,6815.66,132.9,1249.2229308442147,131.9685433309206,10361.45192450461,2263.268348277745,23.15,2.1666666666666665
622,781.44,5,40.58,1,73.51,7,4.05,114.26,9.95,6.52,111.24,430.66,461.22,603.86,66.24,70.01,17.69,83.43,6797.08,133.58,416.245513613986,35.73440436126308,10740.418197136956,4689.691814183298,10.83,2.730504818830497
623,492.05,11,110.77,14,65.03,12,24.08,46.58,16.46,15.74,227.33,609.34,205.36,641.9,72.44,13.99,17.47,28.5,1654.13,148.23,871.8241142172502,147.5546494567502,5576.055333132332,1438.5015010423601,62.63,5.004351641675009
624,459.95,12,24.02,2,60.45,2,22.89,72.9,37.36,20.89,71.96,377.25,144.76,598.68,19.96,52.22,4.31,46.82,4847.23,123.11,1299.1086099951601,54.42786959383474,12456.814820183372,3033.548177192572,24.7,3.4626433529745726
625,1252.71,8,30.29,9,67.7,4,12.01,63.96,22.04,18.67,236.44,186.09,414.28,692.5,72.48,74.15,7.23,119.49,2538.51,71.82,609.7215777835339,63.90303173472069,7496.539088942232,2231.3309559710474,25.49,2.354857434188647
626,1343.72,4,34.79,14,64.92,4,15.16,104.43,19.67,9.18,288.69,225.43,488.61,199.27,29.86,65.95,22.56,111.07,3549.23,31.41,353.6552577479405,35.925265772310325,5319.931509269449,1597.1015936960962,22.03,1.5205992970609392
627,714.23,1,70.68,8,50.11,10,14.55,96.02,6.53,21.1,72.85,593.78,511.54,195.77,68.07,58.88,10.03,93.5,3384.07,35.74,700.0196492308918,50.531840130184236,3943.9444886130486,696.8845152800626,39.58,2.4378331163207836
628,2426.18,15,31.21,9,33.83,1,22.25,55.02,29.32,4.63,298.3,686.67,553.2,188.65,53.86,52.47,14.32,125.74,5144.1,37.87,501.304784106536,48.000238705668764,9237.532093395723,2845.296257067421,14.13,1.535143858622594
629,2231.65,12,79.75,2,64.4,5,22.22,48.43,37.32,18.96,173.88,470.05,538.57,475.04,12.76,41.9,7.58,125.67,7863.83,64.15,471.81694180838514,77.82504590215869,13460.170588325931,3210.0273998635066,11.24,2.1373069054491936
630,1571.98,5,28.07,1,59.23,1,15.78,94.76,18.07,13.54,251.45,222.53,224.05,577.23,42.56,50.47,13.23,65.6,2783.29,136.01,449.8920112130074,30.22828282356926,8976.67754047142,3571.38695157145,12.09,1.9903555339474281
631,2223.44,9,50.15,2,62.95,10,21.37,54.93,15.6,17.3,70.72,606.25,166.28,390.83,40.67,29.01,11.54,40.67,2422.08,82.76,506.0834837698471,37.05788190484533,7354.305922830233,2704.3514546839147,15.52,1.6846304633301032
632,562.64,7,61.53,9,41.09,13,18.78,109.64,28.95,6.88,281.95,675.22,435.28,664.9,49.39,70.89,17.07,98.56,8262.7,54.47,620.6532139043345,53.74413087802856,10212.15506363989,1249.720446487095,35.43,2.6751946969644407
633,569.66,6,29.02,12,36.06,8,7.94,125.29,22.88,19.61,77.2,744.32,459.58,426.6,33.45,45.97,16.18,90.31,2735.37,78.97,1186.7958388304996,82.28011112026685,4754.025582767347,921.1198789503001,50.74,3.6002805726804405
634,2327.64,14,35.83,9,59.55,4,16.67,127.98,33.89,12.47,188.1,565.97,533.45,458.82,54.22,17.45,20.3,132.21,4186.68,111.79,638.4384521636034,66.61153517102949,8552.295274448468,2564.473994614576,14.83,1.5638272140986533
635,2236.79,5,90.89,7,46.23,13,22.47,111.88,26.0,15.4,249.73,629.34,165.71,453.14,39.49,35.46,7.24,143.99,1535.41,60.98,607.876944759411,71.9308826504105,5909.883519401732,2757.597287325729,14.49,1.3595528082365314
636,1172.66,10,27.03,2,49.84,10,17.85,48.28,35.41,14.86,266.36,140.28,160.28,189.5,47.96,70.53,12.66,134.52,4696.07,90.56,995.5567363638381,45.95474338973005,11288.526343652482,2940.7007323465286,19.47,2.779633723418184
637,1206.25,3,112.27,3,12.33,3,9.61,143.0,6.82,18.49,254.23,711.13,428.36,377.88,51.19,16.48,11.25,135.09,6804.68,105.55,292.27296962802575,42.57971830356565,8986.71173442077,2010.81205126968,15.66,1.6466678935095418
638,1031.3,7,92.62,11,47.38,9,12.38,33.94,22.03,4.42,172.01,329.53,117.73,533.83,21.0,21.31,18.25,113.95,3357.48,121.6,1034.953273558811,106.1224745857715,7405.123181671886,1753.6438759095106,31.62,2.5575398532593976
639,2291.46,6,39.65,13,59.42,8,9.49,91.99,21.81,9.46,78.16,560.08,558.36,207.78,13.05,66.61,5.46,138.2,3098.8,145.22,465.885126331764,53.076391505143356,7754.088076385733,2631.966723806465,15.42,1.6768175725812189
640,1589.21,6,105.95,9,20.91,11,17.84,70.13,34.87,7.57,100.88,190.44,580.91,536.02,56.43,35.96,12.83,68.41,5835.27,24.46,798.9937363775011,79.2611075029502,9201.531897190824,2144.4598092541787,20.4,1.8909673650694174
641,542.62,8,89.56,14,56.65,15,4.88,42.53,29.25,20.3,55.91,459.94,214.17,165.81,73.7,28.25,17.15,136.73,3326.11,144.72,1905.1450280566312,98.38571506311618,6678.258933367503,1105.6691912648234,58.49,3.8468011110374274
642,1549.45,11,23.9,9,25.17,1,23.85,59.37,10.89,7.84,277.45,202.69,549.19,450.07,38.72,49.09,7.78,148.68,6069.77,25.8,901.4786179398798,45.17107467866238,10557.4798677802,2216.818125728423,22.02,1.9590762613996928
643,442.62,13,79.01,2,60.26,7,15.26,57.61,14.13,20.14,74.23,566.48,591.27,196.51,52.65,22.11,10.32,102.28,2807.39,81.61,843.5237725456776,87.76191597460996,10125.539189476493,2228.045097879312,34.93,4.381446188996358
644,1751.56,11,88.84,5,33.94,10,5.54,86.5,12.78,8.54,115.77,393.17,180.38,448.64,15.15,46.84,15.84,76.4,4045.58,66.1,642.6694383470996,94.24045309898389,8506.679790051001,2668.4924279158454,19.49,1.898936438104129
645,1675.15,4,76.59,3,24.54,2,13.61,39.64,14.09,14.54,71.18,587.46,332.48,620.69,52.63,62.67,11.1,113.3,2504.48,108.49,651.4281758095896,48.9124841204417,7310.022098321246,2353.225678409357,19.92,2.028484033643714
646,1282.09,15,22.58,6,13.31,5,12.72,91.65,30.32,16.54,255.12,368.59,349.68,593.8,38.66,73.47,16.82,75.78,3082.25,104.57,669.4196076936086,49.0271018168131,8672.495948324044,2128.039241238558,26.59,2.458113754959935
647,1554.33,14,83.22,1,15.36,7,21.8,97.47,20.34,7.49,201.67,490.98,255.85,541.55,20.65,65.57,5.41,57.98,5978.37,117.02,810.3048546924989,100.75275523652621,13857.009780725182,4449.364946921267,10.45,2.42201602310175
648,1780.25,6,93.52,5,62.7,6,8.55,87.86,13.6,7.67,132.88,648.06,266.42,693.82,73.71,19.15,24.71,115.89,5941.85,117.61,879.03961342357,91.84110176991535,9623.279754665411,2450.966162293048,18.34,1.9080901657961769
649,1851.55,4,44.78,13,74.89,3,8.53,117.65,21.97,9.27,201.86,580.66,484.48,669.35,69.24,32.01,5.11,77.72,7252.24,71.65,470.689322200261,48.82997763922708,9059.621960340348,1987.9597819022401,16.23,1.3842913805491337
650,1394.1,10,91.11,9,53.2,6,16.62,112.77,10.73,11.15,235.6,617.86,153.3,394.23,22.11,29.25,13.34,52.09,7309.08,46.18,857.6710146071385,126.42622228408207,11079.837440342875,1994.4853663159631,24.11,2.21972334248476
651,610.56,4,74.32,14,45.11,15,22.79,112.81,12.98,15.43,171.27,252.77,182.66,591.07,59.78,69.52,12.75,146.33,6423.06,124.39,841.131441454234,78.08009505473109,7557.36691207936,1043.0205007751497,46.66,3.435465651469134
652,1821.55,4,59.81,1,35.16,7,12.68,42.46,15.82,15.76,249.41,395.81,159.61,526.74,73.07,13.68,17.11,127.37,4456.37,135.04,567.2301668355587,53.55586455584978,10277.705141088803,4439.435044149031,9.28,2.0747641949499864
653,1197.15,11,27.42,10,20.33,4,21.49,68.94,37.46,17.38,160.45,626.43,160.71,610.65,18.54,63.99,18.38,100.7,2382.16,92.68,620.4907514114685,56.173434037026624,8083.272007961274,2201.6221603313243,28.46,2.3801366568015596
654,1068.3,15,83.81,15,53.82,2,15.5,59.94,34.13,18.29,132.84,246.09,239.88,571.13,53.7,17.95,4.98,138.15,6027.52,88.0,1028.4011039430807,152.49563931198463,10552.979193917294,1776.7766331778114,32.01,2.496441912447038
655,1330.2,9,55.45,1,54.81,11,6.24,43.84,11.48,11.79,169.34,614.29,332.56,375.59,53.78,68.6,12.23,142.22,4933.41,125.18,469.164009640136,63.22875481080933,14245.378648871438,4314.598147031981,12.52,2.587772334763176
656,680.04,10,70.9,12,30.21,3,16.37,94.31,14.37,15.07,87.33,349.92,149.95,342.93,51.95,40.57,7.34,84.6,1441.06,139.0,1029.5074970618205,87.77726589860801,6633.971000882513,1768.9074139478075,47.87,3.566553382511333
657,2159.27,12,84.3,11,67.59,4,7.92,122.38,33.52,9.87,182.43,528.56,249.66,679.62,61.71,41.96,12.45,145.84,5930.98,72.69,829.5249099685512,109.11661550209168,10135.926714294212,2334.0931768719347,15.55,1.5978204852330262
658,680.64,11,81.1,1,45.85,9,24.23,149.92,34.32,9.09,293.63,553.17,123.99,606.45,52.09,47.46,18.18,61.52,5713.21,73.5,542.7656653999338,75.9995010876814,10561.228883595415,3836.531254622423,12.52,2.6835827100382357
659,419.52,8,75.5,1,60.99,7,9.17,24.7,25.49,11.62,266.05,743.16,217.82,151.06,15.99,74.51,19.64,40.59,3528.2,119.43,786.0866621581866,60.436860251071046,8449.721588658012,3605.6625127061507,19.62,3.265305839002256
660,1255.19,7,59.92,14,48.4,10,15.33,82.24,29.5,23.44,81.34,364.3,305.71,590.7,63.96,33.09,4.22,111.33,7597.39,93.89,1067.3611325343918,104.1862806218615,10885.522451539946,1807.6847523043252,26.51,2.4474063781476874
661,846.72,7,84.78,9,65.63,10,20.22,139.79,20.02,13.99,276.27,198.22,315.84,399.51,53.74,24.23,5.24,54.58,8297.92,149.28,641.2894721357666,85.6655664879114,9851.895151535055,1291.074458341366,33.1,1.8613560821740862
662,493.56,7,55.05,2,38.13,8,13.69,73.71,25.05,13.68,70.42,551.12,361.04,256.2,69.9,70.15,14.87,128.02,7112.85,91.67,1206.3450608410553,71.83392261101108,10630.63949053627,2986.6144059477865,19.24,3.253964171327464
663,423.47,1,89.18,2,34.81,12,11.7,67.55,31.35,5.0,93.66,352.73,450.25,504.71,23.38,20.77,6.69,88.85,3861.27,43.41,404.0624281887605,36.01445336760971,4085.1674357623165,1340.7569825610733,19.83,3.423197748930498
664,1967.32,6,47.05,11,15.01,2,21.52,127.83,6.73,6.89,116.7,489.41,253.99,578.36,35.18,48.28,12.62,32.71,2055.35,145.63,580.7940171787764,49.621343105516935,7149.751071926503,2400.8793274723857,17.09,1.8207280151221117
665,976.48,1,66.24,4,17.19,2,8.92,128.83,16.85,19.29,107.88,169.01,149.9,510.07,34.94,37.3,6.51,113.96,8963.98,77.22,241.5476361988024,25.74245802732367,9113.353342511238,1418.1475212207338,16.0,1.8146430207975597
666,1984.69,4,69.24,9,50.68,8,9.97,63.99,20.46,18.72,117.44,415.22,458.21,227.53,44.55,43.6,7.85,68.85,1525.51,68.05,605.1957990985433,63.32354903429181,6284.280313456174,2690.682919384426,17.22,1.8887225119833586
667,423.41,11,67.56,13,60.58,11,16.46,103.71,36.24,15.56,55.09,381.93,283.97,612.8,13.87,50.71,15.93,50.01,6166.58,47.77,2080.190263495294,110.3580320168061,9043.875227532264,1200.9056294649884,65.41,4.1708342793568995
668,1350.97,12,91.65,10,14.49,8,14.49,125.06,29.94,16.05,74.5,684.32,481.65,415.72,18.26,47.15,5.29,106.8,2779.17,70.15,674.6888816022863,112.52543212421625,7674.699083275541,2299.6631230688595,25.38,2.1498414317847216
669,538.77,2,106.12,2,21.02,5,14.74,52.44,29.22,13.59,177.93,613.32,551.55,702.85,52.64,62.51,11.26,102.31,5445.24,61.58,715.0874604683863,58.030399623761326,6064.94111091788,2180.7398911740092,15.2,3.0117614564747774
670,841.29,14,38.08,7,73.36,10,23.31,127.1,20.76,6.62,94.5,531.34,167.2,410.09,67.15,34.69,4.69,149.96,3879.72,30.73,874.1921399794254,74.61282043507474,8225.911424215685,1901.1031001645351,39.62,3.529901134621481
671,1306.35,10,107.33,15,70.43,2,23.95,31.04,30.68,15.65,189.05,387.38,318.97,598.66,66.45,61.17,12.63,142.94,4185.12,104.3,1456.5863220922804,160.22313814582023,8985.82770289441,2339.9222028947866,25.96,2.550183198014281
672,1663.89,12,25.81,10,63.77,10,16.68,127.14,37.37,10.5,195.46,179.87,419.53,657.44,33.44,25.37,18.53,41.07,6019.31,70.51,652.4810725722308,59.53176022604661,10450.77306456106,2360.079912743056,20.42,2.021000852163216
673,2465.75,9,92.93,11,20.58,6,5.21,88.93,11.3,4.86,144.75,423.44,363.37,466.82,72.02,68.48,8.06,60.49,4663.3,141.83,400.70011754076637,68.39006157652007,8730.262779593246,2800.0447562956733,13.77,1.4829332112711313
674,1114.53,11,80.49,12,22.4,4,10.45,101.68,27.82,6.21,74.68,231.19,315.63,154.02,28.96,13.63,11.7,117.05,5868.18,91.48,1226.814293045974,93.04537201897644,10065.48363931335,1998.1656939135019,31.15,2.5598887286423806
675,779.74,10,58.49,15,41.82,12,20.82,125.12,37.32,6.93,259.11,129.89,96.71,697.65,21.2,26.32,13.11,35.43,2897.98,54.33,1084.283688704112,97.35118833972764,6256.980049851631,1512.7933903753828,38.95,2.996209726850363
676,955.47,1,22.64,8,51.36,11,19.7,139.8,32.97,18.77,109.97,228.31,499.22,527.29,17.82,41.17,8.26,128.1,2711.66,63.57,324.94753871616393,26.45938962219746,3562.1473544938067,667.6287932049795,28.87,1.5152757524822358
677,455.3,13,81.78,11,58.54,9,19.78,134.46,21.69,20.23,105.33,182.6,190.88,342.2,25.81,50.95,14.57,40.88,8307.06,78.09,995.4741170644426,79.50798904500961,11245.104079615201,1302.9233177981346,49.4,4.311131937885755
678,1422.0,1,21.01,10,53.16,4,22.89,31.74,29.52,7.52,125.76,418.37,368.82,502.04,64.3,24.42,7.02,63.84,2126.46,43.41,378.8830214830063,33.36085582289211,3410.36775152109,1316.5353667931236,20.2,1.2143918126978108
679,1129.01,6,22.66,3,18.48,6,20.05,146.87,6.45,15.24,235.54,508.85,546.25,359.26,63.47,21.04,11.11,122.59,4918.09,45.08,705.0794706911703,46.709372335488666,8284.097228466504,1754.5508135578846,20.4,2.3741027013091993
680,461.76,4,68.33,2,51.42,13,10.4,52.89,8.67,6.71,257.94,661.85,117.44,355.09,72.36,65.78,15.96,80.85,3464.98,37.76,1150.8595214664178,64.47976483834654,5765.4480432306045,1889.978686307943,22.96,2.8601052463505643
681,1404.73,4,93.0,5,70.49,8,8.96,109.32,14.42,24.97,293.86,240.3,373.64,233.05,16.76,58.97,21.6,138.22,7463.46,25.24,731.8039194376458,59.333268548139024,9409.565573369333,1785.4588741866485,20.81,1.5743845999903798
682,1275.52,15,21.16,10,70.32,10,8.19,124.91,19.17,8.2,172.69,425.66,129.76,372.11,26.01,36.56,11.37,92.09,7965.39,79.08,742.0253298943765,67.27013754853634,11605.416126587597,1869.3832785265968,26.77,2.407291113482228
683,2178.09,5,89.59,15,53.31,10,20.47,119.63,17.27,16.53,49.41,654.09,243.21,528.05,20.6,33.78,9.67,149.9,6586.86,83.11,458.78468081720115,79.06542827798351,10361.145085532218,2599.453435977129,15.57,1.7306214216432503
684,1687.94,2,59.9,9,65.6,9,9.82,70.55,10.81,5.52,134.85,646.81,318.39,639.86,55.35,26.6,12.62,123.6,8418.41,35.67,321.2144826599008,45.100504541592734,9502.824662464394,1626.4518478024977,17.47,1.403135018017824
685,1612.13,9,83.52,10,32.47,2,10.62,37.75,22.56,4.56,239.35,391.11,292.24,274.96,32.63,62.52,4.32,47.66,4364.82,48.18,658.5372453103175,89.58284419759897,9140.403757382132,2664.7662969572784,21.54,2.129257470043812
686,1437.47,15,65.34,8,13.98,3,4.5,47.8,17.11,22.15,259.25,743.24,577.57,741.22,14.51,69.21,6.92,65.97,2794.23,38.36,938.181831211325,87.03777720220678,8596.050696246384,2204.2988534028286,24.07,2.297363442705309
687,658.17,9,48.73,13,45.87,2,20.95,101.13,19.67,16.51,165.92,269.56,204.42,379.74,31.23,52.22,7.12,95.81,4022.28,112.51,837.832493988857,73.50653958318759,6714.753256391671,1243.8879787096128,46.61,3.097392190833829
688,398.48,2,56.07,8,41.19,10,7.6,117.57,16.09,14.16,157.77,304.16,234.88,120.74,36.34,50.65,5.14,112.89,2780.99,135.79,653.5460177125394,44.25327381202812,3423.8612273786152,517.8880306462617,69.16,4.377905961308512
689,725.22,8,38.9,12,14.82,14,21.1,55.24,24.6,9.26,221.45,662.56,539.49,435.39,25.29,22.79,14.99,129.86,8668.54,61.78,721.6502362502829,49.5555544662022,10323.365046591114,1216.719032814374,40.97,2.463695999874574
690,2347.95,3,44.82,15,28.84,2,4.0,74.06,26.41,14.72,199.13,708.61,527.11,538.1,23.46,54.46,9.54,123.47,4039.24,66.93,380.62665690946346,42.07500670979678,6874.482352999997,2605.354638896367,13.36,1.2514234319608237
691,2094.76,7,23.17,7,63.92,4,7.87,135.07,31.09,11.72,202.27,157.12,186.87,710.72,64.86,74.38,11.48,66.55,3775.47,49.62,668.5883386639817,46.198300819338534,8238.814204746694,2632.8279826645467,15.94,1.7968547155201136
692,461.63,12,35.31,3,40.36,2,6.11,83.25,15.26,12.68,164.15,746.35,418.78,646.74,56.6,65.0,15.17,78.3,5453.7,96.23,1446.116538356153,81.21421015462532,10417.691926233152,2411.689496127535,26.16,3.628506663361748
693,2300.06,5,84.95,3,47.17,10,13.63,54.73,11.42,4.4,231.15,537.38,137.1,637.85,71.64,31.37,21.33,142.12,7447.31,73.03,489.3052229775341,52.29160277350871,11378.51332935948,2677.255273677343,13.61,1.8471654506351622
694,1505.34,4,48.69,10,38.68,12,18.87,26.49,16.36,14.91,126.09,193.24,557.45,419.46,48.64,59.03,5.56,61.18,7485.39,76.39,912.2483900838024,83.39857712572919,10328.45832721961,2129.0562620908972,21.63,2.0726940454540332
695,546.15,3,107.6,5,64.24,15,19.2,63.01,24.44,22.26,278.03,564.3,257.41,369.55,39.28,49.83,19.87,124.22,8633.77,145.26,808.5006387358661,60.739055456749576,8508.703461733186,1411.4147986443336,22.51,2.434993207216792
696,1537.12,4,50.55,4,17.6,8,19.24,61.35,27.96,22.46,185.43,392.7,411.52,362.13,62.11,73.09,20.35,133.2,5522.86,79.49,425.88217646749416,36.39673203703147,8117.59170518089,2024.6816525152174,19.98,1.5697905670000771
697,568.13,15,101.04,6,56.14,9,15.06,119.16,28.35,4.66,53.03,748.01,286.61,689.31,30.14,28.83,12.29,97.14,5000.25,125.21,2057.1381232848535,149.86976371859978,10555.143283271014,1821.1336465603094,41.81,3.4893633467520355
698,1760.48,2,50.61,14,45.21,4,5.79,93.84,11.33,14.9,257.56,672.19,577.26,229.74,25.05,31.51,7.34,112.08,4959.17,89.84,298.3990192400304,32.43740226196083,5912.75843719539,1278.8019102105684,16.61,0.9523495665824063
699,1897.26,14,97.08,5,68.32,14,16.79,132.23,12.33,14.25,181.34,372.98,571.25,316.71,71.13,74.16,22.81,53.92,6099.31,90.79,649.1428636610837,131.02870532553172,10404.478594088296,2630.040268790904,18.16,1.8075039991852597
700,929.61,11,105.67,4,40.76,8,5.97,56.83,22.62,18.79,134.67,419.59,141.88,572.4,34.17,43.09,20.61,105.32,3286.51,26.98,813.8022706090904,102.93907705823189,9017.709006042849,1840.1712912043233,35.92,2.7475609017983404
701,2314.53,11,92.83,15,74.8,8,10.3,33.08,35.25,11.51,185.86,507.55,254.14,312.36,42.14,18.56,14.13,30.75,6309.98,114.02,632.8006152329468,111.7904647204856,9943.072848328897,3005.0095302609757,15.07,1.8326720570486332
702,649.05,13,72.93,3,66.09,9,5.27,62.11,30.33,10.74,83.9,176.39,124.76,190.86,54.87,25.97,15.95,106.25,5119.81,40.61,1346.37882698852,82.58497721708414,12753.390461206704,2504.700544405883,31.1,3.6055512754639896
703,1354.1,14,65.27,12,37.99,5,22.88,108.65,27.32,7.57,124.4,313.72,280.26,306.06,18.41,64.77,24.13,112.36,8006.8,119.29,1044.3537756901355,105.02857995718512,11741.428665214677,1913.343377212078,25.6,2.117746086018927
704,1189.84,6,82.6,14,63.72,11,12.75,43.12,23.22,23.81,120.05,455.53,575.28,537.73,30.81,71.26,14.04,138.24,7757.51,57.95,647.3255735130846,100.72865970813338,10673.650928924932,1790.7102024582389,27.51,2.6495473217327166
705,1368.24,13,79.79,2,21.6,7,23.13,41.67,32.57,22.13,281.63,189.79,572.77,405.51,13.34,12.19,6.15,95.39,6473.89,83.28,585.9258708475264,94.44674881102331,13659.293889011074,3162.5072482989485,15.45,2.5
706,436.33,4,66.49,7,36.06,12,22.7,124.41,8.31,20.35,253.14,295.89,189.52,710.54,74.33,33.43,7.89,86.44,7667.06,52.23,691.5664271801922,45.75203947567468,8391.83114273319,1372.1545540405193,31.5,2.9593201512468634
707,1712.09,12,63.64,9,14.27,12,14.63,122.51,16.47,13.08,247.64,272.94,558.1,661.94,32.39,41.34,14.39,67.08,8799.77,149.4,465.92480604959167,83.7396331382369,12301.917363633802,2018.927271256647,19.68,1.7915627172100255
708,1339.71,7,104.24,15,18.97,11,8.25,111.77,12.8,18.95,260.11,616.59,515.95,303.97,32.31,56.95,19.37,80.56,3877.38,40.42,473.4567071739379,81.99496925299192,7189.570703750246,1931.0088133693905,23.51,1.7203182698253685
709,1791.51,13,64.21,10,19.04,3,12.69,37.83,12.6,7.73,253.39,605.6,537.24,711.14,61.27,72.66,7.81,141.06,6989.55,64.46,631.4178421628346,71.05330929845647,10920.269334811228,2313.1598954574697,19.13,1.9573998419878706
710,875.06,10,87.99,2,30.49,6,4.41,142.51,10.38,16.42,130.17,457.2,435.05,401.65,18.32,45.47,7.59,24.07,6143.48,33.91,441.85636930906566,73.79624962858865,11559.408695999515,3639.248728736418,16.96,2.9539222341924583
711,1475.0,14,106.22,5,61.56,5,7.04,78.64,27.9,5.48,68.0,450.12,263.44,598.1,65.62,17.23,16.22,146.35,3672.94,51.18,804.4565792381161,120.93045946698402,8760.1420190298,2175.6669665904733,23.4,2.229281716090851
712,1167.75,10,45.81,2,53.78,2,8.03,44.81,14.56,22.96,280.32,316.23,281.95,613.79,35.46,28.04,15.09,129.13,5592.91,134.94,770.8876869535505,55.09337033508268,13085.61787474127,3001.40633566926,16.83,2.8107118333441816
713,1148.9,10,100.92,8,13.65,14,13.97,130.9,25.79,7.99,126.48,446.82,171.38,456.98,34.11,37.71,20.35,68.82,7203.9,69.74,631.4853607103629,112.10990357623851,10856.110865130973,1779.8277216706704,28.71,2.1662936741883088
