scenario_id,arrival_rate_mean,res_Pharmacist_amount,res_Pharmacist_cost,res_Technician_amount,res_Technician_cost,res_Pharmacy_Information_System_amount,res_Pharmacy_Information_System_cost,el_sid-532DCBA6-2EA6-435D-AA1E-8B5115299C25_duration,el_sid-582150C6-EBEA-4A55-8E1D-7F0CA0B8CA54_duration,el_sid-2A37B8CB-663C-4265-839A-282F772E84CD_duration,el_sid-E0879ACC-9536-498C-BA79-DA8902BE9B34_duration,el_sid-4AE2ED27-9C67-481A-9168-772F2443AC40_duration,el_sid-C12EBC64-C7FC-447C-B752-63144C613AE3_duration,el_sid-5C5825C2-B65C-45BE-A3ED-994F57BB36F6_duration,el_sid-6476CFCF-4619-47E1-AAB6-E759EBBCFA19_duration,el_sid-4C7E683B-8A7A-4FC5-9BFE-7E06CB00DD9A_duration,el_sid-B3B7EE72-DC71-4E7F-8294-7D1D0931D128_duration,el_sid-A8BB4918-B634-4771-B746-709A2319BB3A_duration,el_sid-8B110648-DDB2-4073-B0E5-58F8A11C3BC1_duration,el_sid-780ADF48-2A4E-474C-949B-400E8E093FAB_duration,kpi_total_cost,kpi_cycle_time,kpi_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
3601.0,19051.3,9.0,112.26,3.0,26.87,2.0,14.69,83.55,23.08,4.49,131.9,408.39,458.22,458.93,18.66,41.58,15.35,100.1,7623.22,129.91,29447.953031005465,26845.99470266231,21784.093579888573,6.0,True,True,True,True
3602.0,15139.07,3.0,47.62,3.0,46.51,1.0,18.0,113.29,31.31,18.8,264.62,299.61,398.08,576.98,23.33,48.43,13.52,76.65,2068.63,87.51,25794.888287783146,20184.211480277485,18402.199862341007,7.0,True,True,True,True
3603.0,13817.17,7.0,66.35,3.0,19.99,1.0,9.35,77.7,33.71,10.11,115.62,179.63,333.85,272.5,52.62,41.67,14.29,24.59,6121.22,134.29,28797.361445933577,28040.10037009208,24398.7697237567,17.0,True,True,True,True
3605.0,16365.07,8.0,23.23,6.0,25.15,2.0,9.45,121.99,26.27,20.25,244.24,386.56,544.26,493.76,29.69,27.27,8.3,136.28,7980.49,75.09,35278.24285891297,24289.285622429903,18150.093081843068,8.0,True,True,True,True
3606.0,7012.81,3.0,89.76,7.0,43.94,1.0,12.57,131.24,17.2,6.93,66.08,650.09,422.8,345.67,42.86,63.08,11.19,128.92,6491.1,121.49,107936.54695704817,26404.447146286024,22250.56429166322,8.0,True,True,True,True
3607.0,19102.11,11.0,98.04,8.0,34.08,1.0,4.68,27.12,16.74,5.51,277.69,653.74,365.06,607.67,45.77,56.09,15.17,87.12,4708.76,75.5,29282.59983317855,21155.504634222136,17028.143472170814,7.0,True,True,True,True
3609.0,15712.96,10.0,104.61,2.0,24.79,2.0,15.39,71.03,23.85,22.13,62.67,396.26,179.52,393.7,39.92,37.42,15.95,79.18,5194.96,51.56,28444.16317711788,32651.3762462578,30012.949946749104,13.0,True,True,True,True
3610.0,17688.69,11.0,78.36,7.0,57.76,2.0,24.58,79.68,24.43,17.83,196.12,405.36,104.0,145.22,59.34,24.41,18.98,127.65,5732.36,54.77,43024.52541500934,21259.463893725493,16892.07770453349,10.0,True,True,True,True
3611.0,17721.88,4.0,85.61,2.0,44.74,2.0,13.84,117.63,29.06,19.98,143.98,327.25,410.83,473.63,31.37,22.91,9.15,39.2,6432.24,34.58,43186.15167692121,36164.612568216384,32313.318860032,31.0,True,True,True,True
3612.0,18521.05,5.0,19.36,6.0,27.56,2.0,21.89,149.62,23.67,16.21,226.61,678.7,203.24,504.1,67.23,16.01,4.45,60.26,4375.93,82.79,19316.38217259587,20737.21611845956,17025.072069730075,11.0,True,True,True,True
3613.0,12583.82,5.0,69.23,8.0,30.52,2.0,15.0,45.45,13.07,9.62,178.73,738.48,375.19,557.54,15.86,17.14,18.68,74.13,8258.86,92.3,49711.003571074296,24228.37596833041,18028.356069379297,5.0,True,True,True,True
3614.0,12372.67,5.0,91.97,8.0,20.68,1.0,4.56,31.32,11.32,23.24,81.9,368.19,576.26,330.57,13.19,53.96,13.48,25.86,7991.9,92.11,40196.95129116633,23910.821254914976,18040.45154136568,8.0,True,True,True,True
3615.0,8583.27,9.0,33.75,8.0,36.79,1.0,16.96,145.52,18.02,4.87,122.61,261.93,270.71,550.57,27.33,64.52,4.41,44.68,5790.68,92.06,61736.14377324991,23112.59279232312,18828.90424315422,6.0,True,True,True,True
3616.0,7181.8,4.0,67.71,6.0,38.89,1.0,6.45,115.73,25.93,11.29,222.98,707.19,411.43,449.32,38.83,47.48,14.37,30.95,6935.72,44.96,102498.27051770876,31857.55955067278,27330.092888521875,7.0,True,True,True,True
3617.0,13826.59,8.0,100.16,4.0,24.18,2.0,9.38,107.79,6.52,4.58,91.63,476.25,292.41,357.77,46.86,51.79,23.81,31.87,7904.98,106.09,36551.73405026185,27372.93084452504,22098.1025255244,12.0,True,True,True,True
3619.0,10266.09,3.0,58.69,4.0,25.5,2.0,17.09,78.94,14.43,17.65,262.16,383.5,588.53,276.7,22.75,60.67,15.51,86.6,8595.81,49.12,57472.9711033443,38205.35371630725,32853.818498812514,20.0,True,True,True,True
3620.0,10947.81,10.0,36.76,4.0,66.63,1.0,13.61,75.39,31.1,15.04,49.0,738.38,487.08,679.88,18.0,64.65,13.32,126.55,1957.98,108.33,40904.501872616405,19940.11668028344,18373.44243043377,6.0,True,True,True,True
3621.0,13994.83,6.0,21.48,3.0,17.52,1.0,21.36,72.12,24.8,14.46,170.69,192.58,222.74,186.13,15.98,69.13,13.85,138.55,3863.03,103.99,17829.77168047467,21797.878171981447,19502.301511061167,5.0,True,True,True,True
3622.0,10490.37,7.0,74.81,8.0,59.2,1.0,18.72,29.9,28.77,8.4,249.63,463.6,164.34,681.15,63.6,66.06,10.07,65.82,4886.59,134.52,79170.22023099803,22083.76045901489,18197.991048228017,5.0,True,True,True,True
3623.0,5355.05,8.0,61.93,6.0,50.41,2.0,17.12,138.49,8.44,18.35,247.39,323.82,237.77,701.94,18.11,51.22,21.59,63.19,2167.64,46.16,74868.59356574812,21251.569288425864,19737.55877588858,5.0,True,True,True,True
3624.0,18153.18,3.0,35.22,3.0,27.22,2.0,17.12,106.15,15.3,15.86,233.66,728.17,96.96,286.14,28.76,43.61,20.36,88.49,2057.51,111.46,16386.15527287187,19116.31901537825,17401.216577957934,8.0,True,True,True,True
3625.0,13707.99,4.0,74.36,3.0,63.17,1.0,15.41,26.69,12.7,21.47,166.11,135.68,252.13,730.8,30.93,51.23,23.19,48.04,1727.3,39.02,30288.992285686312,19728.43778762106,18293.66102566017,6.0,True,True,True,True
3626.0,7405.48,3.0,89.93,3.0,62.69,1.0,10.58,31.39,34.58,20.18,70.97,214.51,139.88,725.64,19.87,19.1,4.55,115.16,2353.42,128.81,74443.11786086451,25071.440512849764,24285.45238608804,9.0,True,True,True,True
3627.0,13827.33,10.0,73.72,3.0,21.21,2.0,23.87,122.78,7.27,11.57,123.33,412.14,158.24,445.0,49.53,59.94,15.13,66.8,8761.16,138.36,36878.49483104149,41798.792603674665,36297.54295281177,29.0,True,True,True,True
3628.0,5213.5,5.0,37.86,5.0,58.52,2.0,11.69,90.24,25.22,17.17,231.1,548.4,416.2,680.36,49.3,13.64,19.94,137.82,7112.61,62.64,179756.09805707456,110861.57944494458,107001.93590080022,75.0,False,False,True,False
3629.0,13955.98,4.0,81.66,2.0,59.53,2.0,24.47,110.19,19.52,10.79,286.95,493.04,312.2,676.08,73.85,34.36,18.93,137.08,4828.54,115.74,55891.2629313685,36715.87302785179,34095.8195636559,14.0,True,True,True,True
3630.0,12699.91,4.0,73.87,7.0,28.26,2.0,16.49,59.24,26.13,22.14,82.57,188.66,377.94,717.96,32.74,44.38,22.64,106.61,3538.01,133.18,27611.12795301521,20437.55933890185,17385.739564407766,6.0,True,True,True,True
3632.0,14175.86,2.0,60.56,5.0,63.83,1.0,21.01,72.88,33.27,15.33,173.78,602.94,255.42,602.33,74.36,19.4,19.22,133.37,2055.07,121.58,33879.540751615285,19439.745408876177,17413.81945941115,7.0,True,True,True,True
3633.0,11267.14,8.0,82.5,8.0,13.92,1.0,10.54,65.26,8.54,19.64,194.5,251.24,490.64,438.07,63.98,73.38,24.15,140.25,7545.29,70.37,31947.997260052667,24089.12213951384,18475.94425302529,9.0,True,True,True,True
3634.0,15248.03,12.0,77.84,6.0,26.35,2.0,7.62,82.59,30.6,21.07,71.75,340.28,501.81,602.88,31.66,12.1,13.82,34.65,6443.83,124.16,34594.93585763605,23261.406250616463,18240.17587340393,6.0,True,True,True,True
3635.0,9603.5,6.0,90.71,4.0,60.35,1.0,12.39,69.13,18.7,16.08,98.41,552.98,527.35,174.35,43.53,38.94,9.41,40.8,1481.04,109.08,40275.83253785834,18554.72252431836,17448.75929167244,5.0,True,True,True,True
3636.0,8654.15,2.0,101.58,2.0,57.6,2.0,14.83,24.95,17.49,9.62,191.3,241.03,317.94,279.27,29.28,72.43,13.9,52.2,3723.49,90.93,73468.87341347313,45691.175276926224,44550.106586251626,16.0,True,True,True,True
3637.0,10570.08,3.0,111.02,8.0,22.01,2.0,17.99,68.2,13.88,24.65,60.76,353.26,217.8,231.21,32.07,39.68,21.39,81.98,8699.58,80.92,53258.97219723491,25051.249321932926,18913.72133944749,5.0,True,True,True,True
3638.0,10891.33,12.0,109.63,8.0,57.78,1.0,5.59,148.48,12.71,5.53,159.99,619.37,213.39,312.49,72.76,72.43,15.25,119.64,7482.16,88.26,93134.10584909785,23940.75629259232,18386.89527466207,7.0,True,True,True,True
3639.0,7244.27,5.0,83.6,7.0,29.72,2.0,12.08,77.63,28.13,24.98,55.33,381.61,287.25,538.71,74.31,59.14,7.14,128.89,7551.63,131.08,85902.56344584555,28963.289197630347,23921.394236851367,6.0,True,True,True,True
3640.0,16540.82,12.0,71.28,4.0,45.56,2.0,8.82,138.95,6.38,11.8,204.21,462.86,477.29,663.27,63.33,69.82,23.2,120.32,7439.14,76.45,53317.45570968691,25433.825194663576,19896.941955210747,6.0,True,True,True,True
3641.0,18085.58,7.0,106.93,6.0,68.48,1.0,23.04,110.87,7.0,24.81,89.56,573.68,228.79,631.64,32.11,19.76,14.24,52.9,6505.45,101.94,61582.104503157934,22953.25556862696,17815.79858527482,6.0,True,True,True,True
3642.0,8487.33,3.0,49.83,3.0,51.74,2.0,4.1,118.29,32.16,10.07,256.4,391.05,184.49,682.24,55.31,16.5,20.75,53.81,7651.79,104.13,103425.2438043846,210046.9521769439,205999.51444045507,75.0,False,False,True,False
3643.0,8273.68,3.0,43.7,2.0,66.83,1.0,23.93,41.09,33.31,12.43,150.35,505.85,461.46,431.9,28.74,52.47,12.71,47.72,3101.93,130.07,70094.71107011757,41206.70777091554,40450.40885528991,21.0,True,True,True,True
3645.0,9974.08,3.0,53.63,4.0,60.65,2.0,7.74,146.63,34.72,5.84,132.9,721.63,397.45,122.85,49.63,40.89,14.29,94.58,3911.52,126.11,63819.0013287802,21803.93339612592,19423.851843333043,5.0,True,True,True,True
3646.0,8555.05,8.0,84.4,7.0,22.24,1.0,15.66,40.5,33.46,16.27,193.44,684.54,275.58,200.11,53.95,44.25,16.03,55.49,8036.71,148.97,63378.4939989479,25836.19277261117,20414.073162125693,6.0,True,True,True,True
3648.0,17840.5,7.0,60.42,6.0,65.56,2.0,11.56,103.44,17.4,20.68,159.58,391.45,475.28,512.15,51.54,24.69,20.28,119.2,7688.67,35.07,64788.05165778316,23996.489066593345,18023.38502995357,7.0,True,True,True,True
3649.0,8742.55,4.0,105.64,8.0,54.61,2.0,17.52,138.92,14.44,22.18,270.43,537.55,243.33,209.09,41.59,27.87,19.92,85.49,4629.25,40.38,84548.44440805465,21474.03969607944,18051.242639477423,6.0,True,True,True,True
3650.0,8595.93,12.0,107.38,7.0,22.11,2.0,4.3,53.58,10.25,14.9,92.75,170.81,234.88,693.44,33.96,54.65,4.02,35.11,2520.88,111.9,36708.273835789725,20152.32009206295,18024.081633624846,5.0,True,True,True,True
3651.0,10486.08,12.0,102.34,8.0,30.81,1.0,8.05,59.49,29.69,12.3,117.95,328.99,493.19,198.75,44.69,36.07,21.65,26.25,8294.87,51.89,61247.53209834011,24470.810786856146,18588.51666841929,7.0,True,True,True,True
3652.0,8534.35,6.0,77.05,1.0,32.88,1.0,8.1,99.43,30.11,7.97,275.31,389.82,538.42,209.71,15.51,26.6,11.51,34.77,1535.53,32.16,34777.80744188005,38424.79320124108,38960.976274651926,16.0,True,True,True,True
3653.0,9316.99,9.0,99.81,6.0,57.72,1.0,6.17,69.58,21.84,7.02,249.79,311.64,569.4,121.16,17.71,70.39,19.07,52.87,7267.13,144.52,103725.41761651108,25953.501735361744,21208.57393726169,9.0,True,True,True,True
3654.0,19454.38,12.0,78.02,2.0,60.65,2.0,23.92,106.93,34.39,18.67,93.98,638.47,198.45,575.2,24.56,24.1,6.28,46.66,4907.19,102.34,40334.11112431359,26588.29842810032,23675.37145694821,24.0,True,True,True,True
3655.0,13912.12,9.0,59.21,7.0,44.14,2.0,7.25,36.57,32.11,8.81,187.47,219.29,528.74,434.85,58.71,34.91,23.75,129.21,7966.46,127.64,62682.72204974083,24329.63918979609,18315.185580175537,9.0,True,True,True,True
3656.0,7561.63,11.0,35.02,5.0,33.81,1.0,17.76,81.45,26.43,24.45,196.75,486.07,297.57,454.88,23.11,58.54,23.43,128.84,3168.11,122.62,55810.975208446056,21805.951008963,19823.020222200284,7.0,True,True,True,True
3658.0,5525.78,8.0,51.18,8.0,54.39,2.0,20.52,57.36,16.86,8.16,231.81,739.52,393.92,225.6,72.89,42.86,17.32,107.63,7311.7,134.37,168093.99504783432,31525.43187838265,26960.383685146448,6.0,True,True,True,True
3659.0,15507.68,5.0,106.17,4.0,49.93,1.0,11.41,104.19,17.22,19.22,55.8,510.18,589.31,511.99,74.66,67.55,5.34,30.72,8554.12,131.98,67257.5754831657,29292.97410408788,23342.34234456081,10.0,True,True,True,True
3660.0,14739.27,7.0,58.14,1.0,49.15,1.0,17.27,106.48,14.56,10.68,290.69,443.38,285.89,348.13,42.92,50.5,5.66,120.32,4680.94,65.91,36777.97894027135,392697.7231634621,391668.6748887287,75.0,False,False,True,False
3661.0,18909.26,7.0,77.24,8.0,13.93,1.0,10.56,68.27,35.55,21.73,51.69,321.83,518.08,274.39,50.26,39.61,4.38,71.75,7799.01,127.81,20860.913508848545,23085.09653865824,17071.697657158038,7.0,True,True,True,True
3662.0,15486.08,3.0,50.25,4.0,28.68,1.0,10.27,132.46,23.03,4.36,131.99,575.78,174.42,574.47,14.36,60.95,15.69,149.94,5638.35,70.96,28055.15703854706,23023.773596906587,18969.43972680636,7.0,True,True,True,True
3663.0,17897.6,3.0,66.67,4.0,27.01,1.0,23.79,137.53,10.04,7.67,218.71,596.55,176.39,342.79,50.59,34.52,21.92,62.15,6316.37,142.12,29229.629925314704,23290.423858671493,18804.08353365641,6.0,True,True,True,True
3664.0,19459.61,12.0,31.71,2.0,57.13,1.0,15.02,67.82,31.47,7.82,169.27,662.05,277.51,476.82,66.55,60.17,16.37,28.52,8278.29,81.89,54518.13178809591,41183.18580194547,36058.78204964138,32.0,True,True,True,True
3665.0,12780.78,10.0,105.97,4.0,17.26,1.0,16.08,53.17,8.6,5.31,166.67,694.94,418.85,131.02,72.46,55.64,8.97,127.18,2723.25,66.75,19840.60968708905,19669.50507341656,17805.851714978628,6.0,True,True,True,True
3667.0,9086.36,7.0,77.05,8.0,35.59,2.0,12.95,73.4,25.9,19.98,241.95,170.77,104.95,139.01,19.64,71.55,6.92,106.51,7192.97,125.86,75345.64205207754,23539.57594643324,18623.528325915988,5.0,True,True,True,True
3668.0,6324.11,6.0,101.26,7.0,50.66,1.0,13.3,77.16,36.07,17.08,104.79,343.07,522.5,245.25,37.52,19.02,14.48,46.65,2584.37,119.06,65375.68540670352,19835.39041560973,18063.55014000133,5.0,True,True,True,True
3669.0,16608.15,5.0,51.24,3.0,55.72,1.0,19.34,46.28,9.98,12.83,159.78,372.63,533.61,474.75,69.3,18.74,17.81,149.85,4581.03,26.75,42341.07473544578,22612.285162962165,19547.11747489537,7.0,True,True,True,True
3670.0,7982.67,9.0,46.14,5.0,44.5,2.0,10.0,129.28,20.93,22.05,195.09,147.64,492.22,563.37,53.85,45.95,21.29,57.6,1551.45,39.98,36583.56225180621,19355.523454928985,17980.571306629365,6.0,True,True,True,True
3671.0,15433.49,10.0,59.83,2.0,55.2,1.0,23.14,132.94,24.1,10.71,71.02,358.95,597.9,602.83,21.03,32.93,20.41,52.54,2578.22,83.54,30110.6469397764,21934.460572333548,20360.82096376275,5.0,True,True,True,True
3672.0,19032.37,3.0,78.08,7.0,41.3,2.0,17.65,73.7,26.78,18.26,166.56,398.99,137.77,423.73,47.44,51.44,11.61,73.48,7687.46,28.74,42752.7823973058,23486.689596475728,17493.201185119084,6.0,True,True,True,True
3673.0,9820.13,8.0,107.3,8.0,65.95,1.0,22.72,89.77,11.61,14.3,148.53,655.36,211.94,154.68,40.39,73.4,23.46,132.08,6535.42,149.05,101999.61956622978,23082.39344914632,18463.382861483868,5.0,True,True,True,True
3674.0,5241.92,4.0,57.22,4.0,33.37,1.0,4.27,79.82,11.42,17.68,87.45,500.0,201.47,742.86,28.48,47.57,10.67,96.94,7592.49,108.28,104032.99861318608,510926.623432633,507289.42159773246,32.0,True,True,True,True
3675.0,10492.59,11.0,83.67,8.0,57.53,2.0,7.4,115.62,25.6,12.69,203.32,367.24,478.21,168.97,40.7,29.42,12.48,31.78,7853.22,66.4,95204.77121295148,23919.973815790425,18364.599537765665,6.0,True,True,True,True
3676.0,11579.8,9.0,55.91,7.0,72.62,2.0,6.22,86.34,29.85,5.71,165.11,385.63,375.51,423.66,17.81,19.28,11.78,97.7,3491.23,103.72,61851.07652314689,20252.9563539324,17440.87648401462,6.0,True,True,True,True
3677.0,15802.5,3.0,108.87,4.0,64.66,1.0,22.14,112.33,33.29,5.39,165.27,551.05,361.93,199.75,26.02,50.35,21.4,111.07,7650.28,145.47,72307.05220899852,25203.21657784707,20009.389478267018,5.0,True,True,True,True
3679.0,5292.45,4.0,59.11,6.0,22.65,2.0,21.11,105.6,17.66,19.45,240.73,570.17,513.86,674.64,20.87,48.92,4.95,29.01,8229.55,116.14,99131.50332188832,59675.63693801883,54441.686332064965,34.0,True,True,True,True
3680.0,19710.69,2.0,24.53,6.0,46.45,2.0,10.9,24.07,11.12,21.04,292.33,643.56,108.43,175.8,14.71,49.93,8.52,86.21,1855.97,95.6,17270.727229340027,18135.45564483039,16393.978546920025,13.0,True,True,True,True
3681.0,9059.49,3.0,93.96,8.0,58.59,2.0,22.81,121.16,7.62,18.12,276.25,739.65,390.91,519.05,17.36,16.57,20.47,51.49,6062.79,29.4,104800.1003253525,23309.96741693657,18712.26508159959,7.0,True,True,True,True
3682.0,9100.67,2.0,110.88,5.0,65.72,1.0,21.27,67.38,7.37,20.15,161.23,172.79,414.06,617.16,44.14,74.91,13.43,107.94,5533.43,49.71,102889.59576653413,25698.54886334669,22056.8925649878,7.0,True,True,True,True
3683.0,16566.38,3.0,61.72,8.0,42.5,2.0,22.48,134.61,8.81,19.18,269.77,273.61,587.86,495.17,33.71,48.82,6.76,120.25,6348.78,36.58,42375.90019422652,22518.18865785836,17332.2388767891,8.0,True,True,True,True
3684.0,9988.42,6.0,40.75,2.0,12.28,2.0,14.08,109.65,29.04,6.33,142.98,182.15,570.21,220.59,18.56,21.71,6.91,106.26,3754.37,112.38,25279.811250599847,35652.14161506828,34335.75703188778,15.0,True,True,True,True
3685.0,14166.1,8.0,76.51,2.0,27.02,1.0,20.98,124.56,9.97,7.11,95.54,333.44,125.45,483.01,25.57,28.05,13.36,145.81,7818.98,42.34,41627.885167460845,66755.85910100339,62279.455247802936,75.0,False,False,True,False
3686.0,16902.39,11.0,111.18,3.0,45.72,1.0,4.53,28.58,33.4,21.63,73.02,374.27,366.51,712.11,45.35,66.27,11.98,119.96,5022.07,65.1,36976.76604249899,23518.36428369037,20175.52500143249,8.0,True,True,True,True
3687.0,9928.37,12.0,47.78,8.0,24.49,1.0,20.44,34.08,6.79,24.17,201.55,445.41,260.21,568.91,57.6,55.14,4.2,57.09,3350.53,137.69,28570.24197171288,20332.384263565145,17537.630003624,6.0,True,True,True,True
3688.0,11251.56,3.0,29.65,7.0,52.93,2.0,18.07,64.32,36.23,21.88,128.12,198.68,556.33,563.95,54.14,55.7,13.79,144.37,3916.52,34.31,53190.27749995137,20864.309183142952,17671.758636627037,6.0,True,True,True,True
3689.0,8551.57,8.0,29.16,2.0,24.18,2.0,17.21,144.22,10.91,18.2,251.98,518.83,382.58,510.22,42.86,20.76,7.8,73.99,4089.8,62.53,34971.21226382041,65983.66699347073,64526.97660567732,75.0,False,False,True,False
3690.0,15929.66,9.0,105.5,8.0,55.19,1.0,6.0,43.87,32.47,18.87,253.7,739.12,453.66,508.53,31.91,52.77,4.9,110.67,3754.0,39.34,39057.56526520413,20629.43475923115,17282.487120549453,8.0,True,True,True,True
3691.0,13631.06,5.0,89.87,5.0,55.28,1.0,6.03,53.37,25.51,9.7,142.21,454.96,255.09,694.06,21.3,15.79,6.76,121.44,3302.96,147.68,43905.28025435736,20628.81022436065,17925.407427114522,6.0,True,True,True,True
3693.0,19209.96,6.0,26.25,2.0,52.74,2.0,16.46,76.61,29.1,12.19,96.4,544.79,586.02,305.16,28.52,50.23,12.57,70.97,3624.79,146.58,25557.974021583817,21657.76799066295,19571.11820972993,11.0,True,True,True,True
3695.0,8465.1,10.0,75.73,8.0,57.05,2.0,22.26,85.05,14.58,17.32,139.94,748.92,523.69,661.12,28.73,23.46,19.83,25.77,4900.38,96.8,98193.43096850783,22312.908308479808,18584.9113930276,5.0,True,True,True,True
3696.0,14799.16,3.0,47.62,7.0,45.05,2.0,7.99,45.29,9.97,5.74,235.42,545.54,243.54,188.55,45.85,60.26,23.82,137.57,3218.73,109.39,27960.30780398505,19569.34157357356,16925.861046216363,6.0,True,True,True,True
3697.0,9230.63,4.0,35.7,5.0,60.33,1.0,24.43,32.08,16.94,7.6,141.61,241.5,290.83,495.63,19.1,12.35,9.85,132.3,6498.04,105.37,101356.49597985973,28438.81997552952,24411.857533535025,16.0,True,True,True,True
3698.0,16494.63,3.0,97.3,7.0,29.73,2.0,10.07,76.22,9.71,18.07,85.93,717.21,133.39,361.82,31.72,23.37,21.07,132.89,1922.62,139.16,18192.690950714223,18257.38116464953,16451.50533433704,8.0,True,True,True,True
3699.0,9396.03,3.0,18.33,2.0,23.01,1.0,4.33,137.86,32.16,19.81,227.78,727.78,242.29,478.03,66.91,37.82,20.94,79.99,4398.77,135.63,32938.04710255521,59106.87534794291,57272.0320927809,31.0,True,True,True,True
3700.0,15442.21,8.0,62.08,8.0,71.05,2.0,6.25,70.6,14.92,9.05,238.09,181.88,309.72,240.98,19.81,56.96,6.18,133.99,7101.5,29.15,74788.17109917106,22817.976366666724,17395.53046276637,11.0,True,True,True,True
3701.0,6118.71,6.0,100.44,8.0,39.32,2.0,19.38,61.3,33.54,16.3,129.06,713.08,100.28,364.57,67.24,32.05,18.58,124.08,5200.16,39.4,93022.34581994232,23091.48331219709,19773.7757261073,5.0,True,True,True,True
3702.0,13573.64,5.0,31.9,3.0,61.69,2.0,5.45,141.39,9.31,5.95,130.14,651.33,416.84,725.85,27.21,19.24,17.28,144.78,5401.84,108.57,61912.504498989845,28241.11867212049,24766.90579610174,20.0,True,True,True,True
3703.0,9103.27,4.0,47.14,7.0,40.52,1.0,5.64,116.78,22.83,10.01,80.25,583.96,461.03,170.84,23.09,28.84,5.08,123.61,5084.95,142.16,56648.02800825792,21888.234505531527,18410.65824432704,6.0,True,True,True,True
3704.0,8867.3,6.0,90.19,1.0,54.87,2.0,15.84,112.26,31.54,23.46,262.47,199.19,297.36,131.76,29.25,25.71,9.2,110.34,2238.38,132.8,51562.53255390375,76887.08605348076,77383.78795925919,75.0,False,False,True,False
3705.0,8935.15,9.0,47.05,4.0,52.99,1.0,15.53,86.66,37.08,16.09,215.99,466.76,460.1,531.74,17.17,14.41,8.5,50.6,6566.96,109.51,98456.022696382,36992.35616150955,33145.03461478291,16.0,True,True,True,True
3707.0,15608.02,5.0,51.77,4.0,70.59,1.0,15.32,102.63,8.0,24.57,174.0,666.97,247.5,134.38,56.45,53.83,20.0,91.2,7013.39,45.81,72864.87683439635,24314.817084665752,19555.787432428984,7.0,True,True,True,True
3708.0,13763.99,10.0,88.39,1.0,62.47,1.0,21.88,112.83,6.87,15.41,141.2,352.19,546.34,372.14,29.55,59.82,15.57,60.81,1553.31,146.06,28946.54592458017,25962.455543408578,25970.16668360016,26.0,True,True,True,True
3709.0,9979.45,7.0,69.29,4.0,33.58,1.0,15.53,147.3,19.89,23.46,268.63,599.88,154.22,542.17,46.72,23.07,4.93,105.17,6332.61,148.09,61240.72937772084,31945.22155511615,27894.57838955731,16.0,True,True,True,True
3710.0,11141.81,10.0,109.27,4.0,48.35,2.0,4.61,115.44,29.65,13.57,116.94,627.4,551.85,240.4,39.58,24.93,15.12,115.14,6457.12,83.35,73954.62368470829,27199.329424086747,23262.09077108366,10.0,True,True,True,True
3711.0,12196.27,12.0,28.28,4.0,33.95,1.0,22.5,137.42,32.96,24.38,292.08,290.55,201.6,743.16,22.6,48.91,6.76,115.98,4816.39,63.82,39518.03491337477,23640.741107682272,20164.527578915386,7.0,True,True,True,True
3713.0,8329.08,4.0,64.07,3.0,58.03,2.0,9.14,126.48,18.62,17.59,262.32,303.73,598.0,169.49,64.14,32.75,13.37,75.77,6416.94,119.62,110684.06585827384,52997.420395007815,49705.05548620317,27.0,True,True,True,True
3714.0,15813.13,4.0,60.81,1.0,49.21,2.0,14.28,106.76,15.96,6.8,61.63,181.03,321.63,641.06,66.19,40.17,17.2,74.17,1727.58,135.09,24381.29846257724,29182.693032875915,29111.84667702182,23.0,True,True,True,True
3715.0,5887.08,5.0,21.35,5.0,63.42,1.0,22.91,135.6,28.52,7.74,212.17,296.59,561.68,244.13,39.17,20.34,13.21,70.72,4220.64,89.91,110350.53098525704,27376.86535480544,25222.759855002616,12.0,True,True,True,True
3716.0,16519.7,4.0,57.8,4.0,33.83,1.0,20.03,131.68,16.59,13.83,216.66,496.66,403.36,350.48,36.06,68.46,10.27,26.88,7003.37,118.72,41317.049324079686,24645.74021320928,19717.20004056143,7.0,True,True,True,True
3717.0,5136.58,5.0,30.35,8.0,74.48,2.0,13.7,121.0,35.65,21.2,214.17,127.37,188.89,619.38,36.78,53.81,12.74,24.4,2574.85,97.07,110595.05320687187,20561.209687635488,18629.47247866646,5.0,True,True,True,True
3718.0,17160.38,11.0,26.0,6.0,16.62,2.0,9.81,26.41,14.22,7.17,87.03,263.76,283.54,330.95,22.62,62.04,21.05,76.14,6338.19,77.14,20062.22794008068,22583.04750224905,17793.181260681904,8.0,True,True,True,True
3719.0,10684.48,4.0,105.51,4.0,47.15,1.0,4.79,50.35,8.68,4.96,134.8,399.59,277.14,694.35,68.58,31.98,22.25,115.09,1542.76,126.78,36916.708931918605,19323.89518879847,17957.64392755275,6.0,True,True,True,True
3720.0,15601.31,10.0,49.06,1.0,41.47,2.0,22.14,135.34,32.9,18.88,179.65,412.4,98.8,334.95,49.83,34.77,10.88,32.64,3171.54,73.01,26428.591761644777,44851.96945981592,44172.03693116374,31.0,True,True,True,True
3721.0,15512.53,12.0,92.2,6.0,33.54,2.0,5.24,97.3,23.61,15.42,268.44,306.73,122.22,201.1,51.86,25.41,15.29,60.52,5897.01,85.42,38033.50929107698,22179.173794982697,17679.13161049262,6.0,True,True,True,True
