scenario_id,arrival_rate_mean,res_AML_Investigator_amount,res_AML_Investigator_cost,res_Applicant_amount,res_Applicant_cost,res_Appraiser_amount,res_Appraiser_cost,res_Clerk_amount,res_Clerk_cost,res_Loan_Officer_amount,res_Loan_Officer_cost,res_Senior_Officer_amount,res_Senior_Officer_cost,el_node_fb6142cf-431e-49a2-8278-0ab153e033d9_duration,el_node_72f9366b-1a12-44b3-9d62-12151a3c986b_duration,el_node_b7b69815-2300-45c0-b795-b10641e4997f_duration,el_node_e96c5ddd-ce95-4d1c-b20e-4236a5ede724_duration,el_node_4aac3e09-f63b-4091-b1dc-382ae5799d24_duration,el_node_ec71f837-04b3-439c-8f5b-6c03f40ba4a9_duration,el_node_3fd5220c-2503-4b5d-a543-78dbeee830c9_duration,el_node_2dee630f-fe8e-4719-8b0b-546b1310b27d_duration,el_node_4eb5f5ad-92ef-41f7-9814-f2df60a90301_duration,el_node_a9e6f8b0-d94c-42cc-ab3f-ed02e0faa62e_duration,el_node_a265a23b-82f9-446b-8167-ad6c1655e313_duration,el_node_74bde187-ed90-4355-a7b0-2229bd9210e2_duration,kpi_total_cost,kpi_cycle_time,kpi_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
7334,4028.5,8,23.69,113,26.7,5,47.32,8,15.17,4,14.83,4,36.52,368.25,3969.81,2759.89,1240.83,641.49,55.38,479.9,2615.38,389.19,476.95,743.98,1895.15,183635.20009452265,51938.98272596299,49364.324618637176,5,True,True,True,True
7335,4382.37,6,8.74,61,16.35,11,32.02,14,9.05,4,37.48,4,31.51,147.27,3623.77,2801.44,866.81,397.54,246.03,558.76,4502.02,1229.73,823.49,1474.94,428.71,130484.3854727773,46499.39950562054,43279.42467753271,7,True,True,True,True
7336,7606.88,3,37.7,24,47.89,3,19.23,20,18.74,7,13.02,2,41.17,75.07,3228.38,3805.42,959.33,307.57,189.39,124.25,2710.05,1439.53,215.28,1744.12,1579.01,84295.93708658774,43342.85063366805,43072.817935187486,13,True,True,True,True
7337,7077.46,3,14.1,115,31.59,11,31.22,9,41.35,5,29.57,1,48.04,66.78,4270.15,6802.52,1094.73,540.35,109.2,561.11,2213.45,692.82,622.03,785.65,573.18,101881.7820313568,29362.43786948336,25775.44893845128,13,True,True,True,True
7338,6773.48,6,45.49,84,17.62,5,11.89,12,42.03,8,35.59,4,33.85,365.43,1626.64,1543.34,1743.6,467.29,150.74,143.11,2570.45,400.92,984.52,2065.02,2036.81,120845.68177252158,27120.365571922503,22100.042000341076,5,True,True,True,True
7339,9412.02,9,25.64,75,11.05,4,37.73,10,18.91,3,29.11,4,48.65,111.47,3102.71,2543.87,1011.91,530.05,239.41,297.42,3055.86,411.35,571.19,1017.23,1014.26,68887.49763046564,26308.053714472742,22306.51961068274,6,True,True,True,True
7340,4887.48,10,36.05,67,37.49,11,37.77,20,33.34,8,15.79,4,30.41,191.62,4260.39,2566.44,485.19,261.2,47.56,359.33,4040.72,775.76,792.08,853.76,554.73,177197.9801900012,28000.99807355969,24617.117714932512,6,True,True,True,True
7341,13441.07,8,41.88,111,8.6,6,29.36,12,9.84,3,26.54,3,33.57,192.52,757.13,8448.17,1880.27,112.52,205.7,390.18,2227.72,1400.7,865.66,670.33,1791.22,36265.54446181426,26171.87827965421,21151.53104460592,8,True,True,True,True
7342,5687.29,7,44.94,87,49.37,5,39.33,13,17.53,3,35.12,1,20.51,279.15,1433.06,7128.22,1098.62,132.49,65.09,528.06,3855.75,532.42,816.29,918.23,1385.53,138715.08228224044,35399.83101784011,31780.623974167152,13,True,True,True,True
7343,10432.92,8,30.29,109,38.17,3,22.46,17,24.74,4,28.9,4,9.98,208.33,2475.87,3569.03,996.35,469.37,206.24,541.45,3669.38,721.42,680.59,1930.46,2200.19,65216.84373901689,29324.87624874868,23734.23758307195,6,True,True,True,True
7345,6775.94,7,20.12,52,48.68,4,45.15,8,35.15,5,33.1,2,22.95,164.13,1747.73,4081.48,1948.5,484.85,174.47,155.16,981.18,1094.86,695.13,1160.82,1458.16,100155.173034347,26595.415086010275,22201.22833832026,5,True,True,True,True
7346,5598.25,2,18.66,103,10.78,11,22.36,19,25.31,10,8.93,1,17.31,336.41,3667.54,3082.28,1957.14,441.27,172.33,263.01,3314.16,1176.53,383.02,2101.9,1171.71,98682.32215124078,381722.11386455945,380514.2000835623,75,False,False,True,False
7347,8918.49,10,14.61,22,10.11,9,10.58,3,11.66,7,39.66,2,29.14,311.95,768.67,6256.72,843.63,231.88,176.58,435.28,1187.35,699.73,984.78,1890.53,1873.76,44543.092665164,27282.85180905706,22136.865005216627,7,True,True,True,True
7348,5291.97,9,18.01,66,38.57,4,40.02,10,49.75,10,26.31,5,25.47,140.94,3897.13,7228.68,1291.07,551.04,123.98,411.18,3716.84,474.07,829.57,2111.9,783.16,179555.4327112174,48739.282385726096,45419.18928715331,5,True,True,True,True
7349,8208.57,10,22.22,36,15.94,10,39.75,10,14.89,5,28.39,2,43.85,226.92,2674.46,8214.91,460.66,645.21,253.89,393.43,1335.95,531.25,628.29,391.23,465.65,54934.32784362288,23505.078808593986,19076.99752235288,9,True,True,True,True
7350,10714.53,7,20.0,118,39.4,10,33.88,10,46.68,2,48.62,3,33.85,252.07,2952.57,4321.2,668.72,604.42,248.33,620.97,3929.38,270.1,352.68,1606.35,1319.8,76938.67145724363,28201.28860600308,22518.65988600303,7,True,True,True,True
7351,8020.73,7,49.03,38,48.83,6,18.52,14,47.71,10,28.12,1,15.98,340.42,3457.35,2794.3,884.35,117.23,87.58,291.53,2085.27,537.53,501.77,1984.83,636.52,89246.03723148168,26812.830134333853,22255.36579348221,6,True,True,True,True
7352,5985.84,3,13.51,32,37.31,12,47.01,5,20.32,2,48.33,2,49.76,355.12,2039.76,4969.35,1316.7,171.9,103.41,561.66,799.41,620.91,804.99,823.76,1876.67,105071.23627190525,30757.485877506835,27025.77984701649,8,True,True,True,True
7353,11859.6,12,14.72,21,15.24,6,9.09,7,10.58,5,38.54,1,8.5,106.13,1863.6,2434.56,1523.75,639.8,145.3,163.13,3828.29,458.46,293.71,2178.51,808.32,35908.727024690554,26044.17793946432,19833.533531608577,5,True,True,True,True
7354,14150.97,8,47.99,110,41.29,5,46.98,10,30.84,4,18.11,4,9.76,110.58,3680.18,2867.92,1481.73,585.44,245.74,135.09,4528.99,276.78,983.71,1253.01,1757.06,78411.92546715793,27719.68282522456,21372.553379690737,6,True,True,True,True
7355,5849.92,7,30.51,98,24.28,9,22.01,14,33.95,7,10.49,1,31.34,191.64,1455.76,8387.97,1661.28,268.6,181.13,129.19,1385.64,1192.29,892.64,1870.92,2154.45,99243.93561585376,53121.37929167312,48620.46502619745,34,True,True,True,True
7356,8258.35,4,33.22,122,28.12,3,39.02,5,16.19,7,26.7,4,30.79,119.91,4328.69,1629.81,810.83,337.24,126.01,621.83,4326.13,412.05,764.12,1434.92,688.29,105311.07972484488,48416.6179106701,49240.31031959639,15,True,True,True,True
7357,7861.98,4,28.99,107,22.29,4,46.66,17,18.11,3,8.68,4,31.7,231.46,4136.28,8601.0,1502.3,432.66,105.4,150.75,3908.75,389.87,727.16,1272.87,2016.8,114088.96561967098,42141.023696952914,40661.098552133386,11,True,True,True,True
7358,6840.33,12,37.51,113,17.95,2,31.2,19,29.37,6,27.71,2,43.8,118.18,3032.79,3161.97,1481.7,261.76,88.55,564.78,1521.39,565.95,873.87,1518.84,1927.13,104494.87183403203,65152.684922455366,62183.609654638014,15,True,True,True,True
7359,11080.29,11,40.13,50,8.15,11,26.01,6,44.11,8,20.5,3,27.46,74.89,3417.3,3786.21,1663.69,193.39,169.73,644.82,2495.75,1041.5,261.92,1402.37,1362.92,74950.62322595622,26833.8622816533,20921.84027183018,7,True,True,True,True
7360,10639.73,6,8.45,20,33.23,9,17.15,3,49.9,10,44.0,2,12.14,253.72,1238.14,5481.12,1332.52,466.45,238.34,491.37,1069.33,1018.38,522.65,872.93,954.83,50882.81560580482,26951.237517604237,23490.437867084103,8,True,True,True,True
7361,10736.1,12,27.48,64,19.6,11,33.53,15,31.28,4,47.34,5,43.85,176.42,2289.54,1471.02,1881.73,249.76,66.7,226.35,2041.87,390.79,606.51,1995.65,818.99,69352.04005230062,25586.961028544145,20742.50183319053,6,True,True,True,True
7362,10040.89,4,31.75,21,37.32,5,36.08,7,46.66,10,16.36,2,32.81,66.21,3773.18,7200.55,464.17,299.34,107.17,485.16,3322.98,820.65,553.87,648.34,2003.76,87200.3150078054,28993.70582409139,24867.527619238248,7,True,True,True,True
7363,8527.23,2,11.2,77,46.22,11,32.81,10,21.83,8,36.29,5,34.08,70.66,2127.38,5624.98,599.85,209.56,286.94,711.75,2886.66,1356.1,465.15,908.89,1495.98,65337.54483433413,43860.08759269599,40875.25961506304,8,True,True,True,True
7364,8856.14,3,35.5,80,29.35,12,34.81,9,46.43,10,29.51,2,48.02,343.68,4146.15,3687.56,1242.56,516.44,261.19,397.19,4299.25,939.42,912.97,1615.41,839.68,127531.37193637496,43693.66074038482,38949.52434979003,5,True,True,True,True
7365,13094.65,12,29.02,107,48.34,10,36.54,18,40.91,5,35.15,1,41.01,122.61,4015.33,7948.42,1264.27,296.86,221.56,485.61,1440.15,1133.61,541.75,1672.42,416.09,70213.74625943766,27321.836746570523,21292.390869022856,9,True,True,True,True
7366,4851.97,12,11.3,55,25.91,9,14.9,14,37.96,9,14.46,2,44.18,314.31,3459.86,5251.43,336.8,466.9,280.19,592.95,3559.51,1261.82,834.99,2072.07,588.41,108103.84511930066,29697.104644934418,24455.171321741916,6,True,True,True,True
7367,9744.44,5,24.87,48,31.46,9,18.28,19,43.5,5,27.17,4,30.63,197.81,1586.5,7985.66,932.9,640.03,102.47,273.94,4480.72,1158.43,811.73,1459.8,1979.48,82336.43036343137,32259.97593600808,26110.06434785809,12,True,True,True,True
7368,8051.95,8,32.4,109,35.54,11,42.14,8,32.86,5,9.7,1,12.16,140.18,2124.64,1939.72,1934.29,214.29,146.39,263.68,3207.31,1513.33,981.98,2182.37,721.53,95168.13562301207,29019.14709121419,23129.119650161974,7,True,True,True,True
7369,7080.11,9,20.2,97,34.05,6,37.25,5,42.67,6,41.98,3,31.22,162.95,4442.91,8342.32,415.24,482.56,267.76,653.35,3723.48,370.82,727.06,2029.09,2201.15,143566.06777654373,34672.77157055774,28280.529830215917,5,True,True,True,True
7370,3738.46,5,14.84,122,15.69,4,46.71,11,11.91,3,38.77,4,47.03,347.58,4250.59,8553.33,597.35,163.95,251.15,338.25,3013.97,401.95,605.54,1909.43,1191.36,207707.25343580253,296360.8394170614,305792.7547105737,32,True,True,True,True
7371,10002.26,2,39.01,63,41.79,11,34.31,5,14.51,3,19.27,4,12.92,279.89,4355.5,7471.14,1171.03,288.2,264.71,146.78,1354.2,1105.42,300.67,1939.31,1841.14,70828.35219016751,30575.18116640119,24117.867537837017,11,True,True,True,True
7372,9415.73,11,41.58,102,8.05,10,35.7,18,23.61,7,9.27,4,27.25,112.24,1597.6,5084.24,1537.98,440.58,71.38,359.95,3125.55,1247.6,701.8,1881.12,1263.98,71035.86481446789,27343.680219454505,21389.205705123848,5,True,True,True,True
7373,10923.38,11,14.29,35,37.45,10,16.01,6,26.77,6,12.54,2,30.13,127.5,1885.52,3742.82,1049.49,507.05,144.56,626.27,2748.72,900.01,166.66,1159.51,556.58,35342.31122507012,24699.494886714576,19742.677348403424,6,True,True,True,True
7374,6071.73,2,23.15,116,34.11,10,9.48,7,41.48,4,39.25,4,44.04,355.56,2112.12,6629.23,1781.3,517.52,198.82,401.21,1499.61,253.41,537.79,1912.92,1209.26,106954.64967914736,33654.06253880906,29766.232677188924,31,True,True,True,True
7375,12472.72,12,13.63,88,26.13,5,45.49,4,47.46,4,10.26,3,41.74,342.99,3007.68,1441.34,1717.52,284.75,243.95,414.8,762.15,541.64,559.87,1621.28,1730.66,58306.494976391376,25958.025484832528,20316.48026513752,5,True,True,True,True
7376,5600.97,8,13.18,73,32.44,6,23.98,4,46.11,7,43.66,1,48.2,117.03,1412.25,8914.02,876.62,597.64,81.76,363.73,3123.15,267.56,243.49,726.7,1490.22,100395.75357127788,34984.45560280081,30856.466019244344,19,True,True,True,True
7377,14184.41,10,49.3,115,45.2,11,48.87,12,16.82,6,28.98,2,39.12,210.37,2954.71,2561.67,1637.18,204.28,97.65,563.85,4069.27,1228.21,764.68,381.72,427.44,68145.32885620874,25600.5269090921,20631.140733337,7,True,True,True,True
7378,4083.72,11,37.18,92,43.03,10,13.17,18,27.61,3,31.73,2,35.82,321.87,766.49,1593.78,1197.14,315.88,184.65,439.15,4072.68,1300.32,200.35,968.05,1352.63,166460.57232311906,30439.96892701709,26078.28877947972,8,True,True,True,True
7379,14092.54,9,34.89,65,18.23,8,25.62,14,8.61,8,22.54,2,42.55,117.61,1832.74,2725.61,461.02,363.62,220.16,658.17,2733.68,784.72,814.33,1233.0,838.69,34228.09002794497,24793.870142915945,19687.83975746364,6,True,True,True,True
7380,12718.01,4,26.55,111,36.51,12,31.34,8,38.32,8,20.81,4,44.48,172.97,1488.06,5709.91,963.71,167.09,139.05,737.4,2199.6,1535.09,349.69,2078.38,1184.72,55030.51256583424,26894.19477286925,21480.28295561155,5,True,True,True,True
7381,13160.77,10,34.21,56,19.13,10,49.26,18,8.36,10,9.41,1,24.84,271.9,1836.59,4744.94,1188.71,537.1,116.1,520.54,1487.53,783.57,521.66,612.39,2256.87,35271.12304184763,27681.94003753481,23538.889659303917,22,True,True,True,True
7382,6479.51,8,35.34,87,9.11,11,25.46,14,46.18,4,43.21,3,34.9,166.71,870.49,3573.09,942.5,388.51,200.48,342.7,4160.92,888.07,174.24,1695.25,2208.2,133222.6431852766,28945.86444511055,24030.7421750454,5,True,True,True,True
7383,6816.66,3,8.45,29,11.99,12,14.89,7,29.97,4,9.58,2,35.16,103.19,2933.17,8104.35,374.61,477.82,241.66,135.87,4099.2,543.79,591.04,432.94,1006.44,48970.01654207323,51848.37125357877,49037.9490356337,15,True,True,True,True
7384,5312.94,12,10.43,49,41.71,4,24.36,16,9.08,9,41.1,4,47.48,86.56,3979.86,2627.81,1474.09,273.13,210.18,655.94,3792.74,770.08,234.08,563.62,1228.35,95025.97689945054,46901.04165510432,45073.748552345205,7,True,True,True,True
7385,12380.34,6,29.82,90,23.31,8,43.06,9,13.3,9,30.3,5,38.03,233.35,2749.39,6599.57,592.69,409.41,214.69,170.28,4118.13,431.49,835.26,1536.45,562.33,60680.043666537415,26715.38454423797,21030.28773803437,6,True,True,True,True
7386,7899.49,7,31.59,20,15.74,2,15.68,8,42.9,3,40.24,1,37.23,180.14,2387.58,6947.25,759.02,276.94,59.08,344.66,1140.93,1371.43,978.51,1883.3,1630.53,89381.23239529243,43969.07100070962,40177.39034217007,13,True,True,True,True
7387,11078.94,9,38.63,107,26.72,2,41.14,12,41.14,5,38.43,3,49.1,247.59,1379.78,1849.85,1786.63,496.3,108.23,482.18,4369.57,456.83,496.9,1459.37,1433.96,87426.14052512946,26953.02419897617,22300.812701673563,6,True,True,True,True
7388,8128.6,6,27.39,114,49.53,9,12.97,8,48.85,6,33.14,1,8.97,88.08,3942.53,2085.28,373.29,338.63,167.32,636.71,4221.25,1124.4,555.52,1156.31,2223.84,89743.42846598384,40811.32185421162,36336.73781087693,31,True,True,True,True
7389,4668.8,9,13.24,66,29.27,10,18.12,6,44.37,3,8.31,5,9.84,69.21,3606.34,4760.31,624.52,208.19,281.05,541.71,742.11,582.39,458.21,1012.57,1141.14,83258.3073834829,27459.787712232363,22703.265947050862,5,True,True,True,True
7390,7015.09,3,12.58,21,35.55,9,44.08,4,23.49,8,23.52,3,35.05,190.86,753.57,8131.53,601.78,149.32,233.37,512.05,2328.67,1352.84,380.0,971.65,424.98,59182.112729082335,31000.492403494933,27663.86067348737,5,True,True,True,True
7391,13977.96,10,49.69,55,35.43,4,37.66,6,37.13,6,13.0,1,25.32,220.5,4483.93,7167.82,1475.41,235.55,239.02,526.55,3072.37,931.34,217.52,497.43,1349.12,75343.49231918924,28533.93502802024,23030.228238111245,7,True,True,True,True
7392,13474.14,7,15.94,99,30.15,9,49.92,5,18.6,6,35.87,1,23.66,343.25,1915.43,7177.45,832.82,574.7,234.28,131.04,993.39,420.18,510.52,2099.29,1309.61,43093.58424649357,25621.60967606506,20358.49321299108,8,True,True,True,True
7393,13917.76,10,34.93,26,25.1,12,10.11,5,26.65,5,16.59,4,25.78,110.29,3781.04,4167.85,723.73,273.38,144.35,207.18,1763.03,1250.77,416.45,2239.24,1198.64,36424.05498869673,27916.89167630144,21376.49788035468,5,True,True,True,True
7394,11750.69,10,8.82,115,13.25,10,19.97,20,26.75,9,11.0,5,31.13,210.31,965.75,4888.75,1550.52,130.4,106.29,440.03,1103.21,1014.81,424.28,919.69,1377.31,28230.045079528896,23870.12462956164,19363.908552271103,7,True,True,True,True
7395,10761.46,5,13.71,63,8.71,7,46.04,10,40.02,9,41.04,1,26.94,67.42,3476.48,3202.65,1578.3,557.71,279.38,167.09,4015.57,1535.55,675.78,590.26,865.47,84302.61923490581,28392.080510791337,23986.641639242807,11,True,True,True,True
7396,13629.78,9,35.09,35,45.73,5,8.82,12,13.34,8,34.8,1,37.06,366.16,1609.02,6957.76,1767.4,338.34,177.68,269.39,3902.78,1346.46,630.94,1970.76,880.04,52758.95738123311,28315.693353825704,22362.476473867253,5,True,True,True,True
7397,7848.62,6,22.19,33,17.94,10,9.77,12,41.24,2,8.18,5,8.74,346.23,2610.98,7636.22,1918.31,365.0,207.2,432.18,4512.19,1409.11,961.6,1947.61,1806.06,90739.8846812827,48763.66036883371,43517.42863172028,6,True,True,True,True
7398,8451.72,12,37.9,59,24.88,6,46.32,8,12.73,10,33.37,5,43.16,234.62,1561.66,5510.58,1347.66,484.52,177.18,604.82,4422.83,1103.84,566.99,1399.8,572.63,93890.3321653711,27589.509778939773,20961.289792328964,6,True,True,True,True
7399,11940.27,3,43.11,44,25.13,6,8.77,20,46.67,4,37.61,5,33.46,300.05,2435.93,5893.88,1805.49,521.68,233.36,366.59,2381.92,1386.15,192.87,1727.81,900.34,73011.83737809664,27362.0740826526,22561.5520061846,7,True,True,True,True
7400,4585.21,2,44.21,120,23.36,10,16.76,12,43.24,8,17.24,5,35.12,125.17,3616.71,2038.75,1870.69,550.63,120.54,163.6,2555.69,1123.17,412.26,1440.61,1688.0,174577.1615560716,291082.82650508947,290344.65737851773,75,False,False,True,False
7401,9833.51,7,46.84,24,38.24,10,38.4,19,17.62,10,48.76,3,10.73,152.74,1557.1,5051.97,972.8,467.96,189.69,539.62,1040.7,1377.9,789.54,1270.73,1006.87,59533.08208181081,24961.24759670228,20628.54309326958,13,True,True,True,True
7402,5162.64,8,23.37,45,25.97,6,11.87,15,19.84,2,38.55,3,27.42,83.41,2536.36,6942.45,607.36,106.97,186.24,740.52,786.13,1118.95,193.11,2087.12,1158.82,89594.11568035286,62861.832968076895,59879.94412961889,8,True,True,True,True
7403,6024.77,11,20.1,111,15.57,9,28.33,14,31.0,8,42.35,2,18.0,154.27,2099.94,1683.25,930.82,254.81,50.45,182.33,1017.17,903.9,350.68,448.92,1187.96,67950.14917588602,23334.010983074448,20176.62736835577,6,True,True,True,True
7404,8193.18,7,10.17,80,13.55,3,18.8,12,28.97,10,13.36,1,49.67,285.33,2599.56,3248.15,1910.14,164.65,54.24,562.24,3204.47,295.55,465.0,1594.06,1659.78,61283.122888745005,33805.73100214421,30572.693291131847,7,True,True,True,True
7405,13641.98,4,40.22,66,41.47,7,48.7,7,23.7,9,21.3,4,26.62,292.23,2292.72,4344.43,1156.53,119.3,277.3,412.05,3864.56,727.91,441.46,2072.79,2144.63,67253.45646668434,28584.89522713652,21640.83341983989,5,True,True,True,True
7406,12220.11,3,49.49,75,31.79,5,20.48,11,20.02,7,30.83,2,36.43,259.25,2720.76,4067.05,1800.81,205.07,266.94,256.64,2420.43,694.17,325.05,1125.2,1138.78,54975.53267631321,25838.12474081465,21676.203979343543,6,True,True,True,True
7407,9126.41,3,21.83,76,40.3,4,27.87,14,36.57,2,18.76,3,23.72,320.76,1171.85,7474.41,1519.71,488.45,177.24,613.49,2425.1,737.13,788.56,1971.66,1607.13,68068.28795003996,37382.74860304839,33348.867085992366,6,True,True,True,True
7408,5229.15,6,13.12,102,8.8,7,18.8,4,37.02,9,16.89,2,41.23,156.64,2069.96,3404.53,502.08,132.42,232.07,430.05,3222.16,1206.53,760.13,1476.13,1158.87,92097.59918679229,33519.63172640256,28645.57954933416,13,True,True,True,True
7409,13892.32,12,14.12,93,16.38,8,47.62,10,21.8,5,11.63,4,33.68,355.18,3859.49,4645.64,1063.51,416.41,138.01,349.83,3730.35,1130.89,363.45,1942.54,1304.79,54526.690405962334,28075.613089936447,21081.396075452067,5,True,True,True,True
7410,9093.64,4,22.68,118,12.36,5,8.76,11,38.3,8,30.0,3,12.1,332.1,1158.17,6056.07,909.09,502.72,96.23,466.3,2828.58,252.77,930.32,565.6,1753.03,45386.8694625755,25560.269233346386,21394.51290768983,9,True,True,True,True
7411,12950.77,6,21.9,45,28.73,4,38.61,11,25.29,6,36.76,4,17.26,143.12,1025.21,8936.07,1130.01,605.48,175.5,498.08,3223.2,491.53,944.36,1558.46,1924.93,48630.00124555894,27409.20336215713,20990.909797323595,7,True,True,True,True
7412,8462.16,10,34.59,115,47.55,6,42.04,14,11.12,4,26.16,2,25.71,318.02,3648.72,1865.61,693.2,561.27,138.95,229.04,3906.65,1175.72,477.17,1009.6,2190.92,99809.5069106838,29564.020672583752,24817.95861554021,9,True,True,True,True
7413,8157.65,10,36.03,83,24.98,7,22.34,10,46.72,8,30.31,4,30.49,275.33,4042.88,7903.37,639.72,588.89,62.92,654.15,795.43,942.39,621.61,843.71,1575.35,81909.81200074703,27937.30288153069,22379.143208973863,6,True,True,True,True
7414,7762.22,10,45.46,123,9.6,7,44.02,15,19.66,5,43.88,3,31.09,295.23,3164.78,4041.53,1316.74,372.29,235.49,159.32,4527.88,541.32,570.23,2047.89,1912.29,147608.1115040371,29182.21691776429,23132.34999875105,5,True,True,True,True
7415,6534.57,12,28.34,31,17.33,3,15.48,11,49.39,10,29.48,1,40.11,371.44,4321.7,6061.17,847.94,570.43,279.68,194.07,779.28,614.51,681.92,555.84,1344.71,84673.15514875422,62387.14109926603,59189.5499829879,15,True,True,True,True
7416,10908.93,10,35.31,105,21.23,6,32.29,19,44.1,10,47.65,4,13.31,206.89,3724.25,4718.34,1752.8,109.69,265.98,682.03,2560.17,576.33,243.79,464.92,397.49,75397.52450180588,24876.88544504253,20296.49938079634,5,True,True,True,True
7417,7696.31,5,31.38,27,16.16,6,21.31,10,14.08,6,49.14,5,11.72,180.94,3998.24,4586.86,1638.08,563.78,111.72,749.72,4139.41,1010.75,493.78,1786.04,1990.6,107844.24717372013,35303.40694650275,30445.328841990613,12,True,True,True,True
7418,12925.87,6,10.72,114,46.48,10,45.4,14,14.84,9,8.85,4,37.35,267.15,2580.13,8045.53,1041.84,254.67,117.22,434.99,1567.76,500.16,623.6,2259.99,845.76,40746.555318835206,26110.19496353716,19952.86346454938,10,True,True,True,True
7419,4345.0,6,28.6,69,31.18,12,18.78,19,45.6,3,22.17,2,16.32,161.58,2785.64,5207.79,1377.63,174.47,192.76,261.11,2500.74,820.46,783.26,675.31,1593.78,145791.45631529085,30718.92213361283,27732.376731281263,7,True,True,True,True
7420,12833.3,8,33.23,43,37.88,5,41.63,17,27.71,10,22.03,4,48.57,161.27,1420.34,2927.43,1614.63,134.02,286.46,450.47,2518.65,1188.68,658.23,1466.06,1453.29,54444.08307551814,25752.77249171032,20568.542046185023,11,True,True,True,True
7421,5026.73,8,28.48,50,43.95,3,31.62,20,42.77,4,21.81,2,47.97,143.8,977.8,8507.52,1045.2,114.73,175.16,240.98,914.85,509.36,550.2,882.72,452.17,92347.35566869612,23741.334942747104,20945.3647325587,10,True,True,True,True
7422,7047.14,7,42.85,82,49.02,10,37.26,16,40.49,6,26.39,3,21.08,206.05,4271.03,7527.78,1398.02,289.6,174.73,475.89,874.96,313.33,774.58,1070.32,653.01,112494.27812966231,26252.61014753776,20722.46596140041,5,True,True,True,True
7423,4310.8,11,19.29,109,27.52,3,25.92,9,23.5,7,34.37,2,28.75,211.13,3474.11,7939.95,508.9,401.48,123.43,482.3,3095.67,937.2,252.93,1531.91,1295.39,143662.65474546465,203527.15157008872,201643.31543818544,75,False,False,True,False
7424,13333.41,8,36.35,110,13.37,4,30.64,10,31.42,7,17.77,5,27.17,319.02,4416.13,1876.17,906.47,185.99,126.93,260.47,4424.68,1286.56,841.22,1276.7,1640.96,70641.64151991226,30507.64284033947,25176.61952680009,5,True,True,True,True
7425,9336.51,10,9.42,113,15.81,4,32.33,10,9.27,10,44.63,2,9.52,269.43,3047.49,3720.6,953.33,555.33,253.43,438.69,3280.89,345.61,887.37,607.43,1948.13,49716.94179115441,27121.266562160017,22699.86687522231,5,True,True,True,True
7426,14133.91,10,37.79,78,34.13,3,20.05,12,35.36,8,37.43,3,36.24,243.83,2929.0,7706.45,925.43,354.28,147.97,183.41,4457.24,1388.96,473.15,1500.35,660.89,65578.24877852545,28801.966407888405,23202.41440087232,6,True,True,True,True
7427,11592.68,11,22.32,40,46.62,8,49.01,12,43.5,10,9.55,4,25.79,374.97,2202.91,2129.84,652.18,171.44,103.64,667.81,3991.49,610.22,360.5,822.26,2145.76,60023.02237179004,25893.989281280577,20023.832812682635,7,True,True,True,True
7428,5724.25,4,42.09,29,37.19,10,28.22,17,12.59,10,20.08,4,27.73,163.08,2066.18,2625.91,771.9,491.68,138.14,644.05,3619.54,1295.53,542.41,1417.28,886.4,114058.7685849676,41314.36722203515,38154.18033536823,11,True,True,True,True
7429,8107.64,8,31.65,101,35.21,7,11.83,5,16.14,8,23.29,5,11.34,225.21,4410.06,6964.78,433.72,614.25,194.1,507.83,4222.43,476.66,503.86,1360.73,1783.25,76386.89489615198,29547.01391541841,23388.707547992453,6,True,True,True,True
7430,4969.21,7,13.87,46,34.76,9,42.19,15,35.36,6,20.86,4,42.5,271.66,1032.32,4596.36,934.24,459.83,84.01,151.12,3415.29,681.11,584.53,971.43,1517.17,105143.36984642249,28013.38650720257,23725.861802338928,5,True,True,True,True
7431,13143.21,7,22.29,44,45.5,12,43.52,11,9.84,6,35.66,3,36.49,347.95,2448.99,6814.81,474.79,198.64,285.25,675.47,3465.96,1136.57,253.85,1950.38,870.69,54473.56642117429,27826.886248732764,21583.033443750763,5,True,True,True,True
7432,7834.43,7,15.38,83,43.18,10,48.41,16,18.93,2,30.71,4,30.37,122.12,1513.91,8441.92,1753.36,345.44,107.77,524.59,4088.37,306.42,205.17,868.61,538.22,72320.74555854288,25953.317394050897,21168.198145162376,7,True,True,True,True
7433,6814.36,5,29.52,123,21.01,4,39.64,8,36.09,4,9.81,2,42.2,136.46,4075.49,3921.85,1912.39,199.88,62.45,448.48,2926.17,1303.26,851.27,579.28,1241.93,135274.101437185,40048.09778689344,36875.225380940414,6,True,True,True,True
7434,12024.08,2,17.8,92,22.04,10,31.84,13,8.74,5,43.19,2,23.05,77.92,3314.15,4797.65,811.45,534.59,102.76,242.53,4254.09,521.59,898.37,732.89,2143.93,52004.569801767335,46894.75788275752,42927.236077718335,16,True,True,True,True
7435,9962.71,7,18.21,124,12.0,10,29.25,19,40.65,5,16.27,1,21.12,102.59,2168.08,2727.27,1371.56,440.84,57.85,439.34,2301.21,1442.64,600.61,952.64,830.87,59983.60532507937,25210.869378944662,20887.325866942083,5,True,True,True,True
7436,12341.13,11,38.05,78,20.09,6,27.35,16,34.0,7,10.06,5,21.48,299.0,3266.56,7824.08,409.93,395.68,260.82,706.65,2263.71,1161.31,548.58,811.45,2035.96,53831.678759703245,27451.56971480475,20636.213201999923,6,True,True,True,True
