scenario_id,arrival_rate_mean,res_AML_Investigator_amount,res_AML_Investigator_cost,res_Applicant_amount,res_Applicant_cost,res_Appraiser_amount,res_Appraiser_cost,res_Clerk_amount,res_Clerk_cost,res_Loan_Officer_amount,res_Loan_Officer_cost,res_Senior_Officer_amount,res_Senior_Officer_cost,el_node_fb6142cf-431e-49a2-8278-0ab153e033d9_duration,el_node_72f9366b-1a12-44b3-9d62-12151a3c986b_duration,el_node_b7b69815-2300-45c0-b795-b10641e4997f_duration,el_node_e96c5ddd-ce95-4d1c-b20e-4236a5ede724_duration,el_node_4aac3e09-f63b-4091-b1dc-382ae5799d24_duration,el_node_ec71f837-04b3-439c-8f5b-6c03f40ba4a9_duration,el_node_3fd5220c-2503-4b5d-a543-78dbeee830c9_duration,el_node_2dee630f-fe8e-4719-8b0b-546b1310b27d_duration,el_node_4eb5f5ad-92ef-41f7-9814-f2df60a90301_duration,el_node_a9e6f8b0-d94c-42cc-ab3f-ed02e0faa62e_duration,el_node_a265a23b-82f9-446b-8167-ad6c1655e313_duration,el_node_74bde187-ed90-4355-a7b0-2229bd9210e2_duration,kpi_total_cost,kpi_std_total_cost,kpi_cycle_time,kpi_std_cycle_time,kpi_waiting_time,kpi_std_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
10316,3368.04,4,37.4,2,24.91,4,22.71,10,49.24,3,45.59,4,29.75,173.47,1720.02,6854.59,1536.13,325.26,220.06,653.07,1241.97,1044.65,277.93,997.98,1462.17,26.183999999999997,0.31312348329289175,83385.74820132609,2526.842865617743,78319.83694515703,2674.2593663866483,20,True,True,True,True
10289,1571.64,4,28.86,2,21.64,5,23.71,20,31.96,5,34.68,5,10.27,269.01,1434.21,7063.97,813.99,256.45,163.71,323.23,4342.17,939.88,236.32,368.27,541.53,36.282666666666664,0.45509494880670637,71290.65171900166,4472.812363369333,70640.47553842598,5464.7667985158805,60,True,True,True,True
10312,3559.36,3,10.26,1,13.2,1,19.24,10,21.59,6,34.15,3,14.69,83.68,4202.55,6914.76,874.76,654.18,60.82,374.38,2420.92,428.08,777.03,781.84,2083.52,13.684299999999999,0.24005998829417197,61802.183108346006,7954.049629824754,54454.96797643209,8035.5595000017875,100,False,False,True,False
10315,3436.27,1,48.41,2,35.68,5,46.18,14,26.2,6,32.27,1,22.3,336.96,1251.74,6676.95,1591.46,419.38,276.7,296.63,4379.83,1007.66,505.63,762.64,2188.03,14.2679,0.29247911088320533,61036.295661512326,6682.908746157583,53971.921250686086,8389.984291210361,100,False,False,True,False
10319,2554.25,5,44.84,2,8.69,3,8.51,20,13.08,7,23.46,1,44.97,91.9,3940.91,6013.54,1516.38,268.46,84.71,412.83,2335.09,1445.8,838.41,1940.98,454.17,24.660769230769233,0.324972898278279,78746.24696433828,3304.766838014743,73168.56329066897,3599.090146789078,26,True,True,True,True
10314,3342.64,1,47.91,2,24.95,2,18.35,18,43.82,3,19.04,4,14.23,283.56,2838.48,6893.56,466.48,439.87,253.56,237.23,3857.72,1079.41,955.06,446.92,1185.76,13.454999999999998,0.2802650260886734,55254.00741017986,6549.320462542022,49086.5187084871,6808.341175233065,100,False,False,True,False
10300,1656.05,5,39.07,2,45.88,4,21.52,4,34.85,10,17.84,5,18.77,319.11,3209.15,3361.58,346.6,413.16,98.57,351.56,2740.08,1486.94,187.38,1973.77,1319.48,31.562,0.5510925787043686,186949.7094028478,19190.440648027685,188836.75852724974,20670.64955142271,100,False,False,True,False
10320,2095.11,4,46.1,2,12.31,4,34.24,19,44.17,2,23.49,5,10.45,361.38,3775.82,3018.83,1794.5,272.13,138.0,197.64,1556.98,970.26,463.12,866.5,1831.04,31.583999999999996,0.44642910676659586,75278.76018420623,2372.884335604789,71063.83294564621,2636.250554977909,20,True,True,True,True
10283,1184.86,1,42.77,1,38.33,2,47.77,6,20.61,7,16.47,1,18.24,195.43,3788.63,8855.14,762.66,361.76,72.86,155.23,3165.0,1115.31,669.74,846.82,639.73,21.7288,0.44333055364815516,122689.78270368479,16485.13894485251,129732.94721069913,20403.656672431058,100,False,False,True,False
10322,3554.47,4,21.39,1,43.81,1,43.96,19,18.77,6,38.67,1,24.68,102.02,3540.71,2964.99,854.81,416.76,208.32,209.35,1037.3,802.83,826.44,1127.51,1794.13,14.5853,0.28624865576853437,58313.20692048562,5489.633788709806,51704.623169292325,5575.983377046916,100,False,False,True,True
10309,1660.58,5,21.0,1,13.67,3,31.06,8,14.94,9,23.82,4,46.36,367.14,3383.33,3234.1,941.46,467.23,127.93,426.06,4535.16,1261.93,203.45,1160.18,1236.04,28.436744186046507,0.445628079660674,98303.09784727957,5744.144818800722,100501.43142233843,6487.653821582531,43,True,True,True,True
10324,2347.24,3,14.02,1,11.2,4,16.54,7,19.4,2,21.44,2,15.69,69.04,2968.44,2934.67,1595.33,654.88,283.36,700.4,1648.07,509.45,844.0,1819.85,1067.39,28.09764705882353,0.32394405449958935,243171.68155191038,13151.23326173137,238952.44371753812,13465.268135150005,34,True,True,True,True
10321,2288.12,2,23.57,1,33.48,4,40.81,17,29.73,6,19.83,5,13.4,228.53,1107.66,5526.73,547.65,141.1,275.52,713.23,3722.4,1117.54,372.26,768.1,477.86,23.619767441860464,0.3230260479177788,63711.841127083644,5534.926007443459,63223.907146152924,5896.273341515032,86,True,True,True,True
10323,1986.09,1,38.98,1,24.69,3,30.77,11,8.7,10,21.74,1,42.5,349.07,1606.55,7572.61,697.94,314.37,132.34,439.77,2663.36,644.68,752.35,1443.95,1943.42,22.6672,0.45904397799924773,59905.14999625446,7425.922154542315,52846.2678461336,7527.032670762985,100,False,False,True,False
10326,2362.67,3,19.86,2,25.49,1,37.03,18,34.55,6,19.32,4,45.14,276.95,3663.72,4823.21,1620.33,567.43,58.27,302.17,1362.61,705.53,944.82,1838.15,1355.77,19.9323,0.3526919707940998,61146.526757703774,6199.087185966431,52682.738311436005,6071.516139230359,100,False,False,True,False
10242,1007.51,1,42.14,2,38.36,4,21.18,20,19.87,8,30.32,3,33.09,278.82,4346.33,3947.73,575.87,598.8,59.85,210.18,4463.86,795.51,718.23,560.55,1696.21,32.2156,0.33967399700657736,61679.982782830375,8695.83115959082,57516.36449308535,10739.46917829532,100,False,False,True,False
10327,1568.71,5,41.83,2,43.32,4,33.17,3,37.12,7,30.57,5,18.61,338.01,3823.49,1666.92,1179.62,620.29,222.08,170.42,1433.51,1444.2,457.69,1051.9,572.01,20.713700000000003,0.5810816368522317,166101.7213068073,45957.114505912185,163729.914838113,47436.03172724886,100,False,False,True,False
10255,948.97,2,43.84,1,23.61,1,47.87,20,11.54,5,14.18,3,22.44,107.08,3703.99,4213.23,1655.33,337.49,272.76,256.14,3273.34,328.58,545.49,1275.83,396.05,30.971799999999998,0.2154927639461041,47703.40186550985,7409.201052080546,42933.478698309955,9467.410286101442,100,False,False,True,False
10318,1638.97,4,20.09,2,30.23,2,22.21,20,14.03,7,49.49,3,38.34,60.81,1996.41,8244.86,1313.51,556.22,126.7,128.54,2031.49,446.07,686.63,784.43,2207.06,34.29575,0.8007793276837069,61848.7338679462,5087.876572868135,57241.46279759236,5121.9418573014555,80,True,True,True,True
10334,2593.56,3,36.84,1,22.45,5,8.32,13,36.92,3,40.02,5,24.36,216.47,2354.51,7681.76,1626.39,229.59,237.44,558.94,3458.38,815.41,248.83,1568.3,551.9,25.29416666666667,0.4332678322847816,75553.46361184007,3180.686970276464,70475.19581075583,3329.624002087655,24,True,True,True,True
10335,3520.12,1,37.16,1,40.28,4,12.9,6,19.49,5,44.05,5,26.54,147.43,2248.04,6577.05,1458.02,388.6,86.3,700.32,2706.01,423.69,722.61,2123.79,2226.26,15.666956521739127,0.3804067780287127,73468.64352115936,6377.561419769383,65432.72280542108,6309.052146476634,92,True,True,True,True
10328,1324.27,4,49.13,1,27.03,4,19.67,6,24.47,3,32.03,5,23.69,336.0,825.07,4541.57,1857.83,334.31,207.93,307.28,1506.4,940.09,626.73,1887.82,1176.12,36.14177777777778,0.5327257903244101,307568.1583338497,19437.037855876017,303978.7030894253,20061.419307537235,45,True,True,True,True
10308,1283.71,3,27.11,2,41.08,2,38.92,6,20.35,5,12.15,3,46.48,371.11,1657.1,4646.79,990.87,419.2,107.42,609.68,2016.81,625.09,262.69,860.94,1425.14,35.45054347826087,0.8584887873984542,104994.1762677801,9406.610679085361,105276.74934764924,10138.713591071451,92,True,True,True,True
10329,1714.86,3,15.95,1,37.26,1,38.36,14,35.56,8,39.21,3,35.99,71.39,1798.78,3970.34,575.08,278.12,195.09,289.08,1082.43,469.28,254.54,499.11,832.27,29.224700000000002,0.6399549463308596,49914.34947150213,5696.335998017238,45595.819455361096,5799.841284157193,100,False,False,True,False
10331,2114.16,3,46.41,1,8.19,1,47.23,17,18.01,5,23.56,2,16.18,156.23,3396.69,5306.88,1680.27,615.67,64.04,322.0,2029.42,741.03,478.33,1821.42,445.16,20.559599999999996,0.31164574553019436,59874.373382941245,7522.528740183664,53744.88601699418,7864.256963546006,100,False,False,True,False
10325,1508.88,3,16.51,1,37.19,1,42.43,13,41.26,5,41.49,1,26.95,186.43,4024.65,1516.2,1061.63,498.92,84.33,326.13,1651.26,412.58,201.39,625.16,1576.75,26.567400000000003,0.4182638962051194,48082.15356497501,6712.797667005487,42670.4050824692,7370.352879805092,100,False,False,True,False
10340,2256.33,3,11.97,2,27.38,4,12.9,15,16.71,8,27.06,5,21.17,105.4,2007.13,8873.69,449.08,653.23,162.06,240.92,2657.03,623.44,930.6,841.02,2032.18,30.644473684210528,0.624394614345686,73398.94029258979,3968.7363004679364,69288.7561399268,4134.879364550721,38,True,True,True,True
10330,1681.18,1,22.85,2,10.71,1,29.85,14,45.46,6,47.16,2,14.84,304.01,1961.12,4893.61,695.37,538.37,77.38,366.05,1968.82,823.73,173.19,999.22,1415.53,22.113100000000003,0.5077255581751252,48304.23300707945,6911.325546328728,43362.151031406225,7122.9575796851595,100,False,False,True,False
10343,2578.77,4,22.03,1,35.66,3,21.38,9,27.62,9,37.66,5,30.61,92.7,3180.95,6497.92,1098.16,341.04,50.39,175.57,4241.73,879.44,354.2,515.0,1529.67,23.592142857142854,0.32618282924647973,75584.65728606866,3423.4214826177495,75320.3503893274,3810.3339443647046,28,True,True,True,True
10290,1037.56,1,11.85,2,22.78,2,47.2,15,27.22,5,21.23,4,28.87,190.87,4536.91,5906.67,686.73,602.14,251.82,166.11,3700.78,1385.77,942.62,1126.8,379.04,28.6406,0.19921472096836873,68701.08573365032,12739.168275819926,73020.76602522755,16048.247732155862,100,False,False,True,False
10345,3189.03,2,30.8,2,10.45,4,21.16,9,9.97,5,31.65,3,15.73,206.4,2952.69,3195.99,1301.15,596.61,209.73,207.44,3593.94,486.52,400.96,1942.68,1824.43,19.022545454545458,0.2693285078075567,71165.51917740612,4469.973939080724,65898.76712472759,4825.2770175652195,55,True,True,True,True
10339,1665.66,2,26.04,2,29.3,3,41.09,16,24.72,8,35.98,1,38.79,187.3,1916.41,2740.33,531.09,618.29,104.26,441.97,1696.66,1341.7,608.44,1141.01,812.99,34.11434782608695,1.0199360593769549,60062.527743041224,3451.6303398052055,60912.270376071174,4075.1040384570674,46,True,True,True,True
10337,1746.29,2,48.56,1,24.29,4,47.24,7,43.16,9,21.39,1,14.87,75.04,2231.81,7931.26,396.08,339.84,89.91,432.22,3735.44,898.97,560.03,904.43,523.56,26.098395061728397,0.3383025893712736,65963.51554630711,5140.667587979511,64240.864324404436,5741.287143639448,81,True,True,True,True
10344,2295.72,3,35.15,2,18.07,4,37.64,12,38.94,4,25.71,2,30.76,173.34,1943.04,8793.21,765.99,292.28,269.17,246.62,3589.22,1163.97,865.82,1340.04,1586.47,26.96596153846154,0.4520379110224145,79326.83341213965,5010.316571856038,75512.95822809829,5417.713934664864,52,True,True,True,True
10342,1777.91,5,42.63,1,49.09,1,14.65,4,21.0,10,47.35,2,37.92,206.22,2554.56,7458.53,1441.22,108.96,214.9,457.46,2547.18,1529.37,326.21,1951.01,2063.22,16.5202,0.3815173851235552,175891.7117687728,32520.77696392421,171512.0378091644,34194.01420646012,100,False,False,True,False
10341,2030.09,2,19.16,1,28.5,1,44.67,6,19.09,3,8.19,4,30.29,334.79,4170.8,7107.6,1734.79,168.92,200.19,609.67,3207.08,955.39,440.65,436.22,1568.63,16.113400000000002,0.2536808621042979,98495.04495774649,12475.32760152632,94903.8814648677,13441.5774078076,100,False,False,True,False
10347,2397.1,3,38.93,1,23.34,4,29.92,13,29.64,10,43.9,1,35.67,140.33,1869.94,4627.76,1533.07,414.57,138.26,661.49,1471.3,1230.26,751.07,1319.77,543.41,35.02913793103448,0.4834571570951468,101958.62250845914,5688.896134786803,104709.44113463818,7863.282923607522,58,True,True,True,True
10305,1027.45,5,8.8,2,41.75,2,10.86,6,20.89,5,14.49,1,40.07,103.79,746.47,3677.17,619.85,364.7,83.81,334.5,1127.25,261.09,333.82,1772.05,1422.95,62.86619999999999,0.9550617728183819,144810.38945471792,26698.605026549652,141816.40715251662,27041.069608467278,100,False,False,True,False
10333,1552.77,2,35.79,1,31.12,3,24.42,6,29.46,3,27.02,1,15.1,155.95,2869.07,3601.18,1849.41,158.28,48.09,133.21,2449.75,1163.1,796.65,2064.66,780.85,23.5443,0.5660518143824438,165905.85759320782,18524.36061123431,168259.6184593319,19744.33634446337,100,False,False,True,False
10332,1499.01,4,25.57,1,10.24,3,22.46,14,10.2,9,18.21,5,45.35,85.38,1536.08,6456.14,1241.01,335.04,70.85,391.16,2210.16,745.96,350.47,2042.31,1506.09,42.94463414634147,0.8705414735044147,76399.27848695626,5622.008946673015,75615.73829832103,6879.140400769105,82,True,True,True,True
10346,2599.54,1,15.36,2,30.66,5,17.35,12,32.35,6,18.37,5,31.26,238.02,2086.77,1822.58,1222.76,339.45,54.43,146.16,4389.94,1011.82,936.24,449.7,1511.42,18.020800000000005,0.2875169911536017,56859.87217394519,5439.891384146309,50416.332022837,6215.722897807314,100,False,False,True,True
10348,2605.99,1,33.69,1,20.54,1,46.4,16,20.19,6,40.93,2,46.86,294.34,3589.78,6857.16,1640.04,555.59,247.03,598.91,1133.22,1377.17,338.37,2155.63,1955.87,15.9212,0.32467320010848877,67270.22856638161,7855.062091264826,61472.625196232366,8657.247277185768,100,False,False,True,False
10353,2103.05,4,47.02,2,27.06,5,36.56,9,43.64,4,30.79,1,10.81,285.18,1996.31,1565.67,664.24,341.08,51.52,205.47,4218.07,919.4,493.12,1370.14,1562.19,30.336410256410254,0.4454476588041999,86239.72794159621,5267.022388385079,81387.61928234459,4960.8382046697225,39,True,True,True,True
10355,2536.18,5,47.97,2,26.37,1,44.33,3,8.3,8,21.1,4,32.04,373.13,2906.98,3823.91,1227.97,255.56,232.56,479.38,2722.31,777.31,498.93,554.69,1680.53,16.5862,0.4243682886885453,143382.55596534957,14143.205314951156,138800.78863279265,15131.536712319896,100,False,False,True,True
10338,1305.85,4,48.83,1,10.95,3,37.79,13,21.8,6,47.53,3,21.59,344.02,3325.46,7836.85,1912.46,215.67,67.21,252.24,2573.98,400.94,745.49,1061.33,1674.01,34.00884615384615,0.43528063449828647,67692.79525354861,4171.251817969479,64451.989923317466,4604.013195835828,52,True,True,True,True
10336,1318.93,4,41.65,2,48.9,4,32.64,11,12.79,9,31.48,1,47.69,304.42,2670.47,3918.12,1594.18,305.02,140.23,697.99,3176.59,866.81,523.69,2270.15,2067.96,37.12531914893617,0.4451274905981612,115464.10027469967,7631.908378537033,114989.44372951688,7752.023449274869,47,True,True,True,True
10358,3569.14,4,36.92,1,48.26,1,21.66,16,44.72,6,31.75,3,36.99,371.26,2810.03,2426.1,766.87,530.58,209.41,594.4,4096.04,261.92,719.04,2027.59,1910.92,14.762916666666667,0.3500253123678995,61463.00981847485,5122.357701600222,53856.125414657734,5273.111993559644,96,True,True,True,True
10354,2725.36,5,20.77,1,34.15,1,26.7,18,32.82,2,11.09,5,18.82,347.44,3079.83,6789.81,790.44,189.29,216.87,213.96,4001.36,1315.33,515.36,1209.26,2053.37,17.278499999999998,0.31026015476751717,66394.3190629534,7976.454889049495,59266.96656782106,8538.365829828092,100,False,False,True,False
10364,3326.19,5,24.37,1,37.83,3,26.56,3,18.72,7,46.92,2,20.91,301.66,1445.43,4063.04,569.19,175.17,103.36,567.46,3589.35,883.31,710.87,1147.5,1609.96,25.134,0.40386813898128976,110827.74935285006,3995.827472071565,108322.97144305846,4398.173327184325,20,True,True,True,True
10361,3320.28,4,38.74,2,24.16,2,47.37,10,9.07,8,13.64,4,32.53,250.99,3143.22,6441.38,645.44,536.31,98.18,337.49,4128.49,1435.96,633.68,2163.89,2184.61,18.400909090909096,0.3890742703890709,80523.75905512042,5194.724383978498,76769.16413724529,5669.131829650028,55,True,True,True,True
10359,3448.62,1,17.12,1,48.45,2,42.49,4,40.74,6,20.31,5,37.26,193.85,4148.79,5315.42,1054.46,510.22,223.27,586.14,2055.25,504.25,933.12,517.72,972.03,14.0837,0.41112964604682284,69593.68109300254,6815.740862516796,65965.50013948273,7380.048670512763,100,False,False,True,True
10365,3442.83,1,32.93,2,29.92,1,21.61,4,8.74,2,12.39,5,21.28,320.4,2788.68,3028.46,538.85,343.12,196.62,570.58,3415.02,710.63,664.09,1867.88,1727.72,12.0572,0.24252909853533788,59794.691204755276,6625.519977125958,53653.28612971408,7398.52029673283,100,False,False,True,False
10357,2269.46,1,48.21,2,23.5,3,34.1,5,12.11,6,29.26,4,41.47,245.6,4543.83,5725.04,824.57,647.22,47.6,469.67,1520.36,519.1,735.48,2051.98,440.32,20.2581,0.524833201016179,73051.12391859505,6563.192188628427,67117.64632059017,6971.704296790689,100,False,False,True,True
10362,2524.26,3,9.85,1,17.93,3,37.44,14,17.37,7,19.92,5,34.1,93.32,3909.24,4188.24,817.64,315.61,187.36,446.58,3852.57,1333.76,646.79,1334.74,2029.63,21.780188679245285,0.3814218871842856,79055.85463663215,5718.224309790599,77617.29164240145,5562.371059105453,53,True,True,True,True
10356,1492.83,4,34.68,2,17.75,5,48.39,3,40.23,7,19.66,1,31.71,108.03,2979.22,7469.15,1245.7,449.15,174.29,435.86,1055.67,780.12,208.98,1547.63,559.19,26.3633,0.8195244432787305,162034.89098775384,35262.458116935966,157729.21262536666,35777.99768016528,100,False,False,True,False
10313,1073.67,5,41.3,1,43.16,2,12.62,18,15.88,10,19.26,2,23.63,294.85,2887.98,6805.69,1411.34,291.01,173.57,643.14,1709.44,410.04,929.69,1049.81,1407.09,40.1106,0.4968706516231809,56228.670530357966,5296.501653936804,52793.0817581398,5623.14125072444,100,False,False,True,True
10370,3574.18,5,17.83,2,33.86,5,10.42,11,33.54,2,33.14,2,22.18,72.33,3757.68,4829.37,1804.21,517.68,146.54,125.33,4194.97,439.71,787.35,701.26,1176.33,23.251176470588234,0.30097583418428026,101329.29848335347,5235.999882288919,109867.12991354508,6170.892603997631,34,True,True,True,True
10349,1223.4,3,12.5,1,33.39,5,32.25,3,11.91,4,22.95,5,37.95,71.42,1684.47,8823.64,1299.22,479.84,222.48,725.36,2893.48,743.0,261.35,1745.48,2054.42,24.216700000000007,0.6167871381095538,131579.88216270422,31635.297442639352,124897.43724694908,32318.94520023422,100,False,False,True,False
10372,2522.86,5,16.8,2,40.81,3,25.83,4,14.71,8,12.54,3,32.11,224.1,1465.26,3202.18,1269.23,452.92,214.64,621.95,2082.01,430.9,329.63,1628.74,1381.41,32.4641935483871,0.49517521608381837,111042.21758410012,5462.8556395210335,105996.86931245403,5728.560776967033,31,True,True,True,True
10350,1485.72,4,15.35,1,34.71,5,28.83,4,23.42,4,24.46,4,43.99,283.18,3597.33,4332.96,1534.78,432.02,204.21,267.19,892.98,416.17,924.64,2026.92,2122.21,33.94123711340206,0.6207845468503925,205972.5688105039,19654.348966380927,199731.24038838607,19717.47512742647,97,True,True,True,True
10303,1052.76,5,15.38,1,28.57,5,9.2,14,47.13,3,26.65,2,23.43,289.66,1472.71,8616.38,1657.32,646.88,129.51,745.91,2045.89,470.47,474.88,1047.25,394.07,59.654500000000006,0.7037394705601232,141393.03141469654,16303.32605536197,139036.77103320905,16400.756637482034,100,False,False,True,False
10371,2864.56,5,45.33,1,19.08,3,17.41,12,15.52,7,30.92,3,25.15,262.78,1869.77,1965.78,451.55,528.64,128.58,434.17,2706.26,462.06,800.13,1680.66,2220.48,29.546060606060607,0.4049840999497648,99006.83268030154,4700.642537029283,106315.28851163547,5940.712002824556,33,True,True,True,True
10368,2936.98,1,14.94,1,28.01,2,21.24,12,35.36,3,41.23,2,45.72,248.91,930.33,6368.8,345.01,501.09,158.67,663.66,2117.48,356.12,182.05,1686.01,1080.25,19.1146,0.47630611496338693,56929.899946312915,6594.352426973718,50606.50886417707,6553.270502283726,100,False,False,True,False
10369,3015.13,1,41.64,1,28.37,2,29.62,14,21.2,6,23.08,5,30.83,311.99,1066.67,4228.22,1103.27,135.97,195.28,226.4,1572.12,1397.08,193.17,983.24,2137.3,20.601,0.7582109458348899,66460.63583692604,6510.925686997765,62284.81755787244,6555.550668010881,100,False,False,True,True
10360,2211.11,1,45.44,1,42.81,3,41.73,14,22.54,3,41.43,5,17.66,352.07,2802.22,3765.12,1166.2,200.76,279.25,427.29,893.39,372.27,701.47,1659.84,1780.22,27.396800000000002,0.9376500607175559,79737.11407077192,10948.926767793262,76413.39848614605,11340.977962012741,100,False,False,True,False
10374,3008.78,3,35.71,1,38.49,2,8.06,15,41.51,3,45.36,1,19.02,236.16,4264.7,2219.9,1908.52,163.34,237.26,279.46,3243.54,433.01,596.28,1103.26,1252.5,17.66921568627451,0.31764661583120896,60456.06852756005,3718.959307522217,55951.83356731213,3955.577815386118,51,True,True,True,True
10377,2805.23,3,38.54,2,8.66,4,31.11,5,15.17,9,33.61,1,22.32,270.68,3870.64,3822.24,615.33,514.27,77.93,331.08,3482.0,1054.31,911.02,967.62,764.9,22.374583333333334,0.4654531460906389,84740.54743273585,5757.49307599793,84400.79278765531,5669.153040582751,48,True,True,True,True
10373,1395.59,4,45.7,1,38.37,3,12.81,10,29.18,3,36.34,4,26.05,211.99,3036.91,7563.57,597.53,107.32,115.21,632.97,1076.99,1387.58,757.79,1150.16,1104.36,38.061363636363645,0.49797012201962715,80787.72063055534,2950.7232856865953,79434.67625066942,3468.7989805889474,22,True,True,True,True
10367,1854.18,1,28.07,1,47.84,5,40.65,19,17.51,3,38.06,2,34.52,341.28,1103.12,2535.42,748.73,517.36,153.55,695.12,3456.85,1004.56,253.38,2158.01,1861.31,24.794099999999993,0.3212698761685156,61638.33719564807,6279.945938217188,54214.96006828311,7048.59284640999,100,False,False,True,False
10363,1785.21,5,23.77,1,14.02,5,32.02,12,46.83,5,23.94,5,36.01,129.99,2829.6,8787.18,864.7,439.32,208.6,555.41,2695.01,815.69,613.51,988.77,739.6,39.01730769230769,0.5581175993867734,94107.64655468332,6162.798624056596,99985.45395651922,8766.75286986415,78,True,True,True,True
10317,981.86,5,49.03,1,10.13,1,24.33,9,41.77,4,32.55,3,36.02,141.18,1866.49,2345.15,798.3,314.08,72.72,687.38,2397.61,991.65,888.91,775.51,2101.84,37.58669999999999,0.5698556524651348,97458.56742478616,9783.612071524301,92847.6602620272,10338.981623729005,100,False,False,True,True
10380,1635.92,2,47.82,1,49.81,4,13.71,19,38.62,8,26.7,3,43.88,262.68,843.1,5921.65,1307.08,491.38,166.12,690.29,3193.06,1202.92,254.15,1018.26,674.27,30.556190476190473,0.3327633919604676,59832.772232641575,3197.49157622973,57954.3639474891,3662.736089861607,42,True,True,True,True
10383,2860.59,1,36.55,2,16.12,5,12.21,19,17.48,7,18.19,4,44.05,86.89,3177.6,2716.77,1383.49,358.88,95.84,602.43,1980.2,752.94,670.06,414.8,2286.62,19.761,0.5171395685241398,54355.98677511752,4889.011332239051,48560.13655265168,5031.894240634338,100,False,False,True,True
10311,942.96,3,24.98,2,25.44,2,10.21,13,26.97,4,30.11,1,10.72,149.19,2511.4,4286.51,959.86,337.92,108.37,725.64,1022.78,290.11,373.47,1030.61,2135.16,46.49000000000001,0.7316109249147016,75718.65540087638,9641.76944210393,72413.95072854206,9569.629473045989,100,False,False,True,False
10366,1439.43,2,20.21,2,8.81,1,10.81,5,16.8,4,41.98,4,42.2,290.89,2312.7,6440.62,1119.37,213.57,183.19,718.09,1424.44,1423.96,208.61,1429.8,615.6,20.6229,0.5239174408706823,172338.1683996297,27831.489390721657,171377.72052465938,29439.6948714251,100,False,False,True,False
10352,1355.13,1,44.97,1,32.11,2,32.7,17,12.27,2,43.5,2,10.27,98.38,2047.95,6563.14,336.34,196.98,237.2,276.75,2308.95,1094.33,859.89,1609.72,1136.4,26.394299999999998,0.3669537581304498,48408.77330251049,5018.894796130658,42961.00579889339,5553.425095338762,100,False,False,True,False
10387,3057.47,4,33.62,1,22.81,2,15.86,9,11.84,5,43.06,3,40.77,194.83,1812.96,5769.28,1214.09,575.29,202.23,199.58,1946.95,1406.05,815.89,1901.6,579.35,25.172000000000004,0.6891980407647278,95307.19152824057,9920.622305844996,91811.60402171833,10728.281241836174,100,False,False,True,False
10378,1536.97,3,42.12,1,37.97,1,26.31,4,14.92,7,23.38,3,15.91,336.69,1539.67,5011.73,1146.77,181.62,197.27,499.73,1098.31,576.18,164.2,1313.02,412.1,27.098900000000004,0.7779082221060543,150368.3851685592,17569.7798709673,147425.56360761047,18277.10501791358,100,False,False,True,False
10389,2437.9,4,42.66,2,40.66,3,39.32,4,34.64,6,49.87,4,37.66,62.77,3268.48,3562.54,807.83,263.72,217.82,190.48,2221.87,421.99,608.59,576.48,1792.98,26.93347826086956,0.4869415542903337,81630.22813625855,5328.397848436459,78874.53944972153,5279.198988081328,46,True,True,True,True
10392,3198.41,3,37.92,2,16.63,2,10.43,7,18.6,8,29.53,5,37.19,320.15,3808.6,8327.69,1460.96,641.69,51.0,538.25,1862.96,1130.37,969.95,888.44,1654.89,18.695434782608693,0.41094853163404016,84206.53410110388,5242.666520448647,80487.65472483111,5417.179593488643,46,True,True,True,True
10391,2553.81,3,45.7,1,25.76,4,11.96,9,42.48,8,40.05,5,10.7,93.72,1141.42,1846.21,1479.4,439.6,110.97,502.27,4543.06,635.29,527.18,1773.37,565.3,23.828148148148145,0.37013549532608336,72623.38812485432,3214.2267465211808,66317.4820985588,3309.9937968518457,27,True,True,True,True
10390,2572.82,5,38.54,2,30.91,5,33.81,7,11.79,7,12.06,3,34.81,129.65,3985.39,7378.34,1506.71,231.99,264.14,380.39,3929.05,1128.06,758.49,1470.72,1089.23,27.508055555555558,0.4652054504314314,110007.85909639536,5951.728463358349,111765.52090017422,6518.245262221835,36,True,True,True,True
10351,1019.71,2,15.03,2,10.99,5,36.67,12,39.15,9,18.71,2,27.66,197.31,1349.88,3130.65,1008.87,390.69,64.6,263.35,1354.6,1043.0,210.18,2093.65,1746.66,54.214259259259265,1.1065271217367714,104317.47366661156,7286.533807973798,102328.71066067732,7385.411169845517,54,True,True,True,True
10399,3320.43,5,21.03,1,17.32,5,26.02,8,34.47,2,40.36,3,41.43,238.33,1965.65,4376.29,1367.53,189.2,237.95,616.16,3630.05,532.58,907.54,370.54,641.16,25.530416666666667,0.2875304016692113,95595.30362010346,3864.237728397467,91516.1060354028,4237.69554038263,24,True,True,True,True
10394,3371.84,3,42.42,2,44.37,3,12.04,10,37.0,3,39.29,5,37.58,140.44,4482.39,7328.34,1606.65,406.53,200.6,266.46,2777.04,947.29,171.95,650.08,2220.88,19.21636363636364,0.33830693995790034,83832.31874052751,4850.553496155921,80148.5113349826,5207.70569645152,44,True,True,True,True
