scenario_id,arrival_rate_mean,res_AML_Investigator_amount,res_AML_Investigator_cost,res_Applicant_amount,res_Applicant_cost,res_Appraiser_amount,res_Appraiser_cost,res_Clerk_amount,res_Clerk_cost,res_Loan_Officer_amount,res_Loan_Officer_cost,res_Senior_Officer_amount,res_Senior_Officer_cost,el_node_fb6142cf-431e-49a2-8278-0ab153e033d9_duration,el_node_72f9366b-1a12-44b3-9d62-12151a3c986b_duration,el_node_b7b69815-2300-45c0-b795-b10641e4997f_duration,el_node_e96c5ddd-ce95-4d1c-b20e-4236a5ede724_duration,el_node_4aac3e09-f63b-4091-b1dc-382ae5799d24_duration,el_node_ec71f837-04b3-439c-8f5b-6c03f40ba4a9_duration,el_node_3fd5220c-2503-4b5d-a543-78dbeee830c9_duration,el_node_2dee630f-fe8e-4719-8b0b-546b1310b27d_duration,el_node_4eb5f5ad-92ef-41f7-9814-f2df60a90301_duration,el_node_a9e6f8b0-d94c-42cc-ab3f-ed02e0faa62e_duration,el_node_a265a23b-82f9-446b-8167-ad6c1655e313_duration,el_node_74bde187-ed90-4355-a7b0-2229bd9210e2_duration,kpi_total_cost,kpi_std_total_cost,kpi_cycle_time,kpi_std_cycle_time,kpi_waiting_time,kpi_std_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
1646,2964.32,4,48.52,2,19.32,4,46.71,3,13.85,5,32.06,3,21.08,316.01,2177.23,6520.15,1637.6,423.74,158.79,731.93,4379.37,1532.13,661.88,686.04,1382.35,16.74,0.46984846041843714,195367.11127986576,28780.35192604159,193719.85383366235,29290.904689284234,100,False,False,True,False
1647,3108.3,5,18.51,1,41.84,2,38.06,3,10.38,8,19.42,3,39.35,213.14,2686.91,6805.63,784.74,325.16,88.14,707.23,3466.24,1512.71,280.98,1634.58,1544.6,18.651978021978024,0.4588783905234341,164119.3142369819,14717.71964811167,162147.2040739079,15518.787791782786,91,True,True,True,True
1645,2645.69,1,18.3,1,39.31,3,43.47,10,12.4,10,27.79,5,43.45,234.13,1948.04,8396.83,374.54,297.63,58.27,523.97,3771.12,697.8,344.23,1540.2,1358.69,17.280699999999996,0.26322496811355856,59582.06388079172,6311.927769612916,51728.39078566459,6245.907848014765,100,False,False,True,False
1636,2061.53,1,24.32,1,32.98,3,10.86,5,17.13,5,34.25,5,47.9,158.38,3048.57,8786.62,1228.93,407.49,146.5,461.63,1619.62,394.31,311.58,743.82,2098.93,21.968500000000002,0.5798682800621384,74201.96256861504,7274.039172490359,69217.64978519118,7281.745908302365,100,False,False,True,True
1639,1261.45,5,35.68,1,34.8,5,14.66,9,29.2,9,30.15,4,26.52,310.69,4411.81,8946.89,1154.44,363.51,69.01,247.05,816.29,495.5,378.21,408.48,1698.37,43.039,0.30958206122380477,86108.71319354292,2836.554981560473,81667.50358122916,2604.1939629539975,20,True,True,True,True
1650,2251.0,2,35.57,1,33.55,4,36.43,7,13.69,6,35.56,2,45.93,257.57,1589.27,1595.96,1789.18,159.52,148.31,359.38,2167.63,823.79,859.85,1715.46,2170.6,28.270799999999998,0.7476681527701088,92687.05319747476,3897.6222359245176,87882.80345985338,4213.770851152886,25,True,True,True,True
1593,961.64,5,8.33,2,29.58,5,44.14,8,10.42,10,34.57,1,14.48,288.15,4426.34,1444.91,756.31,126.7,192.63,607.79,2217.07,455.92,335.15,1446.48,1141.6,47.79628571428571,0.7957611440120251,91177.42951798413,4784.940236286105,90024.5186951139,5178.518285931373,35,True,True,True,True
1655,3213.58,5,24.75,1,46.48,4,28.13,3,27.51,9,46.57,3,30.85,274.2,4069.88,8202.49,426.95,516.73,262.13,589.64,1475.5,311.0,334.93,1821.56,954.16,23.591272727272724,0.3215647768707039,96746.73879469186,6354.737104658701,89325.78250991189,6607.385919643929,55,True,True,True,True
1634,1830.29,1,10.94,2,41.34,3,40.17,5,44.24,6,43.25,4,36.07,101.34,3236.93,6772.25,693.38,549.83,60.22,505.88,1403.57,889.29,962.61,1294.61,1433.79,23.834600000000002,0.647368285421596,90300.19138245717,9442.1125207525,87519.50568614918,10518.646413064684,100,False,False,True,False
1577,1094.58,2,38.51,2,24.76,2,35.76,10,40.75,9,11.21,3,25.67,155.79,4181.5,5941.02,472.37,655.29,259.14,146.56,3352.88,944.09,609.61,1574.34,1231.39,29.914500000000004,0.2812144478090797,74095.96088907703,7346.047033763063,84731.61899045487,8600.650962305757,100,False,False,True,True
1656,2361.92,5,39.11,2,43.32,3,34.17,8,37.47,8,41.01,4,14.82,351.22,3129.55,5725.19,680.92,208.13,170.74,147.54,2854.31,836.19,482.36,1681.91,1750.78,27.768571428571427,0.464910762197137,81144.52880011949,4255.600465729844,77320.6602966302,4389.745577569293,35,True,True,True,True
1635,1620.2,2,9.19,1,28.1,3,20.88,3,46.55,6,17.94,5,46.58,294.58,2549.73,3394.7,894.15,234.2,157.57,542.74,4523.94,477.09,743.8,736.13,1763.59,21.283699999999996,0.5496787950956247,166711.89594157922,18661.26234084905,168364.1447157323,19497.490194867754,100,False,False,True,False
1659,2933.83,2,41.75,2,10.03,4,22.78,19,35.87,7,16.99,2,26.84,290.51,2661.78,3721.34,1367.49,647.99,276.2,588.19,2551.2,1300.39,465.41,1678.58,1940.43,22.625882352941176,0.5151352728906404,73189.74005181587,3812.484101255207,69759.82145744788,3947.3714930129872,34,True,True,True,True
1660,2681.89,4,24.01,2,38.94,5,27.49,8,35.24,3,48.76,5,44.77,63.36,3717.42,2433.53,790.57,431.44,212.31,327.74,1680.08,605.65,479.94,811.5,2250.74,30.104324324324327,0.4009055066037697,107154.73459603291,5019.640554119241,104914.51221839421,6289.934443764122,37,True,True,True,True
1622,940.01,3,28.94,2,14.49,4,40.13,16,27.35,4,40.55,5,23.42,348.24,3209.78,2765.71,976.67,315.61,154.19,162.39,1089.72,1011.68,295.8,1233.44,1916.04,51.20076923076923,1.034291730903513,75181.44783412883,3363.151165414606,76207.9254461966,3772.0570830763345,26,True,True,True,True
1606,1276.8,3,19.2,2,30.29,2,48.71,18,15.17,9,21.69,5,12.75,347.09,4387.17,5570.64,1618.57,320.56,283.24,534.98,897.01,319.74,948.66,1070.68,2005.65,35.6242,0.507625050523703,70375.74585922594,6290.8585229426635,65634.18601818514,6773.251902566039,100,False,False,True,True
1657,2496.49,1,13.0,2,44.17,5,38.02,19,10.17,10,27.72,5,15.56,105.68,814.35,3638.87,1693.53,455.9,274.78,391.21,3438.87,430.24,261.89,1463.1,1515.9,19.482599999999994,0.34420636281454803,49023.69789063722,4896.824833751389,41306.766308268445,4812.501883915695,100,False,False,True,True
1664,3371.91,1,35.69,1,42.64,3,35.61,9,37.23,3,21.25,1,14.31,245.99,2736.89,5100.77,1678.4,530.32,75.16,318.72,1880.23,947.24,925.29,1420.13,1314.54,17.5124,0.5668201574653912,76135.53040347126,8183.921070203162,70648.547256172,8091.614553919162,100,False,False,True,False
1538,981.58,2,18.87,2,19.15,5,41.29,10,41.96,2,48.73,3,45.36,195.95,2740.05,5596.13,778.54,556.77,159.68,202.63,1689.32,298.87,537.85,1652.44,905.32,45.222200000000015,0.6389172975677783,107864.21486449354,22219.960851722353,105532.06451281048,22273.2236677225,100,False,False,True,False
1603,1165.07,5,42.6,1,49.36,3,15.67,13,20.39,3,31.02,3,36.85,184.04,1540.36,5669.25,1018.31,594.51,138.25,319.57,1528.3,1023.01,252.5,1417.05,1745.01,52.7529,0.8140760332295673,127036.6250298146,15556.14648304577,125629.35967149433,15656.845082932185,100,False,False,True,False
1649,2074.21,4,35.39,2,8.99,4,42.07,20,39.97,10,33.62,1,29.35,155.37,1776.76,1913.62,1032.66,576.78,49.05,574.07,2334.02,1203.74,183.85,465.68,1362.51,36.5653,0.5432161148886759,104942.0968104929,8150.566199814562,111085.9302773489,11433.381955331854,100,False,False,True,True
1658,2021.68,2,39.28,1,39.74,2,26.85,6,49.82,4,30.92,2,42.55,129.88,1744.87,4037.59,1122.61,315.52,143.39,195.45,3756.2,570.37,538.04,2196.43,1654.15,22.726410256410258,0.45935011788670604,80671.70692935125,6617.4474419338585,80395.19959779026,7111.036750322999,78,True,True,True,True
1663,2633.21,3,25.48,1,32.51,1,33.4,18,42.71,8,45.65,5,30.6,93.43,1918.65,6597.41,1792.61,143.91,159.32,545.31,2917.54,1517.79,439.87,1363.97,2171.8,19.1792,0.48112595213538617,65242.64365101609,6517.10954514301,60573.254605907176,7018.467561851122,100,False,False,True,True
1629,1034.94,2,11.55,1,34.73,3,28.97,10,45.67,6,42.59,2,24.75,304.37,2931.89,7168.95,1026.46,623.83,164.39,314.11,2189.66,1506.82,306.82,1487.06,1249.77,31.75527272727272,0.5805835332294904,118109.88422738068,8204.707129521172,126255.68735541958,9303.283892817524,55,True,True,True,True
1672,3403.07,2,19.48,2,23.92,4,21.4,12,38.67,7,39.53,4,46.14,294.74,4483.38,4250.68,1488.7,323.02,100.02,728.58,767.49,915.19,649.04,1397.8,2083.74,22.270000000000003,0.32361593398235594,92271.82484744875,5613.715646190296,85488.55364222734,5666.808131034049,45,True,True,True,True
1644,1622.71,4,45.28,2,40.25,2,22.03,10,26.06,7,21.02,2,40.68,91.21,4278.76,6324.92,1438.33,281.5,77.33,690.8,4215.41,1148.14,207.84,1471.66,425.99,24.376216216216214,0.3752285247163778,87070.29835946842,7478.082735233503,91483.52754622076,7810.011101509186,74,True,True,True,True
1661,1854.81,1,13.83,2,40.98,2,25.24,4,24.89,10,33.19,4,26.18,115.89,3546.54,6376.28,1012.45,487.33,208.24,433.56,2267.83,1156.22,428.4,475.32,1327.87,16.215199999999996,0.4199362144926587,145174.0021227974,20904.49930515504,146211.7753775635,23644.86009681357,100,False,False,True,False
1671,1589.06,3,16.4,1,46.58,5,37.96,13,30.36,5,20.97,3,28.77,262.89,3349.75,7052.57,470.88,145.54,95.03,133.05,1187.49,902.78,850.93,1669.83,1995.27,40.72500000000001,0.4870696481051379,83801.16083251768,2488.079163719804,81447.64680287483,2820.096459926518,20,True,True,True,True
1668,2736.83,2,37.74,1,31.32,2,47.63,11,26.68,6,15.79,1,43.84,213.14,1663.52,5009.23,908.5,651.69,273.12,500.08,2834.56,398.85,333.09,826.48,1436.69,21.967604166666664,0.48462626900946576,67742.91745197384,6077.427572553778,63970.32136638992,6265.778798654034,96,True,True,True,True
1670,2750.19,1,32.55,2,45.52,2,18.47,10,27.81,10,24.75,1,17.98,374.13,2372.14,4645.86,1917.41,510.45,121.12,579.26,2177.98,867.04,290.78,1072.65,1161.21,17.665499999999998,0.4868210112245538,55307.83881579876,5375.189529385646,50496.650181482146,5926.434209332471,100,False,False,True,True
1621,1410.54,5,23.95,2,14.31,2,14.36,11,19.4,8,8.05,5,41.35,319.37,4235.6,8725.3,710.52,498.73,164.8,697.54,3866.42,283.26,525.95,747.37,1819.4,28.5731,0.27006058055872795,61119.61497109459,6109.709604611951,57117.81973964761,6770.028629633091,100,False,False,True,True
1630,1021.88,5,38.73,2,20.07,4,31.78,20,48.69,4,35.73,4,24.66,326.5,4318.92,3279.02,1809.69,142.34,237.59,226.58,2095.17,1518.67,963.8,1784.53,611.17,43.887058823529415,0.5074865540046785,93758.10815254154,4324.440346959754,97312.88637002435,5497.3911303225805,34,True,True,True,True
1667,2184.09,1,9.92,2,19.28,2,40.43,6,8.99,2,25.13,2,32.26,327.53,4127.76,2608.05,409.46,532.71,78.42,450.96,1312.29,628.93,370.62,648.24,1065.62,20.0756,0.5369203616435817,51984.98935760241,4666.403724557581,47842.53448892135,4920.707505034627,100,False,False,True,True
1677,2952.42,1,28.12,2,43.87,4,11.26,4,42.27,6,48.41,3,46.05,60.93,3282.27,5701.39,1174.2,577.75,61.87,582.62,1165.98,483.77,545.53,1490.61,1341.14,22.416299999999996,0.8973897670128592,98271.43255926683,12344.079944322824,94214.44539908653,12825.376280546448,100,False,False,True,False
1669,1973.29,5,8.47,2,32.53,1,35.12,12,34.92,2,44.52,2,34.96,111.79,3486.32,3654.5,948.8,210.95,81.69,284.88,1607.64,758.01,193.97,1179.39,1545.8,23.503899999999998,0.3132975318037847,55932.93058402733,5242.262966493707,49458.38719323115,5544.948470254189,100,False,False,True,True
1681,2788.63,2,21.91,2,22.97,5,18.66,19,8.57,10,22.66,3,23.2,141.61,2703.9,7518.66,496.96,474.58,263.86,485.11,2741.64,888.45,476.09,1980.55,1987.92,22.974385964912283,0.4524892166981112,71069.70077308473,4676.401257228622,65989.556015043,4912.426311680205,57,True,True,True,True
1682,3135.35,1,21.0,1,26.75,1,11.96,7,37.34,7,39.32,2,19.24,362.91,1847.84,3876.13,1407.49,266.59,182.29,160.6,1165.98,1138.06,739.2,664.17,1910.71,16.9737,0.6431372836778829,68260.65166008106,8530.960450800856,65482.24997077879,8554.428070765545,100,False,False,True,False
1684,3518.27,1,25.04,2,35.53,5,9.89,6,26.3,3,41.37,1,18.95,135.48,2032.77,6670.47,511.26,282.23,243.8,384.9,3322.85,336.54,334.44,2147.44,1653.27,14.961099999999997,0.34188099707590675,59236.97452595411,5454.857896128158,51045.21232303644,5621.67213929217,100,False,False,True,True
1678,2818.48,2,12.96,1,37.91,1,31.45,14,42.35,5,20.33,3,28.28,164.31,1804.47,6950.83,921.39,110.55,185.11,640.97,4405.25,327.72,870.1,1121.32,1969.45,16.350500000000004,0.4043735022141401,64471.03681539571,6019.666579682352,57496.919417949626,6003.063647514884,100,False,False,True,True
1689,3060.89,4,32.16,2,32.77,5,30.56,5,48.55,5,41.27,4,49.2,150.93,2550.22,8857.87,651.17,312.74,224.47,212.27,1357.38,1466.11,947.88,2145.24,1594.14,28.0375,0.2923925803652199,104310.96335766654,2854.0743224795083,99689.12048507608,2627.0646074736824,20,True,True,True,True
1653,1605.32,5,8.32,1,17.78,1,27.59,17,26.26,9,44.34,2,31.1,180.18,4277.13,7325.87,549.33,341.39,185.89,562.2,4251.18,1528.95,557.59,1079.48,1239.43,22.072700000000005,0.1613632266320022,59180.577392588464,6832.16064329257,56879.21136874929,8989.757179356693,100,False,False,True,False
1676,2165.5,2,40.98,1,38.04,1,40.84,14,17.84,5,35.15,2,33.4,288.9,2518.12,8613.66,510.02,511.11,155.88,466.71,4255.74,260.25,862.62,1108.06,1687.53,17.733500000000003,0.28314744347684767,58485.98889774401,6408.926999764435,51340.96658633276,6389.179190878877,100,False,False,True,False
1691,2946.38,3,27.18,2,11.32,2,22.32,6,27.35,9,37.41,4,14.65,174.5,4029.65,2837.83,1226.82,117.82,217.51,595.7,904.79,471.19,979.46,971.18,1161.14,19.67075,0.34122995855490895,66764.0502303259,3436.6224896255844,60846.830346033676,3754.128811451335,40,True,True,True,True
1666,1448.28,4,49.85,1,47.19,2,31.35,5,32.43,10,32.88,1,26.82,311.49,829.02,7414.03,1611.59,285.97,65.18,220.29,4460.94,485.13,723.48,1129.88,940.87,31.305121951219512,0.6114125396050277,170158.87323980808,14293.82093216471,169656.83527094786,15352.90928585768,82,True,True,True,True
1651,956.94,5,47.54,1,48.82,3,34.81,13,29.8,8,13.07,3,11.51,79.95,2902.79,5725.22,1664.98,505.64,147.67,682.9,1230.43,1372.87,564.48,555.11,2040.89,46.27184210526317,0.6346390983907775,129345.51024464633,7467.247829974928,132925.77120228007,7970.9387154066435,38,True,True,True,True
1687,2714.63,1,36.19,2,16.2,5,20.22,17,11.83,9,37.11,2,43.25,80.21,2229.72,5320.39,1565.1,184.29,145.68,127.94,2262.43,378.62,726.02,1307.21,827.59,19.956300000000002,0.4659120630602415,53424.6733567629,4973.9318035797505,46834.511177959124,4952.962319451868,100,False,False,True,True
1696,2910.96,5,35.88,2,34.96,2,28.25,9,10.08,10,32.5,4,13.38,100.82,877.09,3754.04,1665.9,518.32,238.65,454.14,1478.09,1492.73,674.03,1993.85,1695.69,30.089268292682924,0.404811006791456,92923.4224877973,5523.161847431474,88447.93744664219,5579.7829044153095,41,True,True,True,True
1679,2019.29,4,14.78,2,36.56,3,25.02,15,47.56,8,16.96,2,16.84,221.49,3884.2,6779.69,1324.11,628.65,63.21,512.08,3233.02,629.04,989.7,664.6,1629.39,26.659692307692307,0.4143103050204687,68134.4878211741,4965.030588549792,64285.08454619921,5133.525129205077,65,True,True,True,True
1685,2097.62,1,20.69,1,18.66,4,33.57,20,8.84,4,10.59,3,41.37,98.8,2091.87,3291.41,1780.72,622.89,195.7,630.36,3569.69,1250.74,883.4,388.26,2243.08,21.554500000000004,0.3124726250636067,65945.11758635109,8068.264001455559,60294.17450300452,8894.246158300335,100,False,False,True,False
1688,1908.96,2,21.44,1,24.5,3,36.3,15,48.63,9,45.11,3,29.69,188.87,994.42,3818.76,1745.1,156.17,145.94,129.68,1873.2,249.12,806.66,945.66,1839.69,33.55305084745763,0.7669672794290426,66237.02662253552,4699.518946350594,61673.49964987446,4669.263999040016,59,True,True,True,True
1612,914.86,1,32.67,2,13.92,1,8.18,14,33.84,6,27.76,2,46.88,137.75,1845.8,2381.65,387.48,165.41,127.76,374.33,2577.54,1112.46,504.04,1787.36,1597.79,34.2365,0.4920178509531593,57776.62873785939,9739.523940734663,56033.14273117164,11828.562086398486,100,False,False,True,False
1675,1911.62,1,10.32,1,17.98,3,40.83,10,36.81,5,13.25,4,21.76,237.43,3690.13,2380.5,869.2,432.4,223.53,550.7,1369.65,1048.4,656.58,1138.05,1730.56,23.8769,0.6907523273777495,64429.381289482146,5846.401242537927,61462.50905490843,6295.880409503162,100,False,False,True,True
1693,2225.96,5,44.94,1,43.76,2,28.61,5,12.74,5,8.76,4,34.57,260.62,3777.73,3167.53,1726.91,178.6,107.62,422.46,3387.66,466.89,974.73,821.98,929.23,22.354200000000002,0.4181157441548979,103039.03284446894,6602.776890499159,99682.54100721236,7006.27316111859,50,True,True,True,True
1694,2474.01,5,41.6,1,11.82,1,17.17,10,13.6,6,40.44,2,15.93,115.38,1115.62,4048.9,687.43,586.47,144.52,197.91,2825.85,619.63,801.36,1356.15,595.33,26.3794,1.0191963758399325,68875.69901339582,7146.349386833293,65167.49186567029,7380.201141820527,100,False,False,True,False
1697,2971.15,2,38.71,2,25.17,5,40.61,12,44.43,8,42.49,1,12.66,204.0,2601.95,8809.17,749.91,322.07,105.85,404.47,2911.79,558.18,708.92,964.09,2182.2,21.73402985074627,0.38471973152244815,79250.99400338353,6021.383264843086,73462.2791268338,5952.912694195075,67,True,True,True,True
1703,3359.35,2,44.59,1,18.02,4,41.04,7,35.26,2,47.56,4,24.46,190.17,937.2,3323.34,1073.13,471.71,188.31,136.51,2917.03,533.3,930.52,1140.44,1315.67,20.127647058823534,0.44756938338226,68524.7853468868,4358.995105110626,62576.05497312238,4385.790063391297,51,True,True,True,True
1637,1270.12,2,19.46,1,41.23,3,29.68,17,19.88,2,36.8,5,45.91,187.92,4381.55,2837.36,687.61,318.18,232.98,660.05,4506.21,1016.94,513.02,838.95,1946.43,27.7332,0.3006655244216696,72423.023704114,9635.491068371442,78614.79912361204,10474.888012184758,100,False,False,True,False
1702,2723.68,1,12.23,1,15.22,4,17.83,6,18.66,6,18.47,5,13.54,294.88,1229.76,4117.38,922.59,266.68,144.8,712.82,1718.07,1089.83,195.5,1116.38,633.89,21.534800000000004,0.596851131126743,68617.48550641308,6442.931223567661,65323.39389104119,6894.499545621094,100,False,False,True,True
1686,1605.1,4,46.89,1,36.68,3,12.91,3,39.34,4,49.77,3,45.41,212.24,4416.29,4428.13,1131.88,391.49,89.79,354.09,3334.94,669.31,370.89,1553.85,902.37,21.757400000000004,0.40181059913317074,215653.33915402915,30782.41735849007,217448.5340042829,31029.98231998385,100,False,False,True,False
1698,2684.58,2,39.69,1,23.86,5,35.13,14,37.38,9,42.01,2,14.72,157.47,3527.93,8442.56,543.75,564.52,51.21,677.52,1439.57,1108.59,542.4,906.31,1928.8,28.5287,0.7227146565190682,116961.60982596813,12849.295377384984,127834.65092283467,18452.254870294524,100,False,False,True,False
1673,1589.05,4,34.93,2,10.25,1,12.25,10,26.68,8,18.35,5,49.67,188.57,2667.88,2176.27,527.91,305.71,251.68,592.12,4120.82,612.69,758.28,1646.96,2097.75,24.520599999999998,0.37129807786502556,55223.87840679247,5728.758233697062,47635.49381777226,5991.013982575661,100,False,False,True,False
1707,3233.72,1,23.15,1,44.77,3,36.4,5,38.48,6,31.34,4,48.61,335.32,2579.76,2439.57,1424.58,371.67,82.21,428.62,3043.88,375.98,619.81,595.2,1282.62,15.7498,0.31136058540125827,65407.594406355274,7180.900288393559,60186.485497912065,7195.918473102286,100,False,False,True,False
1704,2331.17,3,49.97,2,10.37,2,24.75,3,21.1,6,18.61,2,31.76,160.48,2592.57,8843.37,1308.06,653.3,208.42,691.31,3648.75,1390.33,635.65,829.09,1788.11,17.4664,0.45494925901997946,206226.0187267287,28328.115877335746,208307.69167848668,29677.931430838227,100,False,False,True,False
1648,982.5,3,19.71,2,45.0,4,45.49,7,24.37,9,44.96,2,13.77,350.54,4349.15,1683.17,531.49,599.74,178.33,647.99,2908.87,742.57,890.56,427.61,2273.87,37.40823529411765,0.5571380650515737,101820.78319960358,6476.134771347787,107304.07423363593,7582.188265404103,51,True,True,True,True
1652,1186.29,1,24.37,1,47.74,3,47.99,13,32.81,9,12.1,1,10.01,83.02,2786.69,5396.52,1705.51,388.85,76.66,395.16,2938.46,1515.89,659.39,2133.43,2220.5,26.8394,0.3428101927930795,103252.86749293005,9270.395255195524,105394.14967661203,12026.241289119114,100,False,False,True,True
1710,2612.32,5,33.23,1,11.01,1,29.61,3,22.18,10,12.87,3,44.13,270.59,2981.59,8502.0,1568.81,266.52,197.01,692.11,1892.82,865.59,798.68,1473.96,2068.62,14.6812,0.3365159578667702,164106.9154250681,16031.724607395303,157205.37461823205,16715.447558356685,100,False,False,True,True
1705,2042.9,5,15.32,2,48.74,2,27.0,20,14.95,4,33.18,3,48.03,64.77,1473.9,3423.7,1709.26,406.19,103.82,628.77,3897.4,1406.45,605.06,2082.03,1451.68,31.061627906976746,0.7154283772762874,81593.09167515037,4449.696537987151,81293.06068841123,5220.141638033238,43,True,True,True,True
1654,1142.09,1,40.34,1,16.25,2,28.1,15,29.2,7,43.84,1,8.38,201.48,3252.53,6301.75,1486.39,609.2,221.18,359.84,1535.17,1360.43,571.7,1329.02,1418.75,28.4278,0.45595405581056186,72266.374282321,7071.171190487133,73893.96856740853,9290.936352618166,100,False,False,True,True
1701,1985.6,1,36.42,1,14.64,2,11.96,17,23.44,2,48.5,1,22.78,231.83,2908.79,7616.81,418.22,599.04,103.14,476.48,1847.45,1020.8,164.45,1054.38,860.23,20.9499,0.4867590095040187,50407.95012613702,5312.304460882378,45949.50127335338,5478.789503968899,100,False,False,True,False
1719,2643.78,5,20.21,2,31.74,5,11.53,4,41.33,9,24.49,5,13.76,114.16,991.95,6394.38,470.02,316.14,184.63,569.95,1446.29,987.07,784.64,2262.99,1080.3,32.49454545454546,0.5646889347894047,99003.46158175688,4149.8658789211695,94027.34674918665,4223.298857803035,22,True,True,True,True
1699,1461.81,1,20.4,2,32.78,2,34.37,4,37.08,6,38.66,5,26.49,141.9,3500.95,4480.22,890.71,610.03,126.96,196.71,753.26,1286.41,714.05,1960.19,870.59,21.220599999999994,0.7955098993727229,213191.08214164255,36886.647780674975,217375.42976711315,38647.726791880516,100,False,False,True,False
1715,2124.05,5,35.04,2,25.69,2,17.69,12,21.92,4,19.24,3,33.12,121.38,2624.55,5278.9,1216.04,204.97,124.7,439.08,3606.03,1388.84,538.88,1319.88,1442.24,25.5912,0.4954101166442501,70614.23705810124,4923.456456627029,67757.60399752305,4550.185030495679,50,True,True,True,True
1714,1770.06,1,35.89,1,15.35,5,15.72,5,29.8,5,18.63,2,28.07,224.59,1840.88,3121.0,314.91,372.14,285.04,688.99,3088.66,1169.49,590.05,1958.29,1417.7,25.241304347826084,0.4256687495888005,94898.00698953883,7581.459486587891,89676.49830176473,8659.125279299778,92,True,True,True,True
1708,1928.61,2,14.94,2,19.02,3,19.77,13,9.92,3,22.63,1,38.61,162.4,3550.82,4159.13,1914.17,190.95,211.61,166.18,1666.58,486.7,402.7,1361.17,1904.6,27.515316455696205,0.5390253203772433,78682.92664002033,6726.804560002431,75484.45925028984,6688.665202360182,79,True,True,True,True
1711,1520.43,5,38.69,1,21.96,1,43.25,4,37.96,10,19.18,5,29.46,129.72,2096.15,4813.03,618.99,557.32,206.31,280.78,1303.56,1489.11,347.34,999.3,1296.03,21.813699999999997,0.5730666310616627,172721.2945323604,29001.85263252174,170596.13069587684,30268.68774365016,100,False,False,True,False
1683,1276.12,1,32.58,1,11.16,5,18.8,14,25.02,8,18.81,1,34.27,241.41,2220.28,7708.8,1195.82,329.21,212.68,515.53,2836.29,477.36,287.81,2042.15,969.43,30.3878,0.36786190865375534,52097.720464537706,5932.565654240861,45423.359583410056,6080.881543652118,100,False,False,True,False
1712,2168.36,2,48.09,2,8.6,1,17.15,17,28.32,8,41.19,4,20.43,65.32,3524.05,8656.47,561.08,403.03,165.62,395.28,4408.37,481.34,800.34,510.07,1739.84,17.0774,0.2736311016642292,54353.013195677384,6990.033296493833,47217.16698817117,6930.650214332001,100,False,False,True,False
1690,1494.72,1,35.97,2,19.07,3,44.16,15,27.34,6,27.19,4,40.86,288.2,3814.47,6411.5,504.37,639.15,178.26,141.37,1935.31,1499.86,888.86,1100.31,442.59,25.4496,0.45363831096118523,64151.49587703216,7164.402514618209,60925.15371425772,8243.795938042831,100,False,False,True,False
1716,1894.2,1,46.87,1,45.94,2,33.9,16,43.11,7,12.15,5,46.2,188.1,909.18,6876.01,781.71,552.79,237.99,540.85,2663.72,507.73,782.24,1365.65,1231.18,24.016300000000005,0.45152414166359983,52712.67242568519,6065.38954345686,46378.26895481873,6182.261357910833,100,False,False,True,False
1695,1233.21,3,37.18,2,13.28,3,45.64,17,12.3,10,30.47,5,12.19,371.84,2074.33,3843.63,1900.39,229.3,271.12,540.39,2706.39,285.06,583.56,1311.78,1059.48,39.055510204081635,0.7295205652358545,60285.7346846708,3956.8219462651473,57439.14516280213,3954.3393529863247,49,True,True,True,True
1724,2958.85,1,30.49,2,38.56,1,29.79,16,44.32,10,18.38,4,8.94,111.86,1426.04,2838.32,592.66,505.66,250.51,169.8,4442.26,1323.27,855.04,2088.78,2028.3,13.9826,0.3142913143932398,60614.149620879965,6689.093420462033,55363.74009750495,7761.984087736658,100,False,False,True,False
1713,1682.65,3,40.18,2,43.48,4,39.67,5,25.48,6,48.0,1,11.0,195.2,3146.72,5273.97,1342.85,336.33,181.4,738.19,2649.74,577.15,615.33,1808.78,684.37,29.62246575342466,0.5217885396028576,130780.29895251377,10856.923239561702,130806.46288765641,11153.371991646167,73,True,True,True,True
1706,907.35,5,23.08,2,49.3,5,9.98,18,35.43,9,24.98,1,29.4,111.88,733.94,1845.3,1880.52,286.32,58.27,129.01,1763.75,858.75,707.1,434.38,2272.23,69.988,1.091587930735,85416.52299746536,2935.2746456615005,83391.95468772773,2939.56064966894,20,True,True,True,True
1728,2969.81,2,45.88,2,38.03,2,24.26,18,31.96,3,48.48,1,24.12,212.19,1710.86,2742.71,1228.52,316.18,165.23,407.9,3811.13,460.32,646.38,1382.54,1072.82,19.147076923076924,0.44492177359102647,62117.77551369673,4405.367977963484,58677.82087393703,4734.479275754358,65,True,True,True,True
1718,2351.63,4,14.75,2,12.94,5,16.8,11,25.84,5,19.04,1,10.38,276.98,3122.38,4085.86,446.16,279.75,184.8,667.16,3116.59,1534.92,758.73,1855.19,2167.86,29.20959595959596,0.4183785981764362,103010.85487093602,8380.516608766515,101761.9304380404,10152.103471185366,99,True,True,True,True
